predicted: 6.247614187767785; actual: 11.060000000000002
predicted: 1.0105965314816532; actual: 7.73
predicted: 0.0007956329813492098; actual: 9.96
predicted: 0.588377466206015; actual: 8.16
predicted: 0.028985819744181174; actual: 0.0
predicted: 13.555288898489268; actual: 185.76
predicted: 19.51349145756832; actual: 0.0
predicted: 10.682663663177975; actual: 0.0
predicted: 2.6295090846529248; actual: 6.43
predicted: 3.49868389533199; actual: 0.0
predicted: 0.9123883208700898; actual: 0.0
predicted: 16.1486513964957; actual: 2.75
predicted: 3.5357571071585827; actual: 0.0
predicted: 0.7699825883930504; actual: 0.0
predicted: 1.9483586195097173; actual: 0.43000000000000005
l_rate: 10; n_epoch: 300, n_hidden: []
epoch: 0, lrate: 10.000, error: 0.00004575
epoch: 100, lrate: 10.000, error: 0.00003839
epoch: 200, lrate: 10.000, error: 0.00004286
epoch: 300, lrate: 10.000, error: 0.00004421
the trained network:
there are a total of 0 hidden layers
there are 12 inputs
there are 1 nodes in the output layer
output layer: [{'weights': [0.07289520938734013, 0.7715395835241654, 3.3059469665431407, 1.2217007555415365, -1.7080107419985662, 1.107053424819292, 0.18825842954753813, 0.1056319105118559, 0.012574287513129714, -3.109030214668835, 0.14911483229079717, 1.6690048148484504, -4.146363131310302], 'output': 0.00013456165486883543, 'delta': 8.946071367253063e-07}]
node #0: {'weights': [0.07289520938734013, 0.7715395835241654, 3.3059469665431407, 1.2217007555415365, -1.7080107419985662, 1.107053424819292, 0.18825842954753813, 0.1056319105118559, 0.012574287513129714, -3.109030214668835, 0.14911483229079717, 1.6690048148484504, -4.146363131310302], 'output': 0.00013456165486883543, 'delta': 8.946071367253063e-07}
predicted: 0.08349566592349095; actual: 0.0
predicted: 7.511559639512114; actual: 0.0
predicted: 3.281957322311319; actual: 0.0
predicted: 18.73854795871564; actual: 0.0
predicted: 1.0052925530573877; actual: 0.0
predicted: 35.25600362640864; actual: 0.0
predicted: 0.22423172552802467; actual: 0.0
predicted: 0.4636218072375945; actual: 0.0
predicted: 10.304117168649283; actual: 0.0
predicted: 2.4864283419232502; actual: 0.0
predicted: 16.038141869394575; actual: 0.0
predicted: 0.10423251573403378; actual: 0.0
predicted: 0.09966424312392749; actual: 0.0
predicted: 0.3345085614286504; actual: 0.0
predicted: 2.5972358437818333; actual: 0.47
predicted: 1.2940655213872774; actual: 1.19
predicted: 0.05480395594887575; actual: 1.75
predicted: 6.488129876704253; actual: 2.57
predicted: 33.27715038434558; actual: 5.33
predicted: 0.27428321352529084; actual: 8.31
predicted: 6.130729508622538; actual: 11.53
predicted: 45.26985827366864; actual: 24.23
predicted: 4.476233999115044; actual: 32.07
predicted: 19.243560868937333; actual: 88.49
predicted: 0.03150461150606417; actual: 0.0
predicted: 12.101759815245122; actual: 0.68
predicted: 1.420494095232445; actual: 8.85
predicted: 0.3913799806002119; actual: 0.52
predicted: 13.606627034535325; actual: 9.27
predicted: 1.6091813794392749; actual: 0.0
predicted: 0.9518311953900361; actual: 0.0
predicted: 51.98656931630944; actual: 0.0
predicted: 9.467411547020129; actual: 34.36
predicted: 26.074752796181656; actual: 6.58
predicted: 1.5888587766295752; actual: 3.93
predicted: 0.6763785260385513; actual: 3.71
predicted: 10.938713632658784; actual: 1.09
predicted: 6.493661260574321; actual: 11.060000000000002
predicted: 1.1988107639228276; actual: 7.73
predicted: 0.0015167366834807326; actual: 9.96
predicted: 0.7531572943567529; actual: 8.16
predicted: 0.04545571145199841; actual: 0.0
predicted: 14.590766837251959; actual: 185.76
predicted: 20.074304211069382; actual: 0.0
predicted: 11.298041584750958; actual: 0.0
predicted: 3.133063382578043; actual: 6.43
predicted: 3.8665472680269493; actual: 0.0
predicted: 1.1106295022295585; actual: 0.0
predicted: 17.286306376837064; actual: 2.75
predicted: 4.187703031396271; actual: 0.0
predicted: 0.9210558696345835; actual: 0.0
predicted: 2.2765197369983365; actual: 0.43000000000000005
l_rate: 0.5; n_epoch: 500, n_hidden: []
epoch: 0, lrate: 0.500, error: 0.00000315
epoch: 100, lrate: 0.500, error: 0.00001690
epoch: 200, lrate: 0.500, error: 0.00001011
epoch: 300, lrate: 0.500, error: 0.00000807
epoch: 400, lrate: 0.500, error: 0.00000895
epoch: 500, lrate: 0.500, error: 0.00001109
the trained network:
there are a total of 0 hidden layers
there are 12 inputs
there are 1 nodes in the output layer
output layer: [{'weights': [0.021382644197800622, 0.662549757533794, 0.9388964492066902, 0.73123689179925, -1.5614045875477405, 0.3523645957546487, 0.1761032692278648, 0.7739637797714329, -0.010779524204229592, -1.2729734854058992, 0.14012839732042648, 1.208908992782224, -2.114482844270846], 'output': 0.0034540106387079893, 'delta': 1.146127540596677e-05}]
node #0: {'weights': [0.021382644197800622, 0.662549757533794, 0.9388964492066902, 0.73123689179925, -1.5614045875477405, 0.3523645957546487, 0.1761032692278648, 0.7739637797714329, -0.010779524204229592, -1.2729734854058992, 0.14012839732042648, 1.208908992782224, -2.114482844270846], 'output': 0.0034540106387079893, 'delta': 1.146127540596677e-05}
predicted: 3.5402533878158597; actual: 0.0
predicted: 15.351294323706039; actual: 0.0
predicted: 6.783482777430777; actual: 0.0
predicted: 19.14335533507222; actual: 0.0
predicted: 5.324241479807273; actual: 0.0
predicted: 20.69732372943859; actual: 0.0
predicted: 4.7047560360447775; actual: 0.0
predicted: 7.71949043176659; actual: 0.0
predicted: 15.908028120101912; actual: 0.0
predicted: 11.147408283813114; actual: 0.0
predicted: 22.681734980110186; actual: 0.0
predicted: 3.2673044844572714; actual: 0.0
predicted: 1.7262405908592466; actual: 0.0
predicted: 9.942545252159757; actual: 0.0
predicted: 6.251419829893719; actual: 0.47
predicted: 8.085154465827022; actual: 1.19
predicted: 1.725922938896232; actual: 1.75
predicted: 9.638419231540952; actual: 2.57
predicted: 25.21119902253471; actual: 5.33
predicted: 5.8543546377422295; actual: 8.31
predicted: 9.642976301890352; actual: 11.53
predicted: 26.83267995153242; actual: 24.23
predicted: 14.939619227432235; actual: 32.07
predicted: 15.721967124039173; actual: 88.49
predicted: 1.3295646470213207; actual: 0.0
predicted: 16.21877780759065; actual: 0.68
predicted: 5.547987543028512; actual: 8.85
predicted: 2.9362188404685496; actual: 0.52
predicted: 16.626076543124448; actual: 9.27
predicted: 8.811573569199782; actual: 0.0
predicted: 5.22055968521344; actual: 0.0
predicted: 32.84706161323255; actual: 0.0
predicted: 11.94898126810824; actual: 34.36
predicted: 20.445261269732402; actual: 6.58
predicted: 5.1351590918904275; actual: 3.93
predicted: 4.9656944626700765; actual: 3.71
predicted: 16.449172593505434; actual: 1.09
predicted: 13.381967624376118; actual: 11.060000000000002
predicted: 6.313247008679503; actual: 7.73
predicted: 0.49579699041857306; actual: 9.96
predicted: 6.1972873933439665; actual: 8.16
predicted: 2.240285634251892; actual: 0.0
predicted: 20.771528341648903; actual: 185.76
predicted: 15.972494021049721; actual: 0.0
predicted: 13.742453427174006; actual: 0.0
predicted: 10.189448672485286; actual: 6.43
predicted: 11.219723564126735; actual: 0.0
predicted: 10.475375887716282; actual: 0.0
predicted: 29.601033845464; actual: 2.75
predicted: 10.373878561940419; actual: 0.0
predicted: 6.4585335664663335; actual: 0.0
predicted: 9.07716221196339; actual: 0.43000000000000005
l_rate: 0.5; n_epoch: 300, n_hidden: []
epoch: 0, lrate: 0.500, error: 0.00000000
epoch: 100, lrate: 0.500, error: 0.00000685
epoch: 200, lrate: 0.500, error: 0.00000491
epoch: 300, lrate: 0.500, error: 0.00000593
the trained network:
there are a total of 0 hidden layers
there are 12 inputs
there are 1 nodes in the output layer
output layer: [{'weights': [-0.040112209221967725, 0.6998295321315355, 0.8698248334640669, 0.6492374099218958, -1.1818603640702399, 0.33429050738048866, -0.04757234171114616, 0.7845458449792481, 0.23749878344506745, -0.6137639245698615, 0.1004902191311123, 1.0365625665609468, -2.250296964847419], 'output': 0.004348530504076016, 'delta': 1.0543633111664928e-05}]
node #0: {'weights': [-0.040112209221967725, 0.6998295321315355, 0.8698248334640669, 0.6492374099218958, -1.1818603640702399, 0.33429050738048866, -0.04757234171114616, 0.7845458449792481, 0.23749878344506745, -0.6137639245698615, 0.1004902191311123, 1.0365625665609468, -2.250296964847419], 'output': 0.004348530504076016, 'delta': 1.0543633111664928e-05}
predicted: 4.382343180930405; actual: 0.0
predicted: 15.322252804989903; actual: 0.0
predicted: 6.59984096365265; actual: 0.0
predicted: 15.391482939253162; actual: 0.0
predicted: 6.016488667345173; actual: 0.0
predicted: 14.743237399312477; actual: 0.0
predicted: 5.216299665449819; actual: 0.0
predicted: 8.101190576069007; actual: 0.0
predicted: 14.807662019119098; actual: 0.0
predicted: 12.66458985741482; actual: 0.0
predicted: 21.18993282277378; actual: 0.0
predicted: 4.140795885370288; actual: 0.0
predicted: 2.874621212221517; actual: 0.0
predicted: 10.573534061465041; actual: 0.0
predicted: 7.073853794025275; actual: 0.47
predicted: 9.267037906865886; actual: 1.19
predicted: 2.0460052736624017; actual: 1.75
predicted: 9.296576577993681; actual: 2.57
predicted: 21.83842702657195; actual: 5.33
predicted: 6.3213698743782; actual: 8.31
predicted: 9.723817719249105; actual: 11.53
predicted: 19.165284876858617; actual: 24.23
predicted: 16.886730312874604; actual: 32.07
predicted: 13.032146485208756; actual: 88.49
predicted: 2.0676734534456114; actual: 0.0
predicted: 14.270170985732662; actual: 0.68
predicted: 6.8302092099575535; actual: 8.85
predicted: 4.180140494163959; actual: 0.52
predicted: 17.48904572738464; actual: 9.27
predicted: 11.863973825271492; actual: 0.0
predicted: 5.43315511344977; actual: 0.0
predicted: 24.85973852624155; actual: 0.0
predicted: 9.378395053610934; actual: 34.36
predicted: 16.34471609580441; actual: 6.58
predicted: 5.815389113975444; actual: 3.93
predicted: 6.676993888839281; actual: 3.71
predicted: 14.96342659728908; actual: 1.09
predicted: 16.164162271365377; actual: 11.060000000000002
predicted: 6.978695479834051; actual: 7.73
predicted: 0.9341387012320496; actual: 9.96
predicted: 7.83128128561268; actual: 8.16
predicted: 2.79812883031238; actual: 0.0
predicted: 21.749020385514516; actual: 185.76
predicted: 14.118207230592974; actual: 0.0
predicted: 14.175708272619405; actual: 0.0
predicted: 12.817809980930772; actual: 6.43
predicted: 15.28139973726179; actual: 0.0
predicted: 10.89863184272649; actual: 0.0
predicted: 29.18328590184619; actual: 2.75
predicted: 11.712964440448802; actual: 0.0
predicted: 9.712340647142781; actual: 0.0
predicted: 10.99393410053308; actual: 0.43000000000000005
l_rate: 0.1; n_epoch: 500, n_hidden: []
epoch: 0, lrate: 0.100, error: 0.00000213
epoch: 100, lrate: 0.100, error: 0.00002194
epoch: 200, lrate: 0.100, error: 0.00002305
epoch: 300, lrate: 0.100, error: 0.00002301
epoch: 400, lrate: 0.100, error: 0.00002236
epoch: 500, lrate: 0.100, error: 0.00002127
the trained network:
there are a total of 0 hidden layers
there are 12 inputs
there are 1 nodes in the output layer
output layer: [{'weights': [-0.17858827817498743, 0.7970006284992008, 0.42011047346667374, 0.35678364815506913, -1.2376729528195334, 0.41073013379636514, -0.17261929945358634, 1.5597415381780504, -0.16941844840795056, 0.4198030835138243, 0.6307857932804445, 1.2573085765887084, -1.450164627329162], 'output': 0.002172339064306785, 'delta': 9.995814723692983e-06}]
node #0: {'weights': [-0.17858827817498743, 0.7970006284992008, 0.42011047346667374, 0.35678364815506913, -1.2376729528195334, 0.41073013379636514, -0.17261929945358634, 1.5597415381780504, -0.16941844840795056, 0.4198030835138243, 0.6307857932804445, 1.2573085765887084, -1.450164627329162], 'output': 0.002172339064306785, 'delta': 9.995814723692983e-06}
predicted: 6.206806369423757; actual: 0.0
predicted: 9.079123329165272; actual: 0.0
predicted: 2.6392567287931628; actual: 0.0
predicted: 3.502443077575894; actual: 0.0
predicted: 2.405107217506771; actual: 0.0
predicted: 2.5202959331463264; actual: 0.0
predicted: 4.680571270295694; actual: 0.0
predicted: 7.9817906897506585; actual: 0.0
predicted: 7.3503124434124025; actual: 0.0
predicted: 10.162042844639691; actual: 0.0
predicted: 9.29664848571012; actual: 0.0
predicted: 3.844527392616773; actual: 0.0
predicted: 4.614375900428709; actual: 0.0
predicted: 6.095408835763556; actual: 0.0
predicted: 2.943229365979685; actual: 0.47
predicted: 4.459743027691358; actual: 1.19
predicted: 1.3452975357847805; actual: 1.75
predicted: 2.6880836932497973; actual: 2.57
predicted: 7.4271154863521165; actual: 5.33
predicted: 4.903820334067769; actual: 8.31
predicted: 3.4746510876693977; actual: 11.53
predicted: 3.5728856072000776; actual: 24.23
predicted: 7.719004493168723; actual: 32.07
predicted: 3.4006823311796937; actual: 88.49
predicted: 1.6257278525161734; actual: 0.0
predicted: 3.854275400604198; actual: 0.68
predicted: 3.48065002241904; actual: 8.85
predicted: 3.4646067752028027; actual: 0.52
predicted: 14.134762033988267; actual: 9.27
predicted: 6.068167685016274; actual: 0.0
predicted: 2.968689891452104; actual: 0.0
predicted: 3.8101618634809413; actual: 0.0
predicted: 4.254262766397592; actual: 34.36
predicted: 3.170864211678071; actual: 6.58
predicted: 2.8975899726360885; actual: 3.93
predicted: 6.896361110254069; actual: 3.71
predicted: 4.811748827512008; actual: 1.09
predicted: 19.562830381758502; actual: 11.060000000000002
predicted: 5.985285238898221; actual: 7.73
predicted: 3.1814619388379644; actual: 9.96
predicted: 3.6317382947822523; actual: 8.16
predicted: 1.6806020668157773; actual: 0.0
predicted: 8.81056788981896; actual: 185.76
predicted: 5.684923073630693; actual: 0.0
predicted: 8.38562096950029; actual: 0.0
predicted: 11.72478845471831; actual: 6.43
predicted: 13.137134642212446; actual: 0.0
predicted: 5.918742739402154; actual: 0.0
predicted: 8.241991895415241; actual: 2.75
predicted: 5.11615981401392; actual: 0.0
predicted: 11.978162055216323; actual: 0.0
predicted: 8.645876252986536; actual: 0.43000000000000005
l_rate: 0.1; n_epoch: 300, n_hidden: []
epoch: 0, lrate: 0.100, error: 0.00001763
epoch: 100, lrate: 0.100, error: 0.00002226
epoch: 200, lrate: 0.100, error: 0.00002274
epoch: 300, lrate: 0.100, error: 0.00002171
the trained network:
there are a total of 0 hidden layers
there are 12 inputs
there are 1 nodes in the output layer
output layer: [{'weights': [0.19072352908953044, 0.8624936478624289, 0.5409497370056774, 0.507476052559294, -1.2141635312092212, 0.29996185681987103, 0.05005099274848046, 1.4657638619695197, -0.08362548238871303, 0.1879209427971906, 0.7067554809748094, 1.218446054985354, -1.5790440298253587], 'output': 0.0021242260826674075, 'delta': 9.876884394592499e-06}]
node #0: {'weights': [0.19072352908953044, 0.8624936478624289, 0.5409497370056774, 0.507476052559294, -1.2141635312092212, 0.29996185681987103, 0.05005099274848046, 1.4657638619695197, -0.08362548238871303, 0.1879209427971906, 0.7067554809748094, 1.218446054985354, -1.5790440298253587], 'output': 0.0021242260826674075, 'delta': 9.876884394592499e-06}
predicted: 6.721723473479392; actual: 0.0
predicted: 16.256739153032484; actual: 0.0
predicted: 3.3151926343401508; actual: 0.0
predicted: 5.809771599837707; actual: 0.0
predicted: 2.2757334634243884; actual: 0.0
predicted: 3.2513194107855172; actual: 0.0
predicted: 3.4820991848438894; actual: 0.0
predicted: 7.6289145478361915; actual: 0.0
predicted: 7.080224782071402; actual: 0.0
predicted: 14.187369139544488; actual: 0.0
predicted: 11.011306697705356; actual: 0.0
predicted: 3.2666752290198424; actual: 0.0
predicted: 3.015322228996491; actual: 0.0
predicted: 5.440541883335103; actual: 0.0
predicted: 2.5015000859140644; actual: 0.47
predicted: 6.2005992800205165; actual: 1.19
predicted: 1.2768707768029608; actual: 1.75
predicted: 3.3243412735880953; actual: 2.57
predicted: 8.494325594598187; actual: 5.33
predicted: 5.017291424222226; actual: 8.31
predicted: 2.9436570250017584; actual: 11.53
predicted: 5.424775911069648; actual: 24.23
predicted: 13.495562724938113; actual: 32.07
predicted: 4.439378746909004; actual: 88.49
predicted: 1.3702571617792183; actual: 0.0
predicted: 6.6005891117298034; actual: 0.68
predicted: 2.9384005621806777; actual: 8.85
predicted: 2.5162735422341034; actual: 0.52
predicted: 14.841693018671762; actual: 9.27
predicted: 5.2289730066448605; actual: 0.0
predicted: 3.2248185549329254; actual: 0.0
predicted: 7.838631865538271; actual: 0.0
predicted: 6.840431930394849; actual: 34.36
predicted: 4.240511168005515; actual: 6.58
predicted: 2.518670050527276; actual: 3.93
predicted: 7.683125601822741; actual: 3.71
predicted: 7.349198430329605; actual: 1.09
predicted: 28.50811731409019; actual: 11.060000000000002
predicted: 6.704818963929763; actual: 7.73
predicted: 2.394757145760654; actual: 9.96
predicted: 5.73073621968701; actual: 8.16
predicted: 1.5914445638278059; actual: 0.0
predicted: 14.929828955717642; actual: 185.76
predicted: 8.266259874828918; actual: 0.0
predicted: 9.760413468549395; actual: 0.0
predicted: 11.871560177049808; actual: 6.43
predicted: 11.872821576352433; actual: 0.0
predicted: 6.659578626899657; actual: 0.0
predicted: 17.62570235638175; actual: 2.75
predicted: 5.663034786338031; actual: 0.0
predicted: 15.576959191090015; actual: 0.0
predicted: 11.679050992338997; actual: 0.43000000000000005
The tuned model looks like: l_rate: 0.5; n_epoch: 300, n_hidden: []
The model has a loss of 39068.09014557313
epoch: 0, lrate: 0.500, error: 0.00000011
epoch: 100, lrate: 0.500, error: 0.00001080
epoch: 200, lrate: 0.500, error: 0.00001048
epoch: 300, lrate: 0.500, error: 0.00001176
the trained network:
there are a total of 0 hidden layers
there are 12 inputs
there are 1 nodes in the output layer
output layer: [{'weights': [-0.011609216720720742, 0.767530055751674, 0.7555278909211625, 0.6553182823007012, -1.375744107425101, 0.15071901572150198, 0.266464237835867, 0.9089682196534994, 0.20876591367019645, -0.7637948808007136, 0.20546172667944432, 1.0747818809285143, -2.118769867415012], 'output': 0.003354740012023898, 'delta': 1.1464889338428478e-05}]
node #0: {'weights': [-0.011609216720720742, 0.767530055751674, 0.7555278909211625, 0.6553182823007012, -1.375744107425101, 0.15071901572150198, 0.266464237835867, 0.9089682196534994, 0.20876591367019645, -0.7637948808007136, 0.20546172667944432, 1.0747818809285143, -2.118769867415012], 'output': 0.003354740012023898, 'delta': 1.1464889338428478e-05}
predicted: 11.82694087698789; actual: 49.59
predicted: 19.12809241903102; actual: 5.86
predicted: 28.043785279943965; actual: 0.0
predicted: 12.435510262406867; actual: 0.0
predicted: 4.606928061008983; actual: 13.990000000000002
predicted: 8.522340727685526; actual: 16.4
predicted: 4.709921528494255; actual: 56.04
predicted: 5.7733439992278655; actual: 0.0
predicted: 2.9268217166839463; actual: 0.0
predicted: 4.971948083383563; actual: 0.0
predicted: 21.087602279967374; actual: 1.29
predicted: 7.451131034931284; actual: 20.03
predicted: 21.398565511652908; actual: 0.0
predicted: 5.134464361786414; actual: 11.24
predicted: 7.622457005321225; actual: 0.0
predicted: 14.82200888124522; actual: 0.0
predicted: 6.134729727785214; actual: 103.39
predicted: 6.394619530221416; actual: 1.76
predicted: 3.1073780440823673; actual: 0.0
predicted: 1.4196066237813998; actual: 0.0
predicted: 15.170084268747077; actual: 9.41
predicted: 4.034274526034325; actual: 0.0
predicted: 27.292693508597694; actual: 0.0
predicted: 21.318670963795668; actual: 0.0
predicted: 10.49473816284782; actual: 0.0
predicted: 17.368589222560768; actual: 0.0
predicted: 1.391446094475701; actual: 0.0
predicted: 1.537349541146392; actual: 6.84
predicted: 10.2931127108676; actual: 0.0
predicted: 3.782701372756982; actual: 0.0
predicted: 8.638311045534515; actual: 0.0
predicted: 7.6462424591266185; actual: 0.0
predicted: 9.015034064815673; actual: 6.04
predicted: 21.456536483791968; actual: 0.0
predicted: 6.371006024380698; actual: 7.3
predicted: 2.9054382018832214; actual: 0.0
predicted: 1.4155414175612173; actual: 0.0
predicted: 14.679762493145065; actual: 23.41
predicted: 10.088978742948198; actual: 0.0
predicted: 5.1320219072808; actual: 0.0
predicted: 12.944647895021241; actual: 7.21
predicted: 6.497224037949598; actual: 10.34
predicted: 4.087906673508184; actual: 0.0
predicted: 3.4245175027136403; actual: 4.61
predicted: 7.378857632108068; actual: 2.18
predicted: 20.179022346639336; actual: 0.0
predicted: 16.060538157972978; actual: 11.22
predicted: 17.263909847279507; actual: 1.3800000000000001
predicted: 7.248524738615504; actual: 49.37
predicted: 17.368589222560768; actual: 1.69
predicted: 5.875079169406015; actual: 0.0
predicted: 15.08392294870743; actual: 0.0
predicted: 13.077519740060664; actual: 35.88
predicted: 11.309120065830681; actual: 0.0
predicted: 17.62441293788278; actual: 0.0
predicted: 10.240958263117406; actual: 2.69
predicted: 5.495736309340741; actual: 0.0
predicted: 9.16442039998324; actual: 17.850000000000005
predicted: 3.423704789959869; actual: 0.0
predicted: 2.9956064228201433; actual: 0.0
predicted: 3.096678396705989; actual: 0.0
predicted: 9.264408782649522; actual: 0.0
predicted: 11.595141252980861; actual: 1.94
predicted: 8.487678537457732; actual: 9.27
predicted: 17.632794237969296; actual: 0.0
predicted: 27.669060253129285; actual: 1.46
predicted: 5.294829718973453; actual: 0.71
predicted: 5.2975905918673565; actual: 0.0
predicted: 3.289197226499845; actual: 6.38
predicted: 5.790273861953036; actual: 28.66
predicted: 6.09529547639334; actual: 0.0
predicted: 8.694995086894336; actual: 0.0
predicted: 8.546794788240343; actual: 0.0
predicted: 3.762251278601352; actual: 38.48
predicted: 7.373790354338446; actual: 0.0
predicted: 13.876550434974103; actual: 2.17
predicted: 6.6085588885355335; actual: 0.0
predicted: 4.734003053074346; actual: 1.07
predicted: 18.971074657687268; actual: 0.0
predicted: 5.973676283374526; actual: 0.79
predicted: 4.154289688811552; actual: 212.88
predicted: 12.568858240298312; actual: 43.32000000000001
predicted: 5.8745272409591385; actual: 0.0
predicted: 10.591904859629576; actual: 5.969999999999999
predicted: 10.31618070953448; actual: 0.0
predicted: 19.504728077696672; actual: 0.0
predicted: 11.217466918717246; actual: 86.45
predicted: 1.895950824247981; actual: 2.14
predicted: 14.308429163145274; actual: 8.12
predicted: 12.211528144134522; actual: 0.0
predicted: 25.120214478098976; actual: 746.28
predicted: 12.03338381668892; actual: 40.54
predicted: 1.5516872444719478; actual: 0.0
l_rate: 10; n_epoch: 500, n_hidden: []
epoch: 0, lrate: 10.000, error: 0.00000000
epoch: 100, lrate: 10.000, error: 0.00000000
epoch: 200, lrate: 10.000, error: 0.00000000
epoch: 300, lrate: 10.000, error: 0.00000000
epoch: 400, lrate: 10.000, error: 0.00000000
epoch: 500, lrate: 10.000, error: 0.00000000
the trained network:
there are a total of 0 hidden layers
there are 12 inputs
there are 1 nodes in the output layer
output layer: [{'weights': [7.318339091122036, -1.324952153139455, -0.7390027042831303, 0.06977336849494722, -6.504077774384976, 7.231352628861355, -1.8078361520505641, 7.045290043926275, 8.010765758615369, -17.968063013178853, 6.367877060418359, 7.929285616561621, -7.042939091218531], 'output': 1.5996113309440998e-23, 'delta': -2.5587564100847543e-46}]
node #0: {'weights': [7.318339091122036, -1.324952153139455, -0.7390027042831303, 0.06977336849494722, -6.504077774384976, 7.231352628861355, -1.8078361520505641, 7.045290043926275, 8.010765758615369, -17.968063013178853, 6.367877060418359, 7.929285616561621, -7.042939091218531], 'output': 1.5996113309440998e-23, 'delta': -2.5587564100847543e-46}
predicted: 1.0321586214367537e-08; actual: 0.0
predicted: 1.2957482746557953e-06; actual: 0.0
predicted: 6.541775692991464e-07; actual: 0.0
predicted: 0.07237209375119458; actual: 0.0
predicted: 4.034519585185778e-07; actual: 0.0
predicted: 0.0002553342955096391; actual: 0.0
predicted: 5.450143140581755e-09; actual: 0.0
predicted: 0.0016022661834622272; actual: 0.0
predicted: 5.697378934136476e-07; actual: 0.0
predicted: 1.1145584167039468e-09; actual: 0.0
predicted: 3.3887065175052146e-06; actual: 0.0
predicted: 4.313398283444488e-09; actual: 0.0
predicted: 1.0163609037303396e-16; actual: 0.0
predicted: 2.8893417254215317e-09; actual: 0.0
predicted: 7.118759552188941e-10; actual: 0.47
predicted: 3.915343351685958e-05; actual: 1.19
predicted: 7.486840315125588e-05; actual: 1.75
predicted: 2.357388300345814e-06; actual: 2.57
predicted: 1.6008467324295956e-05; actual: 5.33
predicted: 3.651772240181957e-06; actual: 8.31
predicted: 2.481429670215708e-09; actual: 11.53
predicted: 2.4033554563247705e-07; actual: 24.23
predicted: 8.320881248095106e-10; actual: 32.07
predicted: 0.0652352596211592; actual: 88.49
predicted: 1.5959967242386476e-10; actual: 0.0
predicted: 25.450331771912467; actual: 0.68
predicted: 2.522467277840969e-05; actual: 8.85
predicted: 2.483724057260571e-10; actual: 0.52
predicted: 3.61705097757626e-16; actual: 9.27
predicted: 6.416134450288427e-13; actual: 0.0
predicted: 0.031668870196076206; actual: 0.0
predicted: 0.015650498690723363; actual: 0.0
predicted: 0.003391632072184616; actual: 34.36
predicted: 9.069897170119042e-06; actual: 6.58
predicted: 8.427734573910038e-12; actual: 3.93
predicted: 6.163222496812522e-16; actual: 3.71
predicted: 8.473049484144543e-08; actual: 1.09
predicted: 6.546452813630669e-08; actual: 11.060000000000002
predicted: 0.0003010725774794938; actual: 7.73
predicted: 6.707562390549112e-13; actual: 9.96
predicted: 1.5461705952261742; actual: 8.16
predicted: 6.508278184669374e-09; actual: 0.0
predicted: 0.8015212285616362; actual: 185.76
predicted: 0.005119951719342804; actual: 0.0
predicted: 1.254883076029994e-07; actual: 0.0
predicted: 0.00012189000234877397; actual: 6.43
predicted: 5.819086216485501e-11; actual: 0.0
predicted: 0.0006582496873565249; actual: 0.0
predicted: 105.3589186495145; actual: 2.75
predicted: 0.009762176390388238; actual: 0.0
predicted: 1.1917140739580442e-05; actual: 0.0
predicted: 1.115245419358828e-08; actual: 0.43000000000000005
l_rate: 10; n_epoch: 300, n_hidden: []
epoch: 0, lrate: 10.000, error: 0.00000000
epoch: 100, lrate: 10.000, error: 0.00000000
epoch: 200, lrate: 10.000, error: 0.00000000
epoch: 300, lrate: 10.000, error: 0.00000000
the trained network:
there are a total of 0 hidden layers
there are 12 inputs
there are 1 nodes in the output layer
output layer: [{'weights': [6.895594542107372, -1.3333703598952655, -0.7404527978295864, -0.010631791259027343, -6.0753032722754705, 7.303872390553715, -1.615512158501251, 6.9946863475239605, 7.06854753169726, -17.1415906338295, 6.102797839228087, 7.093925345877487, -6.874380088694009], 'output': 2.125243527089629e-22, 'delta': -4.516660049436366e-44}]
node #0: {'weights': [6.895594542107372, -1.3333703598952655, -0.7404527978295864, -0.010631791259027343, -6.0753032722754705, 7.303872390553715, -1.615512158501251, 6.9946863475239605, 7.06854753169726, -17.1415906338295, 6.102797839228087, 7.093925345877487, -6.874380088694009], 'output': 2.125243527089629e-22, 'delta': -4.516660049436366e-44}
predicted: 3.63988695249345e-08; actual: 0.0
predicted: 3.488411156171667e-06; actual: 0.0
predicted: 2.2339461238562576e-06; actual: 0.0
predicted: 0.10310049316226041; actual: 0.0
predicted: 8.595964299132222e-07; actual: 0.0
predicted: 0.0006259285568270587; actual: 0.0
predicted: 2.2197502476887025e-08; actual: 0.0
predicted: 0.00307449684903459; actual: 0.0
predicted: 2.0628347956414408e-06; actual: 0.0
predicted: 4.8202885551032714e-09; actual: 0.0
predicted: 1.0234492354606572e-05; actual: 0.0
predicted: 1.3282730532621377e-08; actual: 0.0
predicted: 1.5372864217562353e-15; actual: 0.0
predicted: 7.373734592609596e-09; actual: 0.0
predicted: 3.144054626095911e-09; actual: 0.47
predicted: 6.676171891650615e-05; actual: 1.19
predicted: 0.0001537990331241929; actual: 1.75
predicted: 6.85066831883609e-06; actual: 2.57
predicted: 3.9341987542141474e-05; actual: 5.33
predicted: 1.0102028989726983e-05; actual: 8.31
predicted: 1.0552665689831422e-08; actual: 11.53
predicted: 6.285575679803935e-07; actual: 24.23
predicted: 3.056698261045661e-09; actual: 32.07
predicted: 0.10421722930267682; actual: 88.49
predicted: 5.462792791903805e-10; actual: 0.0
