node #4: {'weights': [-0.670384495399913, 8.970558419037259, 1.8833972008948063, 2.3063274337401296, 3.9854611759876537, -0.04660798815587199, 6.018204718070384, -6.263792091699235, -2.29578956740596, -7.808655058884215], 'output': 0.029359777700514865, 'delta': -0.0008366885196361681}
node #5: {'weights': [0.637322542594147, 8.69625270854031, 1.2874406556054763, 9.497413470157543, -1.3340077723995158, -2.6560266860874098, -3.2646800248704912, 6.017847646435996, -2.6864083094385753, -2.0785988158613065], 'output': 0.0015647938480672404, 'delta': -2.4447482643619624e-06}
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 2.0
predicted: 5.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 6.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 3.0
predicted: 2.0; actual: 3.0
predicted: 5.0; actual: 5.0
predicted: 6.0; actual: 6.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
l_rate: 0.5; n_epoch: 300, n_hidden: []
epoch: 0, lrate: 0.500, error: 232.80688581
epoch: 100, lrate: 0.500, error: 153.89591831
epoch: 200, lrate: 0.500, error: 143.58180276
epoch: 300, lrate: 0.500, error: 139.81417012
the trained network:
there are a total of 0 hidden layers
there are 9 inputs
there are 6 nodes in the output layer
output layer: [{'weights': [4.817801093769102, 0.26957145042303965, 4.532907314814101, -2.785061724664571, 3.4825607931261393, 3.5012186909096954, 1.3100876355586266, 1.8190466223559902, -1.1619540917460176, 2.167024608484947], 'output': 0.29333999447864473, 'delta': 0.1464847129635755}, {'weights': [0.9599207972960946, -4.510673295179016, 4.657538698010894, 9.751501115294973, -0.4340243490997195, -2.9301207003565333, -1.2758500336295224, -1.2200650643438804, 2.1400918783499163, -2.1441679154448194], 'output': 0.6392132597093443, 'delta': -0.14741514994061727}, {'weights': [-3.997064523881988, 2.5083681655553516, 3.1871785273324056, -1.2994757192415727, 0.029352822854547874, -1.843377742567042, 4.949697230583744, 1.6967792610828352, 0.6822005408349836, -3.0889528057024314], 'output': 0.0459413477259844, 'delta': -0.002013643280984716}, {'weights': [-4.295356272511705, -4.047674456979733, -0.22716226329868863, 6.482662168447396, -2.6123787636192177, 5.772874356772458, 7.206924648989542, -3.3552847713462337, -5.129596044290852, -5.131498231434866], 'output': 0.020744141019088752, 'delta': -0.0004213927805805508}, {'weights': [-0.3611401925269162, 7.727739192581574, 0.9287185676790394, 1.001724927252449, 2.7777261095405996, 0.9476793891416976, 3.8923569683761805, -4.309210660296987, -1.7894025126499609, -5.611903324825718], 'output': 0.02709438874140933, 'delta': -0.0007142157506042202}, {'weights': [-0.35420475736615215, 7.5645684593074956, 1.1190275684450153, 8.126589634524946, -1.3813998289135743, -2.4257223553089795, -2.0663254029188947, 5.336409764875218, -2.308807646490134, -1.9203404581075871], 'output': 0.0033248680616025554, 'delta': -1.1017992049750431e-05}]
node #0: {'weights': [4.817801093769102, 0.26957145042303965, 4.532907314814101, -2.785061724664571, 3.4825607931261393, 3.5012186909096954, 1.3100876355586266, 1.8190466223559902, -1.1619540917460176, 2.167024608484947], 'output': 0.29333999447864473, 'delta': 0.1464847129635755}
node #1: {'weights': [0.9599207972960946, -4.510673295179016, 4.657538698010894, 9.751501115294973, -0.4340243490997195, -2.9301207003565333, -1.2758500336295224, -1.2200650643438804, 2.1400918783499163, -2.1441679154448194], 'output': 0.6392132597093443, 'delta': -0.14741514994061727}
node #2: {'weights': [-3.997064523881988, 2.5083681655553516, 3.1871785273324056, -1.2994757192415727, 0.029352822854547874, -1.843377742567042, 4.949697230583744, 1.6967792610828352, 0.6822005408349836, -3.0889528057024314], 'output': 0.0459413477259844, 'delta': -0.002013643280984716}
node #3: {'weights': [-4.295356272511705, -4.047674456979733, -0.22716226329868863, 6.482662168447396, -2.6123787636192177, 5.772874356772458, 7.206924648989542, -3.3552847713462337, -5.129596044290852, -5.131498231434866], 'output': 0.020744141019088752, 'delta': -0.0004213927805805508}
node #4: {'weights': [-0.3611401925269162, 7.727739192581574, 0.9287185676790394, 1.001724927252449, 2.7777261095405996, 0.9476793891416976, 3.8923569683761805, -4.309210660296987, -1.7894025126499609, -5.611903324825718], 'output': 0.02709438874140933, 'delta': -0.0007142157506042202}
node #5: {'weights': [-0.35420475736615215, 7.5645684593074956, 1.1190275684450153, 8.126589634524946, -1.3813998289135743, -2.4257223553089795, -2.0663254029188947, 5.336409764875218, -2.308807646490134, -1.9203404581075871], 'output': 0.0033248680616025554, 'delta': -1.1017992049750431e-05}
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 2.0
predicted: 5.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 6.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 3.0
predicted: 2.0; actual: 3.0
predicted: 5.0; actual: 5.0
predicted: 6.0; actual: 6.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
l_rate: 0.1; n_epoch: 500, n_hidden: []
epoch: 0, lrate: 0.100, error: 258.08942018
epoch: 100, lrate: 0.100, error: 173.93004431
epoch: 200, lrate: 0.100, error: 165.05217167
epoch: 300, lrate: 0.100, error: 160.07304943
epoch: 400, lrate: 0.100, error: 156.14179100
epoch: 500, lrate: 0.100, error: 152.16377708
the trained network:
there are a total of 0 hidden layers
there are 9 inputs
there are 6 nodes in the output layer
output layer: [{'weights': [3.2975596002100764, -0.014139411624657166, 4.023558344794808, -2.8993155736009077, 2.908382882736438, 2.590245544762768, 1.553750459447954, 1.2812799785140487, -1.1477931772612275, 0.7134464298338212], 'output': 0.38199191454576903, 'delta': 0.1458956974785339}, {'weights': [-0.24812137821994487, -2.6466127630399447, 3.121734694178338, 5.6982410496991855, -0.2298396766369279, -1.3809375668578772, 0.3980018452761821, -0.3600198671406093, 1.448721092466687, -0.7637422094941013], 'output': 0.47733360113754597, 'delta': -0.11908816268254951}, {'weights': [-1.097870453338854, 2.430725228261296, 2.272062523249815, -1.5842972395109585, 0.2092814337977879, 0.060415295148985165, 2.049901818427994, 0.980358011299075, 0.8208215247532422, -1.6353852531341961], 'output': 0.05553858034764749, 'delta': -0.002913223272801351}, {'weights': [-0.8152215174019624, -2.3362671333774347, -0.35199609278262745, 4.303945214321555, -1.019201691788783, 4.219321687524888, 3.705093806527157, -1.4452523135714404, -3.421756290396074, -2.2849312965765454], 'output': 0.044996033876136876, 'delta': -0.0019335421566614196}, {'weights': [0.12366414969637234, 5.251292395112024, -0.019490794565088284, -0.23104183747721516, 1.5207475688781973, 1.2535779071711373, 1.9787674215269941, -1.769413825756762, -0.6490949402076721, -2.7324767499155698], 'output': 0.028929120984569793, 'delta': -0.0008126834319782611}, {'weights': [0.6008872575783513, 4.31023395529591, 0.5592040424031364, 5.339894386052295, 0.5793376050076938, -1.1408806227726191, -1.1916286142343422, 3.7639930862130373, -2.3105823107471823, -0.9415159397044942], 'output': 0.027074142953573962, 'delta': -0.0007131636203521327}]
node #0: {'weights': [3.2975596002100764, -0.014139411624657166, 4.023558344794808, -2.8993155736009077, 2.908382882736438, 2.590245544762768, 1.553750459447954, 1.2812799785140487, -1.1477931772612275, 0.7134464298338212], 'output': 0.38199191454576903, 'delta': 0.1458956974785339}
node #1: {'weights': [-0.24812137821994487, -2.6466127630399447, 3.121734694178338, 5.6982410496991855, -0.2298396766369279, -1.3809375668578772, 0.3980018452761821, -0.3600198671406093, 1.448721092466687, -0.7637422094941013], 'output': 0.47733360113754597, 'delta': -0.11908816268254951}
node #2: {'weights': [-1.097870453338854, 2.430725228261296, 2.272062523249815, -1.5842972395109585, 0.2092814337977879, 0.060415295148985165, 2.049901818427994, 0.980358011299075, 0.8208215247532422, -1.6353852531341961], 'output': 0.05553858034764749, 'delta': -0.002913223272801351}
node #3: {'weights': [-0.8152215174019624, -2.3362671333774347, -0.35199609278262745, 4.303945214321555, -1.019201691788783, 4.219321687524888, 3.705093806527157, -1.4452523135714404, -3.421756290396074, -2.2849312965765454], 'output': 0.044996033876136876, 'delta': -0.0019335421566614196}
node #4: {'weights': [0.12366414969637234, 5.251292395112024, -0.019490794565088284, -0.23104183747721516, 1.5207475688781973, 1.2535779071711373, 1.9787674215269941, -1.769413825756762, -0.6490949402076721, -2.7324767499155698], 'output': 0.028929120984569793, 'delta': -0.0008126834319782611}
node #5: {'weights': [0.6008872575783513, 4.31023395529591, 0.5592040424031364, 5.339894386052295, 0.5793376050076938, -1.1408806227726191, -1.1916286142343422, 3.7639930862130373, -2.3105823107471823, -0.9415159397044942], 'output': 0.027074142953573962, 'delta': -0.0007131636203521327}
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 1.0; actual: 2.0
predicted: 5.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 5.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 3.0
predicted: 2.0; actual: 3.0
predicted: 5.0; actual: 5.0
predicted: 6.0; actual: 6.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
l_rate: 0.1; n_epoch: 300, n_hidden: []
epoch: 0, lrate: 0.100, error: 260.23314829
epoch: 100, lrate: 0.100, error: 172.83711643
epoch: 200, lrate: 0.100, error: 166.26092015
epoch: 300, lrate: 0.100, error: 160.96131635
the trained network:
there are a total of 0 hidden layers
there are 9 inputs
there are 6 nodes in the output layer
output layer: [{'weights': [2.844754174795693, -0.4849961077110562, 3.503802679613477, -3.0855353728012904, 2.1972170011311056, 1.9436490457911217, 0.8793469047575344, 0.8749247075734377, -1.0996414689484684, -0.5343312079931699], 'output': 0.38155345338780117, 'delta': 0.14593508862777152}, {'weights': [-0.028087250800976876, -2.416432705375369, 2.135930085357502, 3.7936994906274335, 0.2756009987497975, -0.8163694729152756, 1.1803747247771403, -0.9484995264436872, 1.1354461958773894, -0.8052491934405209], 'output': 0.4639479209025584, 'delta': -0.11538396279860871}, {'weights': [-0.24814032877795011, 1.9853459584050668, 1.8393454153101008, -1.4227744867223446, 0.10731296275457874, 0.46130451028922365, 1.261533472257067, 0.7819850063054853, 0.807023307239511, -1.3044671002565724], 'output': 0.058142305473339095, 'delta': -0.0031839760123888255}, {'weights': [-0.4954476012647884, -1.6138205516069026, -0.5691527192338427, 3.115365537192709, -0.7882448192597888, 3.5858358270768425, 2.534509198026783, -1.0191516680084416, -2.3568423399714487, -1.4828270819637197], 'output': 0.058229083498387554, 'delta': -0.0031931931109849664}, {'weights': [0.39984944299114056, 3.8036783249468415, -0.2158013838975391, -0.5504411726400844, 1.3965450110813118, 1.009114944196883, 1.421934643395884, -0.9043510299533006, -0.23962017138146957, -2.0884749097934607], 'output': 0.030578482556148544, 'delta': -0.0009064513811643818}, {'weights': [0.09206994631470594, 2.3201571922336783, -0.12158084100867493, 3.542648916574743, 1.7098481853825942, -0.4830193922990552, -1.2719845536854062, 3.7458593044310398, -1.8116576581921273, -0.666797005351897], 'output': 0.032528009600745485, 'delta': -0.0010236544516494244}]
node #0: {'weights': [2.844754174795693, -0.4849961077110562, 3.503802679613477, -3.0855353728012904, 2.1972170011311056, 1.9436490457911217, 0.8793469047575344, 0.8749247075734377, -1.0996414689484684, -0.5343312079931699], 'output': 0.38155345338780117, 'delta': 0.14593508862777152}
node #1: {'weights': [-0.028087250800976876, -2.416432705375369, 2.135930085357502, 3.7936994906274335, 0.2756009987497975, -0.8163694729152756, 1.1803747247771403, -0.9484995264436872, 1.1354461958773894, -0.8052491934405209], 'output': 0.4639479209025584, 'delta': -0.11538396279860871}
node #2: {'weights': [-0.24814032877795011, 1.9853459584050668, 1.8393454153101008, -1.4227744867223446, 0.10731296275457874, 0.46130451028922365, 1.261533472257067, 0.7819850063054853, 0.807023307239511, -1.3044671002565724], 'output': 0.058142305473339095, 'delta': -0.0031839760123888255}
node #3: {'weights': [-0.4954476012647884, -1.6138205516069026, -0.5691527192338427, 3.115365537192709, -0.7882448192597888, 3.5858358270768425, 2.534509198026783, -1.0191516680084416, -2.3568423399714487, -1.4828270819637197], 'output': 0.058229083498387554, 'delta': -0.0031931931109849664}
node #4: {'weights': [0.39984944299114056, 3.8036783249468415, -0.2158013838975391, -0.5504411726400844, 1.3965450110813118, 1.009114944196883, 1.421934643395884, -0.9043510299533006, -0.23962017138146957, -2.0884749097934607], 'output': 0.030578482556148544, 'delta': -0.0009064513811643818}
node #5: {'weights': [0.09206994631470594, 2.3201571922336783, -0.12158084100867493, 3.542648916574743, 1.7098481853825942, -0.4830193922990552, -1.2719845536854062, 3.7458593044310398, -1.8116576581921273, -0.666797005351897], 'output': 0.032528009600745485, 'delta': -0.0010236544516494244}
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 1.0; actual: 2.0
predicted: 5.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 5.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 3.0
predicted: 2.0; actual: 3.0
predicted: 5.0; actual: 5.0
predicted: 7.0; actual: 6.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
The tuned model looks like: l_rate: 0.5; n_epoch: 500, n_hidden: []
The model has a loss of 31.818181818181817
epoch: 0, lrate: 0.500, error: 235.62498377
epoch: 100, lrate: 0.500, error: 153.88143056
epoch: 200, lrate: 0.500, error: 144.45606557
epoch: 300, lrate: 0.500, error: 140.80254289
epoch: 400, lrate: 0.500, error: 138.55840065
epoch: 500, lrate: 0.500, error: 136.84194539
the trained network:
there are a total of 0 hidden layers
there are 9 inputs
there are 6 nodes in the output layer
output layer: [{'weights': [6.006577190221837, 0.7897928760201416, 4.99022184550069, -2.2658897194855347, 4.253809394089495, 4.491110653902999, 1.4889238872299375, 1.9108470982233852, -1.2091247332295636, 3.67600699456155], 'output': 0.3082210244929052, 'delta': 0.14750168356636306}, {'weights': [1.8445890261531226, -5.219945555836885, 5.191404804291318, 11.374871927151606, -0.35771076563707005, -3.4869933893707685, -2.361730253745543, -1.5667727133443536, 2.4536663781575285, -2.654420124466033], 'output': 0.6578823060018215, 'delta': -0.14807166100098104}, {'weights': [-6.909973414181906, 1.9872313160495756, 3.506587645699408, -1.4337094263998214, -0.6719430014252639, -3.318047820076164, 7.452733683912417, 1.9511237669357515, 0.43222765084172066, -4.666326534009378], 'output': 0.04708626508250866, 'delta': -0.0021127206308018446}, {'weights': [-6.494793396692231, -5.183967399159274, -0.20571665428942668, 7.938510783096202, -3.6569018910662665, 6.836268096198404, 9.342098611762484, -4.608102252682715, -6.105809423307257, -7.074791339126139], 'output': 0.009605508979257795, 'delta': -9.137954275380279e-05}, {'weights': [-0.8051251592083257, 8.997037293968113, 1.9144624809099582, 2.2675558139143677, 3.9485169960310014, 0.10303799116859905, 6.191140937982261, -6.071326309265303, -2.2537776251610917, -7.462909526061237], 'output': 0.029068589757246553, 'delta': -0.0008204204488986143}, {'weights': [2.8189862975736024, 8.411648513131924, -3.4143290635838004, 1.1698962314393162, 8.607996881942425, 2.0932754966686042, -7.038227033113589, 5.863331885832322, -1.0073631502718077, 0.3373450052675722], 'output': 0.00019964159752750276, 'delta': -3.984881039460473e-08}]
node #0: {'weights': [6.006577190221837, 0.7897928760201416, 4.99022184550069, -2.2658897194855347, 4.253809394089495, 4.491110653902999, 1.4889238872299375, 1.9108470982233852, -1.2091247332295636, 3.67600699456155], 'output': 0.3082210244929052, 'delta': 0.14750168356636306}
node #1: {'weights': [1.8445890261531226, -5.219945555836885, 5.191404804291318, 11.374871927151606, -0.35771076563707005, -3.4869933893707685, -2.361730253745543, -1.5667727133443536, 2.4536663781575285, -2.654420124466033], 'output': 0.6578823060018215, 'delta': -0.14807166100098104}
node #2: {'weights': [-6.909973414181906, 1.9872313160495756, 3.506587645699408, -1.4337094263998214, -0.6719430014252639, -3.318047820076164, 7.452733683912417, 1.9511237669357515, 0.43222765084172066, -4.666326534009378], 'output': 0.04708626508250866, 'delta': -0.0021127206308018446}
node #3: {'weights': [-6.494793396692231, -5.183967399159274, -0.20571665428942668, 7.938510783096202, -3.6569018910662665, 6.836268096198404, 9.342098611762484, -4.608102252682715, -6.105809423307257, -7.074791339126139], 'output': 0.009605508979257795, 'delta': -9.137954275380279e-05}
node #4: {'weights': [-0.8051251592083257, 8.997037293968113, 1.9144624809099582, 2.2675558139143677, 3.9485169960310014, 0.10303799116859905, 6.191140937982261, -6.071326309265303, -2.2537776251610917, -7.462909526061237], 'output': 0.029068589757246553, 'delta': -0.0008204204488986143}
node #5: {'weights': [2.8189862975736024, 8.411648513131924, -3.4143290635838004, 1.1698962314393162, 8.607996881942425, 2.0932754966686042, -7.038227033113589, 5.863331885832322, -1.0073631502718077, 0.3373450052675722], 'output': 0.00019964159752750276, 'delta': -3.984881039460473e-08}
predicted: 7.0; actual: 7.0
predicted: 6.0; actual: 6.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 3.0
predicted: 7.0; actual: 7.0
predicted: 2.0; actual: 2.0
predicted: 1.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 3.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 2.0
predicted: 1.0; actual: 2.0
predicted: 7.0; actual: 7.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 3.0
predicted: 2.0; actual: 2.0
predicted: 6.0; actual: 6.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 5.0
predicted: 2.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 3.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 1.0; actual: 2.0
predicted: 5.0; actual: 5.0
predicted: 2.0; actual: 2.0
l_rate: 10; n_epoch: 500, n_hidden: []
epoch: 0, lrate: 10.000, error: 169.87198810
epoch: 100, lrate: 10.000, error: 117.13945345
epoch: 200, lrate: 10.000, error: 103.19312149
epoch: 300, lrate: 10.000, error: 102.06601838
epoch: 400, lrate: 10.000, error: 101.48642889
epoch: 500, lrate: 10.000, error: 100.91593145
the trained network:
there are a total of 0 hidden layers
there are 9 inputs
there are 6 nodes in the output layer
output layer: [{'weights': [16.65697053036143, -21.39745129636819, 59.24737674134181, -91.7276366341063, 71.21678602780587, 10.861948859758234, 19.780718585812554, 23.37590545575439, 3.2093436860852838, -23.370415021780016], 'output': 0.0001560119071727315, 'delta': -2.4335917894287768e-08}, {'weights': [-11.117331517793463, -4.253421481646577, -5.032197862394794, -15.022499749331228, -25.07889034486276, -0.5989556939483489, 34.93314755633587, 0.9711293323739011, 5.530099717093786, -10.010960937655693], 'output': 6.306284557456551e-12, 'delta': 6.306284557377013e-12}, {'weights': [4.863700287689986, 9.081890803645498, 5.21850563532018, -4.440292107972268, -5.033587021311454, 2.0351360976348225, 2.4999446920883153, 2.517784072212544, 8.272550562301912, -3.973372938027914], 'output': 1.6526690530258025e-06, 'delta': -2.73131048486943e-12}, {'weights': [-2.5440844107133764, 1.6531232009425063, -0.304810457293673, 8.038722297508315, -2.6320148393538343, 5.078858883301424, -1.8682821627404183, 0.16692603286066848, 6.7792895305798435, -0.7376932035737183], 'output': 0.001853372117169593, 'delta': -3.4286218933402995e-06}, {'weights': [-7.195403437965881, 36.90769189719786, 0.5019845260934108, -6.002338377410254, 3.1780393075625986, 7.451124054706573, 7.433009043116189, -11.096803622192436, -8.042139856522091, -20.833041429629056], 'output': 1.2416750957730144e-11, 'delta': -1.541757043443781e-22}, {'weights': [3.776514655845898, 18.37199696884094, -0.026590337727321483, 17.85957691082145, -4.035035737567513, -4.406668599631682, -5.079878301894115, 8.966464066693343, -2.8558248965146182, -4.6232552646949046], 'output': 7.429073802254312e-09, 'delta': -5.519113714932231e-17}]
node #0: {'weights': [16.65697053036143, -21.39745129636819, 59.24737674134181, -91.7276366341063, 71.21678602780587, 10.861948859758234, 19.780718585812554, 23.37590545575439, 3.2093436860852838, -23.370415021780016], 'output': 0.0001560119071727315, 'delta': -2.4335917894287768e-08}
node #1: {'weights': [-11.117331517793463, -4.253421481646577, -5.032197862394794, -15.022499749331228, -25.07889034486276, -0.5989556939483489, 34.93314755633587, 0.9711293323739011, 5.530099717093786, -10.010960937655693], 'output': 6.306284557456551e-12, 'delta': 6.306284557377013e-12}
node #2: {'weights': [4.863700287689986, 9.081890803645498, 5.21850563532018, -4.440292107972268, -5.033587021311454, 2.0351360976348225, 2.4999446920883153, 2.517784072212544, 8.272550562301912, -3.973372938027914], 'output': 1.6526690530258025e-06, 'delta': -2.73131048486943e-12}
node #3: {'weights': [-2.5440844107133764, 1.6531232009425063, -0.304810457293673, 8.038722297508315, -2.6320148393538343, 5.078858883301424, -1.8682821627404183, 0.16692603286066848, 6.7792895305798435, -0.7376932035737183], 'output': 0.001853372117169593, 'delta': -3.4286218933402995e-06}
node #4: {'weights': [-7.195403437965881, 36.90769189719786, 0.5019845260934108, -6.002338377410254, 3.1780393075625986, 7.451124054706573, 7.433009043116189, -11.096803622192436, -8.042139856522091, -20.833041429629056], 'output': 1.2416750957730144e-11, 'delta': -1.541757043443781e-22}
node #5: {'weights': [3.776514655845898, 18.37199696884094, -0.026590337727321483, 17.85957691082145, -4.035035737567513, -4.406668599631682, -5.079878301894115, 8.966464066693343, -2.8558248965146182, -4.6232552646949046], 'output': 7.429073802254312e-09, 'delta': -5.519113714932231e-17}
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 5.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 5.0; actual: 2.0
predicted: 7.0; actual: 2.0
predicted: 1.0; actual: 2.0
predicted: 1.0; actual: 2.0
predicted: 5.0; actual: 3.0
predicted: 5.0; actual: 3.0
predicted: 2.0; actual: 5.0
predicted: 6.0; actual: 6.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
l_rate: 10; n_epoch: 300, n_hidden: []
epoch: 0, lrate: 10.000, error: 165.72760043
epoch: 100, lrate: 10.000, error: 112.22085969
epoch: 200, lrate: 10.000, error: 108.48862732
epoch: 300, lrate: 10.000, error: 103.58625612
the trained network:
there are a total of 0 hidden layers
there are 9 inputs
there are 6 nodes in the output layer
output layer: [{'weights': [17.457501060808095, -18.536519877842302, 48.79285974417453, -69.62356065781125, 65.6959963055421, 8.227798782310193, 16.014213286098315, 19.74027128851094, 3.8080141007090695, -19.21163826147572], 'output': 0.00013227231824393734, 'delta': -1.749365194161974e-08}, {'weights': [3.0396302138315168, -4.214627591599924, -5.001231628474207, -11.438421851678317, -20.403313304186558, 1.0714633642128983, 29.38785871500581, -0.028404462844049464, 5.254340149103406, -7.464112600221246], 'output': 6.73859918042929e-13, 'delta': 6.738599180420208e-13}, {'weights': [4.8112463844180775, 7.804117578318823, 5.162456155156076, -4.056933896975649, -5.168806188290825, 1.847032588019511, 2.016649842808801, 2.4315680943823597, 7.818072243294493, -4.14705982045493], 'output': 3.4515144432379755e-06, 'delta': -1.1912910834154628e-11}, {'weights': [-2.41290045656179, 1.2277842060468451, -0.30836344761865636, 7.689551137780283, -2.652493639305339, 4.566233656297084, -1.9863478536489736, 0.018017795088388678, 6.368712845819417, -1.2106848454601058], 'output': 0.002621552679457248, 'delta': -6.8545217295781395e-06}, {'weights': [-2.8163744380682636, 21.285996374749807, -0.9474084006079606, -10.25319260906498, 1.8041373947046795, 9.966059920953917, 5.832416311694217, -3.1695854332261226, -5.314965510633926, -13.643246547703903], 'output': 1.7545010118731924e-11, 'delta': -3.0782738006100476e-22}, {'weights': [3.272258439863147, 8.318196903815627, -0.479830767336325, 12.782377902853804, -6.280935435645946, -5.881682778409374, -3.8626482464740963, 12.248613765342732, -0.4958510428380198, 1.3372133775147712], 'output': 6.636269136914713e-06, 'delta': -4.403977579582231e-11}]
node #0: {'weights': [17.457501060808095, -18.536519877842302, 48.79285974417453, -69.62356065781125, 65.6959963055421, 8.227798782310193, 16.014213286098315, 19.74027128851094, 3.8080141007090695, -19.21163826147572], 'output': 0.00013227231824393734, 'delta': -1.749365194161974e-08}
node #1: {'weights': [3.0396302138315168, -4.214627591599924, -5.001231628474207, -11.438421851678317, -20.403313304186558, 1.0714633642128983, 29.38785871500581, -0.028404462844049464, 5.254340149103406, -7.464112600221246], 'output': 6.73859918042929e-13, 'delta': 6.738599180420208e-13}
node #2: {'weights': [4.8112463844180775, 7.804117578318823, 5.162456155156076, -4.056933896975649, -5.168806188290825, 1.847032588019511, 2.016649842808801, 2.4315680943823597, 7.818072243294493, -4.14705982045493], 'output': 3.4515144432379755e-06, 'delta': -1.1912910834154628e-11}
node #3: {'weights': [-2.41290045656179, 1.2277842060468451, -0.30836344761865636, 7.689551137780283, -2.652493639305339, 4.566233656297084, -1.9863478536489736, 0.018017795088388678, 6.368712845819417, -1.2106848454601058], 'output': 0.002621552679457248, 'delta': -6.8545217295781395e-06}
node #4: {'weights': [-2.8163744380682636, 21.285996374749807, -0.9474084006079606, -10.25319260906498, 1.8041373947046795, 9.966059920953917, 5.832416311694217, -3.1695854332261226, -5.314965510633926, -13.643246547703903], 'output': 1.7545010118731924e-11, 'delta': -3.0782738006100476e-22}
node #5: {'weights': [3.272258439863147, 8.318196903815627, -0.479830767336325, 12.782377902853804, -6.280935435645946, -5.881682778409374, -3.8626482464740963, 12.248613765342732, -0.4958510428380198, 1.3372133775147712], 'output': 6.636269136914713e-06, 'delta': -4.403977579582231e-11}
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 7.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 7.0; actual: 2.0
predicted: 7.0; actual: 2.0
predicted: 1.0; actual: 2.0
predicted: 1.0; actual: 2.0
predicted: 7.0; actual: 3.0
