node #4: {'weights': [6.280138450211991, 1.1855041648228735, -1.567720812273967, -2.1047619117244767, 4.752613624593186, -4.754334382921752], 'output': 0.6677506532956655, 'delta': 0.000369445075066133}
output layer: [{'weights': [1.0047309988720887, -5.082477732838267, 1.074899308181957, -7.9641253951367235, -3.093702276555193, 0.18599650922626113], 'output': 0.105485138246578, 'delta': -0.009953369191090133}, {'weights': [-4.570762871741201, -11.612523410110065, -2.432245313449398, 5.7760454493762206, -0.3619586053945459, 2.422171952082415], 'output': 0.8571770869198242, 'delta': 0.017485027804186908}, {'weights': [1.433242272805486, -1.8578759450490445, 0.46663277205621306, -1.7640166206617232, 1.744927256214491, -3.2358731373973266], 'output': 0.12028298481043274, 'delta': -0.012727742639489505}, {'weights': [-3.9299685149778227, 5.938076545886424, -1.6545903543419098, 2.283936454270795, -7.320998637338651, -4.196969503073003], 'output': 7.914685800397336e-05, 'delta': -6.263729338164103e-09}, {'weights': [1.2270963439761993, 1.224724835241263, -1.4437993009907908, 1.217750694464977, -1.6289377566839411, -3.7224710347886276], 'output': 0.008675432256313946, 'delta': -7.461018469299756e-05}, {'weights': [-3.5134771551611768, 6.872337319316324, -2.2860525097639335, -1.3564660157847896, 6.567165082476383, -8.532659294185965], 'output': 0.008956049030309799, 'delta': -7.949244224827848e-05}]
node #0: {'weights': [1.0047309988720887, -5.082477732838267, 1.074899308181957, -7.9641253951367235, -3.093702276555193, 0.18599650922626113], 'output': 0.105485138246578, 'delta': -0.009953369191090133}
node #1: {'weights': [-4.570762871741201, -11.612523410110065, -2.432245313449398, 5.7760454493762206, -0.3619586053945459, 2.422171952082415], 'output': 0.8571770869198242, 'delta': 0.017485027804186908}
node #2: {'weights': [1.433242272805486, -1.8578759450490445, 0.46663277205621306, -1.7640166206617232, 1.744927256214491, -3.2358731373973266], 'output': 0.12028298481043274, 'delta': -0.012727742639489505}
node #3: {'weights': [-3.9299685149778227, 5.938076545886424, -1.6545903543419098, 2.283936454270795, -7.320998637338651, -4.196969503073003], 'output': 7.914685800397336e-05, 'delta': -6.263729338164103e-09}
node #4: {'weights': [1.2270963439761993, 1.224724835241263, -1.4437993009907908, 1.217750694464977, -1.6289377566839411, -3.7224710347886276], 'output': 0.008675432256313946, 'delta': -7.461018469299756e-05}
node #5: {'weights': [-3.5134771551611768, 6.872337319316324, -2.2860525097639335, -1.3564660157847896, 6.567165082476383, -8.532659294185965], 'output': 0.008956049030309799, 'delta': -7.949244224827848e-05}
predicted: 3.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 1.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 1.0; actual: 2.0
predicted: 1.0; actual: 2.0
predicted: 1.0; actual: 3.0
predicted: 2.0; actual: 3.0
predicted: 2.0; actual: 5.0
predicted: 2.0; actual: 6.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
l_rate: 0.5; n_epoch: 300, n_hidden: [5, 9]
epoch: 0, lrate: 0.500, error: 301.68044215
epoch: 100, lrate: 0.500, error: 135.33335773
epoch: 200, lrate: 0.500, error: 117.48552034
epoch: 300, lrate: 0.500, error: 94.39274339
the trained network:
there are a total of 2 hidden layers
there are 9 inputs
there are 5 nodes in the 1st hidden layer
there are 9 nodes in the 2nd hidden layer
there are 6 nodes in the output layer
layer 0: [{'weights': [-5.229137227602206, 2.862469531321613, -4.68063717461173, 17.564004181506554, 4.84594646806075, -2.0868689332114148, -7.310924756417303, 1.9343409637719007, -3.0118943991853464, 0.7052080920850019], 'output': 0.6382312737239575, 'delta': 0.4392123220822235}, {'weights': [-6.05499046837539, 1.342885847585161, 7.294148510881516, -7.203231018030586, 5.281649941475277, 0.5461161860213892, 0.015114568113077802, -0.3169080510098986, 2.5614946195993458, -2.0838063534558473], 'output': 0.9978435559223326, 'delta': -0.004363814586244959}, {'weights': [-2.03202887590725, -5.453452511274154, -0.662293144998714, 1.9337213594745455, 8.165435996812633, 3.0388477603619335, -1.694488725396697, 2.0271109234884364, 0.9329185043517774, 1.530982395209295], 'output': 0.7687316783033634, 'delta': -0.10405417162329239}, {'weights': [6.417504316849845, 4.489450658123038, 1.4309884026091777, -0.21304575931717742, 9.371761107847055, -3.102171234746944, -2.4689229043045366, 4.5457678793662195, -3.1593405523572797, 0.9402932882970431], 'output': 0.11162433248397413, 'delta': -0.027441490074677378}, {'weights': [0.6048266748101888, 4.475112358961114, -0.16864698151537072, 2.4560973462624833, 1.217761044852108, -0.7251040953684078, -2.2142884899796424, 3.9732232297099155, 0.5936513566499652, 0.9783879767838213], 'output': 0.027401231106183883, 'delta': -0.0022957224512348126}]
node #0: {'weights': [-5.229137227602206, 2.862469531321613, -4.68063717461173, 17.564004181506554, 4.84594646806075, -2.0868689332114148, -7.310924756417303, 1.9343409637719007, -3.0118943991853464, 0.7052080920850019], 'output': 0.6382312737239575, 'delta': 0.4392123220822235}
node #1: {'weights': [-6.05499046837539, 1.342885847585161, 7.294148510881516, -7.203231018030586, 5.281649941475277, 0.5461161860213892, 0.015114568113077802, -0.3169080510098986, 2.5614946195993458, -2.0838063534558473], 'output': 0.9978435559223326, 'delta': -0.004363814586244959}
node #2: {'weights': [-2.03202887590725, -5.453452511274154, -0.662293144998714, 1.9337213594745455, 8.165435996812633, 3.0388477603619335, -1.694488725396697, 2.0271109234884364, 0.9329185043517774, 1.530982395209295], 'output': 0.7687316783033634, 'delta': -0.10405417162329239}
node #3: {'weights': [6.417504316849845, 4.489450658123038, 1.4309884026091777, -0.21304575931717742, 9.371761107847055, -3.102171234746944, -2.4689229043045366, 4.5457678793662195, -3.1593405523572797, 0.9402932882970431], 'output': 0.11162433248397413, 'delta': -0.027441490074677378}
node #4: {'weights': [0.6048266748101888, 4.475112358961114, -0.16864698151537072, 2.4560973462624833, 1.217761044852108, -0.7251040953684078, -2.2142884899796424, 3.9732232297099155, 0.5936513566499652, 0.9783879767838213], 'output': 0.027401231106183883, 'delta': -0.0022957224512348126}
layer 1: [{'weights': [0.8142717890494936, 1.149303268683603, 4.011180694278446, 3.9213012118487494, 3.4502085014451076, -6.061037817233122], 'output': 0.3465377470063108, 'delta': -0.0960710510599362}, {'weights': [3.4068244651975004, -2.20726402709006, -4.267408074052092, 5.815150883042645, 0.937492777026645, -3.696011071311743], 'output': 0.001780338338990656, 'delta': -0.0004618187997877838}, {'weights': [3.5453810017347833, -2.2265340063956365, -2.3988533292634817, 4.357046186663938, 1.5641497437783265, -3.7277432748564947], 'output': 0.0067029617315709404, 'delta': -0.0020518318949974473}, {'weights': [-0.8346699228512073, -0.22681417774902343, 0.5806079989606491, -3.040654434096058, 1.6227027138376873, 0.3259248471868997], 'output': 0.40101693590278975, 'delta': 0.07947737507383623}, {'weights': [-0.7202145921486863, 0.2938658779312228, 1.4513752074758983, 3.3445793435587943, 2.097796635391128, -3.179948570406513], 'output': 0.14554970957219068, 'delta': -0.019887319806445456}, {'weights': [-10.602025468390778, 10.413304453691019, 0.42226012711771393, -3.1079197551599616, -1.3221109327973528, -2.0227209338387473], 'output': 0.8602103945328349, 'delta': -0.18222800990874224}, {'weights': [3.8172276200355193, -6.34053201885835, 2.8061329539888313, -0.14753930098128318, 1.1702992052698975, -3.066307694350917], 'output': 0.00834882119059698, 'delta': -0.004575466683056501}, {'weights': [3.4272441208918063, -0.9373128833925192, -1.7090283100371557, -3.278783397491347, -1.1552574204044592, 0.5839139345051414], 'output': 0.5138432677692847, 'delta': 0.04600825393155709}, {'weights': [2.3337642696258984, -6.124059342810088, 5.790631613210726, -1.045243078596157, 3.2208388175779747, -3.8855904595994493], 'output': 0.01671481997159939, 'delta': -0.006209438802434238}]
node #0: {'weights': [0.8142717890494936, 1.149303268683603, 4.011180694278446, 3.9213012118487494, 3.4502085014451076, -6.061037817233122], 'output': 0.3465377470063108, 'delta': -0.0960710510599362}
node #1: {'weights': [3.4068244651975004, -2.20726402709006, -4.267408074052092, 5.815150883042645, 0.937492777026645, -3.696011071311743], 'output': 0.001780338338990656, 'delta': -0.0004618187997877838}
node #2: {'weights': [3.5453810017347833, -2.2265340063956365, -2.3988533292634817, 4.357046186663938, 1.5641497437783265, -3.7277432748564947], 'output': 0.0067029617315709404, 'delta': -0.0020518318949974473}
node #3: {'weights': [-0.8346699228512073, -0.22681417774902343, 0.5806079989606491, -3.040654434096058, 1.6227027138376873, 0.3259248471868997], 'output': 0.40101693590278975, 'delta': 0.07947737507383623}
node #4: {'weights': [-0.7202145921486863, 0.2938658779312228, 1.4513752074758983, 3.3445793435587943, 2.097796635391128, -3.179948570406513], 'output': 0.14554970957219068, 'delta': -0.019887319806445456}
node #5: {'weights': [-10.602025468390778, 10.413304453691019, 0.42226012711771393, -3.1079197551599616, -1.3221109327973528, -2.0227209338387473], 'output': 0.8602103945328349, 'delta': -0.18222800990874224}
node #6: {'weights': [3.8172276200355193, -6.34053201885835, 2.8061329539888313, -0.14753930098128318, 1.1702992052698975, -3.066307694350917], 'output': 0.00834882119059698, 'delta': -0.004575466683056501}
node #7: {'weights': [3.4272441208918063, -0.9373128833925192, -1.7090283100371557, -3.278783397491347, -1.1552574204044592, 0.5839139345051414], 'output': 0.5138432677692847, 'delta': 0.04600825393155709}
node #8: {'weights': [2.3337642696258984, -6.124059342810088, 5.790631613210726, -1.045243078596157, 3.2208388175779747, -3.8855904595994493], 'output': 0.01671481997159939, 'delta': -0.006209438802434238}
output layer: [{'weights': [2.7096072149609385, -3.64136744416139, -2.861071813386766, -0.8333774066242116, 0.7950091816154989, 4.469673468794734, -2.612425162880374, -2.7921581957888826, -3.023980362793437, -3.4733576101496277], 'output': 0.4200036432253684, 'delta': -0.10231313231099343}, {'weights': [-1.185453312988916, -4.421909900689807, -4.153002579296564, 1.5832116010595692, -0.7275182178246424, -6.861037598367501, -5.730065536203742, -0.45708416002697266, -4.856660998217281, 5.553404687231096], 'output': 0.3099964904549314, 'delta': 0.14759083047579405}, {'weights': [-2.227092595997613, -1.3434751772802556, -0.8066910573761076, -1.22437765634874, -2.0680102228961297, 2.092155066360827, -1.7189375795125497, 1.7049357351966903, -1.9816888372065056, -2.959706863082104], 'output': 0.1317465556319218, 'delta': -0.015070409544480114}, {'weights': [-4.62854485040725, -1.9188856774677319, -1.4525741795747447, 0.34699051967497974, -3.5089025266499227, -3.622299822925616, 3.9414484263801985, -0.2378747736563516, 7.182086573368129, -4.085991329449727], 'output': 0.00010516268231684379, 'delta': -1.1058026738014831e-08}, {'weights': [-3.779376596660604, 4.753067850270758, 1.798884617424391, -3.0711382651147083, -1.3412890330381482, -1.6915218603780542, 0.8932910749804809, 0.3111951320386327, -3.307257772192389, -2.707324458869749], 'output': 0.001150642144678565, 'delta': -1.3224539209786042e-06}, {'weights': [2.8314580464617047, 2.5801867821090045, 4.259690819416186, -1.5267555838586244, 1.3900151398205491, -3.045861657369453, 2.218687898667778, -4.2689161540552485, 1.8355176268147941, -7.129033669730919], 'output': 1.2508984750196124e-05, 'delta': -1.5647274214100958e-10}]
node #0: {'weights': [2.7096072149609385, -3.64136744416139, -2.861071813386766, -0.8333774066242116, 0.7950091816154989, 4.469673468794734, -2.612425162880374, -2.7921581957888826, -3.023980362793437, -3.4733576101496277], 'output': 0.4200036432253684, 'delta': -0.10231313231099343}
node #1: {'weights': [-1.185453312988916, -4.421909900689807, -4.153002579296564, 1.5832116010595692, -0.7275182178246424, -6.861037598367501, -5.730065536203742, -0.45708416002697266, -4.856660998217281, 5.553404687231096], 'output': 0.3099964904549314, 'delta': 0.14759083047579405}
node #2: {'weights': [-2.227092595997613, -1.3434751772802556, -0.8066910573761076, -1.22437765634874, -2.0680102228961297, 2.092155066360827, -1.7189375795125497, 1.7049357351966903, -1.9816888372065056, -2.959706863082104], 'output': 0.1317465556319218, 'delta': -0.015070409544480114}
node #3: {'weights': [-4.62854485040725, -1.9188856774677319, -1.4525741795747447, 0.34699051967497974, -3.5089025266499227, -3.622299822925616, 3.9414484263801985, -0.2378747736563516, 7.182086573368129, -4.085991329449727], 'output': 0.00010516268231684379, 'delta': -1.1058026738014831e-08}
node #4: {'weights': [-3.779376596660604, 4.753067850270758, 1.798884617424391, -3.0711382651147083, -1.3412890330381482, -1.6915218603780542, 0.8932910749804809, 0.3111951320386327, -3.307257772192389, -2.707324458869749], 'output': 0.001150642144678565, 'delta': -1.3224539209786042e-06}
node #5: {'weights': [2.8314580464617047, 2.5801867821090045, 4.259690819416186, -1.5267555838586244, 1.3900151398205491, -3.045861657369453, 2.218687898667778, -4.2689161540552485, 1.8355176268147941, -7.129033669730919], 'output': 1.2508984750196124e-05, 'delta': -1.5647274214100958e-10}
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 1.0; actual: 2.0
predicted: 1.0; actual: 2.0
predicted: 2.0; actual: 3.0
predicted: 2.0; actual: 3.0
predicted: 6.0; actual: 5.0
predicted: 7.0; actual: 6.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
l_rate: 0.5; n_epoch: 300, n_hidden: [9, 5]
epoch: 0, lrate: 0.500, error: 284.00202467
epoch: 100, lrate: 0.500, error: 143.32160775
epoch: 200, lrate: 0.500, error: 114.77864569
epoch: 300, lrate: 0.500, error: 89.25029190
the trained network:
there are a total of 2 hidden layers
there are 9 inputs
there are 9 nodes in the 1st hidden layer
there are 5 nodes in the 2nd hidden layer
there are 6 nodes in the output layer
layer 0: [{'weights': [4.945606482411925, 2.6439145132994675, 10.260830188538755, 6.844518561082772, -2.314025705699865, -1.2337885176296723, -5.47797716272216, 2.215786274614287, 2.01567523478207, -0.7029068309935039], 'output': 0.8192541776632948, 'delta': 0.011128525035844883}, {'weights': [2.932293725036081, -0.008245536680788269, -6.6972557165723465, 3.1767100122328085, -0.20722500767497914, -1.48955735734115, 2.0507698165813353, 1.03895498918438, -1.8094397962770707, 1.663786373592074], 'output': 0.007497001163868867, 'delta': 0.000312361855756266}, {'weights': [3.01352827520893, 1.939160418654721, -6.687540132382912, 0.49576529185298157, -2.318073429333434, -1.8000932312206168, 4.134266319943527, 0.0586069933248823, 1.2189766814920597, 1.0598594557438503], 'output': 0.0017031904317216554, 'delta': 0.00020073137191854547}, {'weights': [0.15419681658126877, 2.7421597885670197, -2.4746067493162265, -0.1126121640988191, 4.353014184170481, 1.8339027283129092, -2.4255079150330943, 4.1383578309573075, -1.567319532103128, 0.08974962817539826], 'output': 0.0028820880050224994, 'delta': -3.839054999289588e-05}, {'weights': [-7.172625711773186, 2.3243924068216684, -7.5164339225094245, 16.65067605879469, 3.2891522043660086, 0.4625219008485306, -8.148970380845089, 2.8636106744890446, -3.675774237404202, 0.7533534922049854], 'output': 0.18015090284916674, 'delta': 0.029851599274956418}, {'weights': [2.5264461060395282, -1.1040201944018817, 4.625675270284248, 3.7307414669326144, -3.182909313895253, 2.1983243514345228, -1.3895283861387844, 0.9206438340992067, -0.6883593599618879, -0.14958305802055905], 'output': 0.2134339687342405, 'delta': 0.012034241611751508}, {'weights': [2.618628201671124, 6.76870220221059, -1.0314336344205228, 0.8357556546039315, -6.373216673432849, -2.95795088730035, 3.007263221885199, 1.313455723176777, -0.5042261362087122, 0.9106346253701654], 'output': 0.008997522519298268, 'delta': -0.0008003512467857936}, {'weights': [-2.2125736382587546, 0.5014414532683702, 8.62195061051116, -2.3404909762750923, 1.4435575984649958, 2.2421912311360415, -1.7193378987697163, -0.7506292504480757, 2.0064148788628615, -0.521540480437056], 'output': 0.9959976811872965, 'delta': -7.519476311772603e-05}, {'weights': [-2.0608034035589586, -0.712929734588227, -1.2272383404307072, 0.04133684836941038, 7.295545515116896, 1.01704714344489, -0.7332860203995413, 0.5474713643732885, 1.4439275951886668, 0.2739807533605225], 'output': 0.6452591568717954, 'delta': -0.025804980335734088}]
node #0: {'weights': [4.945606482411925, 2.6439145132994675, 10.260830188538755, 6.844518561082772, -2.314025705699865, -1.2337885176296723, -5.47797716272216, 2.215786274614287, 2.01567523478207, -0.7029068309935039], 'output': 0.8192541776632948, 'delta': 0.011128525035844883}
node #1: {'weights': [2.932293725036081, -0.008245536680788269, -6.6972557165723465, 3.1767100122328085, -0.20722500767497914, -1.48955735734115, 2.0507698165813353, 1.03895498918438, -1.8094397962770707, 1.663786373592074], 'output': 0.007497001163868867, 'delta': 0.000312361855756266}
node #2: {'weights': [3.01352827520893, 1.939160418654721, -6.687540132382912, 0.49576529185298157, -2.318073429333434, -1.8000932312206168, 4.134266319943527, 0.0586069933248823, 1.2189766814920597, 1.0598594557438503], 'output': 0.0017031904317216554, 'delta': 0.00020073137191854547}
node #3: {'weights': [0.15419681658126877, 2.7421597885670197, -2.4746067493162265, -0.1126121640988191, 4.353014184170481, 1.8339027283129092, -2.4255079150330943, 4.1383578309573075, -1.567319532103128, 0.08974962817539826], 'output': 0.0028820880050224994, 'delta': -3.839054999289588e-05}
node #4: {'weights': [-7.172625711773186, 2.3243924068216684, -7.5164339225094245, 16.65067605879469, 3.2891522043660086, 0.4625219008485306, -8.148970380845089, 2.8636106744890446, -3.675774237404202, 0.7533534922049854], 'output': 0.18015090284916674, 'delta': 0.029851599274956418}
node #5: {'weights': [2.5264461060395282, -1.1040201944018817, 4.625675270284248, 3.7307414669326144, -3.182909313895253, 2.1983243514345228, -1.3895283861387844, 0.9206438340992067, -0.6883593599618879, -0.14958305802055905], 'output': 0.2134339687342405, 'delta': 0.012034241611751508}
node #6: {'weights': [2.618628201671124, 6.76870220221059, -1.0314336344205228, 0.8357556546039315, -6.373216673432849, -2.95795088730035, 3.007263221885199, 1.313455723176777, -0.5042261362087122, 0.9106346253701654], 'output': 0.008997522519298268, 'delta': -0.0008003512467857936}
node #7: {'weights': [-2.2125736382587546, 0.5014414532683702, 8.62195061051116, -2.3404909762750923, 1.4435575984649958, 2.2421912311360415, -1.7193378987697163, -0.7506292504480757, 2.0064148788628615, -0.521540480437056], 'output': 0.9959976811872965, 'delta': -7.519476311772603e-05}
node #8: {'weights': [-2.0608034035589586, -0.712929734588227, -1.2272383404307072, 0.04133684836941038, 7.295545515116896, 1.01704714344489, -0.7332860203995413, 0.5474713643732885, 1.4439275951886668, 0.2739807533605225], 'output': 0.6452591568717954, 'delta': -0.025804980335734088}
layer 1: [{'weights': [3.5513263420540078, 4.403657428421156, -0.8674315109719288, 2.673276042990416, 1.0832383597627948, -0.12426406972781788, -2.012313589598914, -4.740320114322425, 4.304750229690773, -3.741805549763885], 'output': 0.07072024472542264, 'delta': -0.006711961279104015}, {'weights': [5.775391634896993, 1.9706029600053545, -4.172204196649482, 4.567620755479676, 2.2908580807788783, -0.01909668544897285, 4.192252588848109, -4.796632922834683, 1.0885698231708825, -5.271501272631312], 'output': 0.015601612237475923, 'delta': -0.002014596414654719}, {'weights': [4.386042760785202, 3.32689172978119, 4.13003441008985, 0.5539350102016158, 9.320403843894132, 3.0487298440108557, -3.566077917761931, -2.643112212044163, -3.724333369277478, -0.42888431175561803], 'output': 0.6048466103360611, 'delta': 0.021707585376865186}, {'weights': [-4.59461226911066, -0.9571935058504945, -4.0132008914383155, -0.34610961757555836, -3.4830409119395815, -1.3773797915643737, 5.107966243860369, 0.7434094783272955, 0.18259466892053305, 0.6026442454679487], 'output': 0.03960869655453183, 'delta': -0.0034622301039913925}, {'weights': [-2.5835835488296004, -0.22605128760494722, 2.6560069624344913, 5.301771892100415, -3.144566407293793, -0.7659837982719644, 2.6085027230439124, -1.211967798576246, 0.016145251831181574, -2.816286678798789], 'output': 0.0010925260483532408, 'delta': 0.00010634290825085516}]
node #0: {'weights': [3.5513263420540078, 4.403657428421156, -0.8674315109719288, 2.673276042990416, 1.0832383597627948, -0.12426406972781788, -2.012313589598914, -4.740320114322425, 4.304750229690773, -3.741805549763885], 'output': 0.07072024472542264, 'delta': -0.006711961279104015}
node #1: {'weights': [5.775391634896993, 1.9706029600053545, -4.172204196649482, 4.567620755479676, 2.2908580807788783, -0.01909668544897285, 4.192252588848109, -4.796632922834683, 1.0885698231708825, -5.271501272631312], 'output': 0.015601612237475923, 'delta': -0.002014596414654719}
node #2: {'weights': [4.386042760785202, 3.32689172978119, 4.13003441008985, 0.5539350102016158, 9.320403843894132, 3.0487298440108557, -3.566077917761931, -2.643112212044163, -3.724333369277478, -0.42888431175561803], 'output': 0.6048466103360611, 'delta': 0.021707585376865186}
node #3: {'weights': [-4.59461226911066, -0.9571935058504945, -4.0132008914383155, -0.34610961757555836, -3.4830409119395815, -1.3773797915643737, 5.107966243860369, 0.7434094783272955, 0.18259466892053305, 0.6026442454679487], 'output': 0.03960869655453183, 'delta': -0.0034622301039913925}
node #4: {'weights': [-2.5835835488296004, -0.22605128760494722, 2.6560069624344913, 5.301771892100415, -3.144566407293793, -0.7659837982719644, 2.6085027230439124, -1.211967798576246, 0.016145251831181574, -2.816286678798789], 'output': 0.0010925260483532408, 'delta': 0.00010634290825085516}
output layer: [{'weights': [-5.40805697365929, -3.7351510672955097, -6.170373663352271, 0.7201115067484021, 0.4743386077075535, 1.4795052143426104], 'output': 0.06527866208610822, 'delta': -0.003983131517923202}, {'weights': [-6.750536474389996, -8.639143193595194, 3.690318784424294, -5.071436927052901, 5.242244632326258, 0.38022314748042313], 'output': 0.8572931637102408, 'delta': 0.017458981992771953}, {'weights': [-2.3487868870469923, -0.2571907900377827, -1.0188146936396314, 1.018591572451054, -0.5541230073739736, -2.3081267093214652], 'output': 0.04507084140854548, 'delta': -0.0019398247058636294}, {'weights': [8.511152390784082, -3.5771812729582653, -0.1254878253053787, -2.405783380200979, -6.26940685468823, -3.735842513644965], 'output': 0.033341438164775264, 'delta': -0.0010745874391843273}, {'weights': [1.470273228287932, -0.5462234995352732, 0.2391910007655965, 0.25616673134100215, 0.0029456794725896147, -3.756652335776488], 'output': 0.029147465773310968, 'delta': -0.0008248118097380333}, {'weights': [0.7544192000391234, 9.778176488226675, -1.7868127584975, -2.4526453571138274, 0.8576181243726789, -5.840484666622437], 'output': 0.0010997933687507406, 'delta': -1.2082152038786477e-06}]
node #0: {'weights': [-5.40805697365929, -3.7351510672955097, -6.170373663352271, 0.7201115067484021, 0.4743386077075535, 1.4795052143426104], 'output': 0.06527866208610822, 'delta': -0.003983131517923202}
node #1: {'weights': [-6.750536474389996, -8.639143193595194, 3.690318784424294, -5.071436927052901, 5.242244632326258, 0.38022314748042313], 'output': 0.8572931637102408, 'delta': 0.017458981992771953}
node #2: {'weights': [-2.3487868870469923, -0.2571907900377827, -1.0188146936396314, 1.018591572451054, -0.5541230073739736, -2.3081267093214652], 'output': 0.04507084140854548, 'delta': -0.0019398247058636294}
node #3: {'weights': [8.511152390784082, -3.5771812729582653, -0.1254878253053787, -2.405783380200979, -6.26940685468823, -3.735842513644965], 'output': 0.033341438164775264, 'delta': -0.0010745874391843273}
node #4: {'weights': [1.470273228287932, -0.5462234995352732, 0.2391910007655965, 0.25616673134100215, 0.0029456794725896147, -3.756652335776488], 'output': 0.029147465773310968, 'delta': -0.0008248118097380333}
node #5: {'weights': [0.7544192000391234, 9.778176488226675, -1.7868127584975, -2.4526453571138274, 0.8576181243726789, -5.840484666622437], 'output': 0.0010997933687507406, 'delta': -1.2082152038786477e-06}
predicted: 2.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 7.0; actual: 2.0
predicted: 1.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 3.0
predicted: 2.0; actual: 3.0
predicted: 2.0; actual: 5.0
predicted: 7.0; actual: 6.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
l_rate: 0.5; n_epoch: 300, n_hidden: [9, 9]
epoch: 0, lrate: 0.500, error: 328.78329791
epoch: 100, lrate: 0.500, error: 125.91664172
epoch: 200, lrate: 0.500, error: 105.24508808
epoch: 300, lrate: 0.500, error: 90.05870079
the trained network:
there are a total of 2 hidden layers
there are 9 inputs
there are 9 nodes in the 1st hidden layer
there are 9 nodes in the 2nd hidden layer
there are 6 nodes in the output layer
layer 0: [{'weights': [2.1382605184978902, -1.0330418642691448, 0.07751623141224154, -0.5944239393438752, -1.840504260353452, 1.2700216480327555, 3.097679390740351, 0.9933817241441771, -0.4264330136973701, 0.40647786156025667], 'output': 0.0185630682218802, 'delta': 0.002070443129370316}, {'weights': [0.4856931025840505, -3.0831279773996445, 1.766185011936825, 1.9550784150961458, 1.7869827889745673, -0.20475853831547663, 0.7375035800347393, 0.764358319225395, 1.667229022844204, 1.4812863625583335], 'output': 0.8707547927808531, 'delta': -0.002781690642156303}, {'weights': [-1.4097060237997758, 2.057159116708091, 9.074394871646794, 16.65908469973502, -3.047025347388477, -4.155402624445875, -9.17257106326836, 6.522140500082447, 1.7346735316315902, -0.36843675059264785], 'output': 0.9466266113128973, 'delta': 0.000530995162072148}, {'weights': [-4.150926795660431, 0.7945190254922747, 10.390598396849247, -4.216894670474034, 1.000965433203872, 4.109734151742077, -0.9628117401569849, -3.625484744820664, 3.87129037098197, -1.4615228264915376], 'output': 0.9994141082730188, 'delta': 0.00010795655219309502}, {'weights': [-0.49525433626190263, 0.1598537415376627, 1.5063057409090117, 3.224602440991469, -0.13832672371381843, 2.2623207453812193, -1.560087185196392, 0.21037587929161172, 1.9198041714336715, 0.052069754628754], 'output': 0.2785686433010865, 'delta': -0.018105550995480925}, {'weights': [1.474634008668697, 0.16371598663086287, 1.1359534898344172, -0.019226268879482946, 0.38724164611651146, 1.0307868679963461, 1.159282882730217, 1.1170710065877802, 0.5919550616716689, 0.35867267858487295], 'output': 0.08351725266182196, 'delta': 0.0009145189111505344}, {'weights': [6.383840663804424, 1.2542388917026788, -0.8791952028531594, -0.2076440220553962, -5.032233506099771, -1.687999791376737, 2.436007176333697, -0.013322276630609428, 5.148848100284597, 2.1406041017441284], 'output': 0.028850014575324257, 'delta': 0.0030347100598975205}, {'weights': [1.2634619342639026, 7.404840353890283, 0.44604360894083583, -3.011295587911815, 1.750724650626037, 1.8504359779610968, -3.482272610119044, -0.13602786810294606, -1.5270410085408526, 1.7245339325749347], 'output': 0.5555667905002962, 'delta': 0.037035132277514766}, {'weights': [6.6665138137797895, 5.670231048711197, 2.1039969777086776, -10.297344296703137, -1.057615507612617, -4.158295192750246, 4.136710762730969, -2.8255675747637135, 4.758440568440942, 2.545439053630973], 'output': 0.9595513196859178, 'delta': -0.0017918757229087741}]
node #0: {'weights': [2.1382605184978902, -1.0330418642691448, 0.07751623141224154, -0.5944239393438752, -1.840504260353452, 1.2700216480327555, 3.097679390740351, 0.9933817241441771, -0.4264330136973701, 0.40647786156025667], 'output': 0.0185630682218802, 'delta': 0.002070443129370316}
