options: {'left_index': False, 'headers': True, 'value_encode': {2: {'jan': 1, 'feb': 2, 'mar': 3, 'apr': 4, 'may': 5, 'jun': 6, 'jul': 7, 'aug': 8, 'sep': 9, 'oct': 10, 'nov': 11, 'dec': 12}, 3: {'mon': 1, 'tue': 2, 'wed': 3, 'thu': 4, 'fri': 5, 'sat': 6, 'sun': 7}}, 'normalize_cols': {1: 'x_loc', 2: 'y_loc', 3: 'month', 4: 'day', 5: 'FFMC', 6: 'DMC', 7: 'DC', 8: 'ISI', 9: 'Temp', 10: 'RH', 11: 'wind', 12: 'rain'}, 'result_col': 13}
     x_loc     y_loc     month       day      FFMC       DMC        DC       ISI      Temp        RH      wind    rain  result
predicted: 12.771756867075144; actual: 88.49
predicted: 17.184459957817342; actual: 0.0
predicted: 12.199638958031207; actual: 0.68
predicted: 14.458687502842317; actual: 8.85
predicted: 14.122558003428843; actual: 0.52
predicted: 10.600489205766987; actual: 9.27
predicted: 11.67075771089775; actual: 0.0
predicted: 16.414178302420602; actual: 0.0
predicted: 10.708330466429542; actual: 0.0
predicted: 10.841312356256228; actual: 34.36
predicted: 11.801262579173883; actual: 6.58
predicted: 15.937433395535995; actual: 3.93
predicted: 10.276682812004212; actual: 3.71
predicted: 11.323518159269607; actual: 1.09
predicted: 8.557929721326028; actual: 11.060000000000002
predicted: 11.459354527683441; actual: 7.73
predicted: 19.604921396037927; actual: 9.96
predicted: 11.580517462628402; actual: 8.16
predicted: 17.540078643045685; actual: 0.0
predicted: 11.04274297794429; actual: 185.76
predicted: 11.940469038253744; actual: 0.0
predicted: 11.158486885988697; actual: 0.0
predicted: 10.62731936503122; actual: 6.43
predicted: 9.949504145328701; actual: 0.0
predicted: 11.435632110517137; actual: 0.0
predicted: 10.53771472542358; actual: 2.75
predicted: 11.649124596722089; actual: 0.0
predicted: 9.834378136325446; actual: 0.0
predicted: 10.043023207244941; actual: 0.43000000000000005
l_rate: 0.1; n_epoch: 300, n_hidden: [9]
epoch: 0, lrate: 0.100, error: 0.00649915
epoch: 100, lrate: 0.100, error: 0.00001758
epoch: 200, lrate: 0.100, error: 0.00002326
epoch: 300, lrate: 0.100, error: 0.00003951
predicted: 11.808198826121725; actual: 0.0
predicted: 9.738872802673257; actual: 0.0
predicted: 13.471325276248525; actual: 0.0
predicted: 11.114069937593099; actual: 0.0
predicted: 20.096866769320112; actual: 0.0
predicted: 13.035533721061382; actual: 0.0
predicted: 14.794176841283942; actual: 0.0
predicted: 11.709281845355969; actual: 0.0
predicted: 10.981950447363145; actual: 0.0
predicted: 9.684225806188955; actual: 0.0
predicted: 9.676710704914836; actual: 0.0
predicted: 14.304580510986227; actual: 0.0
predicted: 16.937900106587982; actual: 0.0
predicted: 16.935081685378687; actual: 0.0
predicted: 16.04862409991231; actual: 0.47
predicted: 9.99998172783034; actual: 1.19
predicted: 20.72804097830272; actual: 1.75
predicted: 12.823183172218416; actual: 2.57
predicted: 9.603444012998015; actual: 5.33
predicted: 12.801814661044444; actual: 8.31
predicted: 14.960701192410088; actual: 11.53
predicted: 10.345607396033085; actual: 24.23
predicted: 9.286451905498488; actual: 32.07
predicted: 11.781241604346915; actual: 88.49
predicted: 20.429062100952326; actual: 0.0
predicted: 11.528461464524764; actual: 0.68
predicted: 15.772351023010119; actual: 8.85
predicted: 17.913020666303954; actual: 0.52
predicted: 10.993390252523893; actual: 9.27
predicted: 10.971776490015607; actual: 0.0
predicted: 14.973009705838777; actual: 0.0
predicted: 9.507393370967028; actual: 0.0
predicted: 10.721107619574527; actual: 34.36
predicted: 10.730498496454276; actual: 6.58
predicted: 14.796444280343298; actual: 3.93
predicted: 10.343038811705382; actual: 3.71
predicted: 10.033898036996458; actual: 1.09
predicted: 11.290556333334791; actual: 11.060000000000002
predicted: 11.707850446920517; actual: 7.73
predicted: 17.519022610622677; actual: 9.96
predicted: 11.962343591772475; actual: 8.16
predicted: 18.587542939232645; actual: 0.0
predicted: 10.491949917300126; actual: 185.76
predicted: 11.707028078118379; actual: 0.0
predicted: 11.158086255432094; actual: 0.0
predicted: 11.306553644361964; actual: 6.43
predicted: 9.612856921967087; actual: 0.0
predicted: 11.63898437403701; actual: 0.0
predicted: 9.893273312722501; actual: 2.75
predicted: 12.132079469672643; actual: 0.0
predicted: 12.067636784707394; actual: 0.0
predicted: 10.049143322421383; actual: 0.43000000000000005
The tuned model looks like: l_rate: 0.5; n_epoch: 500, n_hidden: [5]
The model has a loss of 37110.814609376874
epoch: 0, lrate: 0.500, error: 0.00066852
epoch: 100, lrate: 0.500, error: 0.00002353
epoch: 200, lrate: 0.500, error: 0.00007925
epoch: 300, lrate: 0.500, error: 0.00011408
epoch: 400, lrate: 0.500, error: 0.00011550
epoch: 500, lrate: 0.500, error: 0.00009316
predicted: 10.69236825349745; actual: 5.38
predicted: 16.16417548320413; actual: 0.0
predicted: 31.52434505663957; actual: 3.3199999999999994
predicted: 10.658267211969493; actual: 0.0
predicted: 14.263459343882792; actual: 5.44
predicted: 12.228825758114898; actual: 4.53
predicted: 13.22991622566073; actual: 0.0
predicted: 10.503121093821015; actual: 28.66
predicted: 18.094630779989224; actual: 0.0
predicted: 9.870419999050718; actual: 3.35
predicted: 27.90741592822336; actual: 0.0
predicted: 11.539858662646205; actual: 0.0
predicted: 20.587864471357864; actual: 39.35
predicted: 9.674951645245685; actual: 0.0
predicted: 17.26535590012531; actual: 4.41
predicted: 17.48461680216818; actual: 3.05
predicted: 15.792699302686774; actual: 0.0
predicted: 20.65789934768038; actual: 48.55
predicted: 13.639168329588752; actual: 0.0
predicted: 14.041063856253642; actual: 3.19
predicted: 16.563431489190037; actual: 13.7
predicted: 15.994915863442959; actual: 7.19
predicted: 18.53361912524154; actual: 70.76
predicted: 12.854704919381875; actual: 2.64
predicted: 28.256436704877423; actual: 0.61
predicted: 16.44001420697735; actual: 0.0
predicted: 12.202091328863817; actual: 0.0
predicted: 23.756835170189458; actual: 11.16
predicted: 21.58869022757093; actual: 0.0
predicted: 13.029797647142162; actual: 0.0
predicted: 10.397300027360565; actual: 0.0
predicted: 13.363460846071826; actual: 0.0
predicted: 12.505893498579253; actual: 0.0
predicted: 15.041639485360866; actual: 1.95
predicted: 13.05381614535131; actual: 0.0
predicted: 18.37383949530247; actual: 24.590000000000003
predicted: 10.953098397214244; actual: 0.0
predicted: 16.811540071986748; actual: 1.9999999999999998
predicted: 12.871899447045536; actual: 0.0
predicted: 10.833687528658546; actual: 31.86
predicted: 12.988581119096818; actual: 1.58
predicted: 24.294485981089487; actual: 2.01
predicted: 14.157458892543993; actual: 10.13
predicted: 11.756894338520429; actual: 200.94
predicted: 19.039619174500622; actual: 0.0
predicted: 13.390039100605708; actual: 6.36
predicted: 16.24913092921105; actual: 1.52
predicted: 13.856901353763611; actual: 0.0
predicted: 14.326512864773337; actual: 11.060000000000002
predicted: 11.081911602046329; actual: 0.0
predicted: 11.574989272382332; actual: 1.64
predicted: 11.538487131225981; actual: 0.0
predicted: 18.05628299171573; actual: 1.46
predicted: 13.238398695948423; actual: 0.0
predicted: 9.95495342838877; actual: 2.14
predicted: 17.837718624091035; actual: 0.0
predicted: 10.730224437768433; actual: 0.0
predicted: 14.90435517721422; actual: 5.65
predicted: 14.532964406716331; actual: 0.0
predicted: 19.692784472617227; actual: 1.7200000000000002
predicted: 18.86032722020068; actual: 0.0
predicted: 16.35506397199556; actual: 95.18
predicted: 11.25489663303403; actual: 24.77
predicted: 12.698363409612089; actual: 0.0
predicted: 21.30303881010475; actual: 19.23
predicted: 20.737624737744976; actual: 7.8
predicted: 21.229894421186675; actual: 0.54
predicted: 23.784485886030893; actual: 3.63
predicted: 10.46026443423218; actual: 0.75
predicted: 9.974874716428138; actual: 0.0
predicted: 23.850464788634874; actual: 15.64
predicted: 12.633051365241498; actual: 61.13
predicted: 10.671109959449133; actual: 0.0
predicted: 13.172106386102204; actual: 4.3999999999999995
predicted: 24.970522017664774; actual: 0.0
predicted: 26.354484535905172; actual: 0.0
predicted: 23.29881310589141; actual: 16.33
predicted: 10.555400883866483; actual: 0.0
predicted: 10.77603148042062; actual: 0.0
predicted: 14.855397604192357; actual: 14.68
predicted: 11.403885219908783; actual: 8.71
predicted: 13.286788453437163; actual: 0.0
predicted: 13.391181828065983; actual: 0.0
predicted: 21.303987255290465; actual: 2.55
predicted: 14.99096522202531; actual: 0.0
predicted: 14.44156318501322; actual: 0.0
predicted: 28.010724231110043; actual: 0.0
predicted: 14.731990423211581; actual: 0.0
predicted: 13.436631697085819; actual: 0.0
predicted: 17.636290095543416; actual: 6.54
predicted: 14.815806348927167; actual: 0.96
predicted: 18.718662137166103; actual: 0.0
predicted: 24.80342774607674; actual: 0.0
l_rate: 10; n_epoch: 500, n_hidden: [5]
epoch: 0, lrate: 10.000, error: 0.00001579
epoch: 100, lrate: 10.000, error: 0.00002832
epoch: 200, lrate: 10.000, error: 0.00000015
epoch: 300, lrate: 10.000, error: 0.00000707
epoch: 400, lrate: 10.000, error: 0.00000915
epoch: 500, lrate: 10.000, error: 0.00000915
predicted: 0.00015669345799379609; actual: 0.0
predicted: 0.0017339837149976769; actual: 0.0
predicted: 0.19197587150556197; actual: 0.0
predicted: 0.0230283892402127; actual: 0.0
predicted: 0.2019018568350852; actual: 0.0
predicted: 0.20460419988632964; actual: 0.0
predicted: 0.00015279772429938637; actual: 0.0
predicted: 0.0001573576732447873; actual: 0.0
predicted: 0.0008902589181524313; actual: 0.0
predicted: 0.00027013294730359805; actual: 0.0
predicted: 0.0003154332819541707; actual: 0.0
predicted: 0.00015834409288017495; actual: 0.0
predicted: 0.04248831378739906; actual: 0.0
predicted: 0.00011455506447298267; actual: 0.0
predicted: 0.19031837302789248; actual: 0.47
predicted: 0.00016459462398704484; actual: 1.19
predicted: 0.02873271519443908; actual: 1.75
predicted: 0.1640385551863833; actual: 2.57
predicted: 0.0007948155680350084; actual: 5.33
predicted: 0.00015218394532571565; actual: 8.31
predicted: 0.19376389814290762; actual: 11.53
predicted: 0.2671879432249579; actual: 24.23
predicted: 0.0002726663674453351; actual: 32.07
predicted: 0.24405415156191904; actual: 88.49
predicted: 0.00018286681417217936; actual: 0.0
predicted: 0.008954258285176828; actual: 0.68
predicted: 0.19566488806358837; actual: 8.85
predicted: 0.1402960624256038; actual: 0.52
predicted: 0.003047656804541092; actual: 9.27
predicted: 1.420922842647905e-05; actual: 0.0
predicted: 0.1755429089038119; actual: 0.0
predicted: 0.0024166873081908854; actual: 0.0
predicted: 0.02679208716313255; actual: 34.36
predicted: 0.1482453967959171; actual: 6.58
predicted: 0.19425145349804782; actual: 3.93
predicted: 0.00015054023539536006; actual: 3.71
predicted: 0.00025516205851417237; actual: 1.09
predicted: 0.0001249507563009533; actual: 11.060000000000002
predicted: 0.000969939349272117; actual: 7.73
predicted: 0.0001536955719775658; actual: 9.96
predicted: 0.0001880276759764549; actual: 8.16
predicted: 0.0001586416974636225; actual: 0.0
predicted: 0.021975775353574225; actual: 185.76
predicted: 0.0002597083402365332; actual: 0.0
predicted: 0.0001204262476181667; actual: 0.0
predicted: 0.00011026687445579943; actual: 6.43
predicted: 3.068764155510441e-05; actual: 0.0
predicted: 0.00017919613733519572; actual: 0.0
predicted: 0.05760914733666765; actual: 2.75
predicted: 0.0415334542858101; actual: 0.0
predicted: 0.00011133338781245842; actual: 0.0
predicted: 0.00022109409659806824; actual: 0.43000000000000005
l_rate: 10; n_epoch: 500, n_hidden: [9]
epoch: 0, lrate: 10.000, error: 0.00000001
epoch: 100, lrate: 10.000, error: 0.00000279
epoch: 200, lrate: 10.000, error: 0.00000119
epoch: 300, lrate: 10.000, error: 0.00000764
epoch: 400, lrate: 10.000, error: 0.00000915
epoch: 500, lrate: 10.000, error: 0.00000915
predicted: 9.642073868054429e-05; actual: 0.0
predicted: 121.55530569316771; actual: 0.0
predicted: 0.36117658140445524; actual: 0.0
predicted: 4.12946475808866; actual: 0.0
predicted: 0.7893004342868052; actual: 0.0
predicted: 0.7489133650629501; actual: 0.0
predicted: 3.969293241264233e-05; actual: 0.0
predicted: 0.27612720503299815; actual: 0.0
predicted: 0.016349100767613232; actual: 0.0
predicted: 0.014292440402912287; actual: 0.0
predicted: 1.5820195785070121; actual: 0.0
predicted: 0.002950435574220375; actual: 0.0
predicted: 0.05932384160922765; actual: 0.0
predicted: 3.4007856295793856e-05; actual: 0.0
predicted: 2.1235750479067996; actual: 0.47
predicted: 3.498010608425937; actual: 1.19
predicted: 0.06404852641753055; actual: 1.75
predicted: 0.24986080123148777; actual: 2.57
predicted: 26.910973015456744; actual: 5.33
predicted: 0.00021829622007794454; actual: 8.31
predicted: 2.938782290557521; actual: 11.53
predicted: 16.543749611008767; actual: 24.23
predicted: 0.0002370191127776595; actual: 32.07
predicted: 5.050495849006301; actual: 88.49
predicted: 0.03825213881150195; actual: 0.0
predicted: 5.612217966427952; actual: 0.68
predicted: 3.7425071795491283; actual: 8.85
predicted: 0.05049511922133385; actual: 0.52
predicted: 0.20861971997329173; actual: 9.27
predicted: 0.00045060158129102895; actual: 0.0
predicted: 4.089200869438406; actual: 0.0
predicted: 156.48554197873653; actual: 0.0
predicted: 5.668120700924027; actual: 34.36
predicted: 8.3376522046951; actual: 6.58
predicted: 1.1895421613306996; actual: 3.93
predicted: 0.040172394933010114; actual: 3.71
predicted: 0.12306533410179146; actual: 1.09
predicted: 8.122223942718124e-06; actual: 11.060000000000002
predicted: 5.880865571253677; actual: 7.73
predicted: 0.005958411169447544; actual: 9.96
predicted: 0.5041721532126193; actual: 8.16
predicted: 0.00017297996979465417; actual: 0.0
predicted: 241.17934153508767; actual: 185.76
predicted: 1.652407479646293; actual: 0.0
predicted: 0.021095518964545677; actual: 0.0
predicted: 3.074097761094761; actual: 6.43
predicted: 5.725960756450188e-05; actual: 0.0
predicted: 0.0007169962831112909; actual: 0.0
predicted: 36.6691356520603; actual: 2.75
predicted: 3.6762035959634876; actual: 0.0
predicted: 0.6475049518177393; actual: 0.0
predicted: 0.1527540664381918; actual: 0.43000000000000005
l_rate: 10; n_epoch: 300, n_hidden: [5]
epoch: 0, lrate: 10.000, error: 0.00001325
epoch: 100, lrate: 10.000, error: 0.00005551
epoch: 200, lrate: 10.000, error: 0.00000189
epoch: 300, lrate: 10.000, error: 0.00000903
predicted: 0.024481929438803285; actual: 0.0
predicted: 9.79642024741891; actual: 0.0
predicted: 6.168461223700457; actual: 0.0
predicted: 8.190646282267238; actual: 0.0
predicted: 5.813516255746344; actual: 0.0
predicted: 9.197791057835477; actual: 0.0
predicted: 0.02205233084964642; actual: 0.0
predicted: 0.05486544430780499; actual: 0.0
predicted: 0.8857056684054323; actual: 0.0
predicted: 0.098086145958501; actual: 0.0
predicted: 2.1223075331231467; actual: 0.0
predicted: 0.209336760031668; actual: 0.0
predicted: 2.7219781821544964; actual: 0.0
predicted: 0.04225975352426191; actual: 0.0
predicted: 5.954002096789882; actual: 0.47
predicted: 1.2987407382972573; actual: 1.19
predicted: 3.3761623839702786; actual: 1.75
predicted: 6.565565251836979; actual: 2.57
predicted: 70.58255891403549; actual: 5.33
predicted: 0.08046090476781619; actual: 8.31
predicted: 6.752672612151563; actual: 11.53
predicted: 10.381678649479657; actual: 24.23
predicted: 0.1653863362801397; actual: 32.07
predicted: 9.547814450736453; actual: 88.49
predicted: 2.7764888588954286; actual: 0.0
predicted: 8.3568108237782; actual: 0.68
predicted: 5.105374842729578; actual: 8.85
predicted: 2.9186986673474227; actual: 0.52
predicted: 5.7500744374666; actual: 9.27
predicted: 0.26273968071923914; actual: 0.0
predicted: 4.963720784832486; actual: 0.0
predicted: 131.08585384762307; actual: 0.0
predicted: 7.858140262085786; actual: 34.36
predicted: 8.958814297044885; actual: 6.58
predicted: 5.418877226086481; actual: 3.93
predicted: 1.2998077446622744; actual: 3.71
predicted: 5.208249043304698; actual: 1.09
predicted: 0.38120155621721735; actual: 11.060000000000002
predicted: 3.31887591158326; actual: 7.73
predicted: 1.7779133248430168; actual: 9.96
predicted: 2.4747504110077307; actual: 8.16
predicted: 0.5450122844012981; actual: 0.0
predicted: 157.26103987996623; actual: 185.76
predicted: 9.52234028680194; actual: 0.0
predicted: 0.60086275918229; actual: 0.0
predicted: 1.0479837396914016; actual: 6.43
predicted: 0.07722448833122514; actual: 0.0
predicted: 0.03029269813968358; actual: 0.0
predicted: 83.6986161205656; actual: 2.75
predicted: 3.8677732615932734; actual: 0.0
predicted: 0.4671350381826314; actual: 0.0
predicted: 0.20072386242023066; actual: 0.43000000000000005
l_rate: 10; n_epoch: 300, n_hidden: [9]
epoch: 0, lrate: 10.000, error: 0.00000000
epoch: 100, lrate: 10.000, error: 0.00000030
epoch: 200, lrate: 10.000, error: 0.00000400
epoch: 300, lrate: 10.000, error: 0.00000875
predicted: 0.07760480438888274; actual: 0.0
predicted: 1.9543068530709888; actual: 0.0
predicted: 6.934435849891177; actual: 0.0
predicted: 7.818498709701978; actual: 0.0
predicted: 6.009407648681775; actual: 0.0
predicted: 10.341128844293491; actual: 0.0
predicted: 0.10824639996187117; actual: 0.0
predicted: 0.11520459811810053; actual: 0.0
predicted: 1.5868516353066806; actual: 0.0
predicted: 0.12024332641745966; actual: 0.0
predicted: 2.549264579474977; actual: 0.0
predicted: 0.3333849181881421; actual: 0.0
predicted: 3.357720670200766; actual: 0.0
predicted: 0.14174383542708024; actual: 0.0
predicted: 9.619416286228994; actual: 0.47
predicted: 0.5493514094528478; actual: 1.19
predicted: 0.6036956955898684; actual: 1.75
predicted: 8.435674424272147; actual: 2.57
predicted: 20.780378627118285; actual: 5.33
predicted: 0.1962121270335753; actual: 8.31
predicted: 9.82193316143604; actual: 11.53
predicted: 11.018307751696204; actual: 24.23
predicted: 0.06116099960073219; actual: 32.07
predicted: 13.055371422082082; actual: 88.49
predicted: 0.5896754770051046; actual: 0.0
predicted: 6.967372167031029; actual: 0.68
predicted: 7.610482643357207; actual: 8.85
predicted: 7.544745207638595; actual: 0.52
predicted: 6.278319437065672; actual: 9.27
predicted: 1.2316602771029046; actual: 0.0
predicted: 1.005995169521232; actual: 0.0
predicted: 118.17587284537608; actual: 0.0
predicted: 6.421129070481868; actual: 34.36
predicted: 10.100769390332628; actual: 6.58
predicted: 9.645760017751236; actual: 3.93
predicted: 1.455915761043461; actual: 3.71
predicted: 5.0807622129634815; actual: 1.09
predicted: 0.006233320186714341; actual: 11.060000000000002
predicted: 0.9822592010451096; actual: 7.73
predicted: 0.3635763353347392; actual: 9.96
predicted: 0.2852719350137837; actual: 8.16
predicted: 0.45746531500037435; actual: 0.0
predicted: 27.003364936317286; actual: 185.76
predicted: 4.25267856316233; actual: 0.0
predicted: 1.1350685867437555; actual: 0.0
predicted: 0.9479588988481519; actual: 6.43
predicted: 0.16936041266753188; actual: 0.0
predicted: 0.08286324044036464; actual: 0.0
predicted: 4.552526007747042; actual: 2.75
predicted: 4.689282318307418; actual: 0.0
predicted: 0.03905463294675924; actual: 0.0
predicted: 0.20983770301329083; actual: 0.43000000000000005
l_rate: 0.5; n_epoch: 500, n_hidden: [5]
epoch: 0, lrate: 0.500, error: 0.00074229
epoch: 100, lrate: 0.500, error: 0.00001846
epoch: 200, lrate: 0.500, error: 0.00003551
epoch: 300, lrate: 0.500, error: 0.00004506
epoch: 400, lrate: 0.500, error: 0.00004725
epoch: 500, lrate: 0.500, error: 0.00004447
predicted: 11.616320207680646; actual: 0.0
predicted: 16.4211344018641; actual: 0.0
predicted: 10.89797811750079; actual: 0.0
predicted: 14.546987180939235; actual: 0.0
predicted: 11.311165756276912; actual: 0.0
predicted: 12.048827217181278; actual: 0.0
predicted: 11.309179619244018; actual: 0.0
predicted: 11.853816135136116; actual: 0.0
predicted: 12.381483432633836; actual: 0.0
predicted: 14.502461759853762; actual: 0.0
predicted: 14.405248625333284; actual: 0.0
predicted: 11.033227605998142; actual: 0.0
predicted: 9.017878187963674; actual: 0.0
predicted: 12.979354594997558; actual: 0.0
predicted: 9.91923616277005; actual: 0.47
predicted: 13.942513165191363; actual: 1.19
predicted: 10.683028650072858; actual: 1.75
predicted: 11.619591281481606; actual: 2.57
predicted: 13.294959087580416; actual: 5.33
predicted: 11.878438763748877; actual: 8.31
predicted: 10.12020290545537; actual: 11.53
predicted: 12.571349922705053; actual: 24.23
predicted: 17.96566717099821; actual: 32.07
predicted: 12.054635556559989; actual: 88.49
predicted: 10.737857579982762; actual: 0.0
predicted: 15.882248982130543; actual: 0.68
predicted: 10.127654348909758; actual: 8.85
predicted: 9.846914195764901; actual: 0.52
predicted: 10.4678924542048; actual: 9.27
predicted: 11.76508768918559; actual: 0.0
predicted: 10.952661370884254; actual: 0.0
predicted: 18.19203893742172; actual: 0.0
predicted: 12.627010789985647; actual: 34.36
predicted: 13.0136174543392; actual: 6.58
predicted: 9.357453209699397; actual: 3.93
predicted: 10.970617746212914; actual: 3.71
predicted: 13.710429675037773; actual: 1.09
predicted: 19.91060813960023; actual: 11.060000000000002
predicted: 11.267527234787343; actual: 7.73
predicted: 9.408141464071948; actual: 9.96
predicted: 15.395934854063587; actual: 8.16
predicted: 11.511157204405933; actual: 0.0
predicted: 18.151020575209234; actual: 185.76
predicted: 16.592200497016922; actual: 0.0
predicted: 15.138298046080342; actual: 0.0
predicted: 13.033761054676388; actual: 6.43
predicted: 13.509523113105777; actual: 0.0
predicted: 13.996006468616347; actual: 0.0
predicted: 20.01534654077147; actual: 2.75
predicted: 12.529701893822667; actual: 0.0
predicted: 15.44340895848382; actual: 0.0
predicted: 14.967875972165565; actual: 0.43000000000000005
l_rate: 0.5; n_epoch: 500, n_hidden: [9]
epoch: 0, lrate: 0.500, error: 0.00026810
epoch: 100, lrate: 0.500, error: 0.00000219
epoch: 200, lrate: 0.500, error: 0.00002778
epoch: 300, lrate: 0.500, error: 0.00005578
epoch: 400, lrate: 0.500, error: 0.00006895
epoch: 500, lrate: 0.500, error: 0.00007095
predicted: 8.668375694837168; actual: 0.0
predicted: 15.180457342677855; actual: 0.0
predicted: 11.91630230755664; actual: 0.0
predicted: 13.970238011281209; actual: 0.0
predicted: 9.852800631262658; actual: 0.0
predicted: 12.975689678831142; actual: 0.0
predicted: 9.382708282202321; actual: 0.0
predicted: 8.409431942338758; actual: 0.0
predicted: 13.426774122228341; actual: 0.0
predicted: 14.133586434968985; actual: 0.0
predicted: 14.41759381027256; actual: 0.0
predicted: 8.226512590289275; actual: 0.0
predicted: 10.5836383363753; actual: 0.0
predicted: 10.736498374881661; actual: 0.0
predicted: 10.691170172319211; actual: 0.47
predicted: 11.198030535740262; actual: 1.19
predicted: 7.890934029773298; actual: 1.75
predicted: 12.655896483896791; actual: 2.57
predicted: 13.955413777295359; actual: 5.33
predicted: 8.741845683164103; actual: 8.31
predicted: 11.019123582679434; actual: 11.53
predicted: 12.19710615596189; actual: 24.23
predicted: 15.798153607875832; actual: 32.07
predicted: 12.347604935625592; actual: 88.49
predicted: 8.381939432284424; actual: 0.0
predicted: 14.781639852381774; actual: 0.68
predicted: 9.622859515734705; actual: 8.85
predicted: 11.635124983635457; actual: 0.52
predicted: 11.09893455770062; actual: 9.27
predicted: 11.96413505464172; actual: 0.0
predicted: 8.800958461649987; actual: 0.0
predicted: 17.071022663915944; actual: 0.0
predicted: 13.554687968132244; actual: 34.36
predicted: 13.730752286260914; actual: 6.58
predicted: 10.281264764376113; actual: 3.93
predicted: 13.134418899406056; actual: 3.71
predicted: 14.702932767604114; actual: 1.09
predicted: 19.273010330143094; actual: 11.060000000000002
predicted: 10.449456514264241; actual: 7.73
predicted: 7.325008494418465; actual: 9.96
predicted: 11.102519595961681; actual: 8.16
predicted: 8.841087763962019; actual: 0.0
predicted: 15.78722632821149; actual: 185.76
predicted: 19.506396500469915; actual: 0.0
predicted: 19.525706959351595; actual: 0.0
predicted: 14.842525046050385; actual: 6.43
predicted: 16.479297278756782; actual: 0.0
predicted: 9.017907277948208; actual: 0.0
predicted: 15.337275525324644; actual: 2.75
predicted: 12.579719515381877; actual: 0.0
predicted: 15.39766338684705; actual: 0.0
predicted: 15.684628951470474; actual: 0.43000000000000005
l_rate: 0.5; n_epoch: 300, n_hidden: [5]
epoch: 0, lrate: 0.500, error: 0.00064569
epoch: 100, lrate: 0.500, error: 0.00001738
epoch: 200, lrate: 0.500, error: 0.00004011
epoch: 300, lrate: 0.500, error: 0.00005913
predicted: 12.023206559059545; actual: 0.0
predicted: 12.561833938123602; actual: 0.0
predicted: 12.72046566123757; actual: 0.0
predicted: 12.684413425605598; actual: 0.0
predicted: 13.191394172225769; actual: 0.0
predicted: 12.151284790525747; actual: 0.0
predicted: 11.629683915209956; actual: 0.0
predicted: 10.864723618719497; actual: 0.0
predicted: 11.23881488470593; actual: 0.0
predicted: 12.468588634105553; actual: 0.0
predicted: 11.752924249972894; actual: 0.0
predicted: 11.834440400231097; actual: 0.0
predicted: 12.96933050267395; actual: 0.0
predicted: 12.928296912202697; actual: 0.0
predicted: 12.112855766179589; actual: 0.47
predicted: 12.138692055113165; actual: 1.19
predicted: 13.367381989069527; actual: 1.75
predicted: 12.653283287478535; actual: 2.57
predicted: 11.001941561674169; actual: 5.33
predicted: 12.148761108984447; actual: 8.31
predicted: 11.567771884770439; actual: 11.53
predicted: 11.6783113112991; actual: 24.23
predicted: 13.47276453104053; actual: 32.07
predicted: 11.578988079304661; actual: 88.49
predicted: 13.53669720278789; actual: 0.0
predicted: 13.275769733332478; actual: 0.68
predicted: 11.759914466055147; actual: 8.85
predicted: 12.755621496398229; actual: 0.52
predicted: 11.542703556903371; actual: 9.27
predicted: 12.035705262056826; actual: 0.0
predicted: 12.22897088497706; actual: 0.0
predicted: 13.257523496298683; actual: 0.0
predicted: 11.808519194039677; actual: 34.36
predicted: 11.85240551719873; actual: 6.58
predicted: 11.69559980285582; actual: 3.93
predicted: 12.498087099407995; actual: 3.71
predicted: 12.629857262579161; actual: 1.09
predicted: 13.33842575133905; actual: 11.060000000000002
predicted: 11.481852904756146; actual: 7.73
predicted: 12.962336329338743; actual: 9.96
predicted: 13.554914193244427; actual: 8.16
predicted: 13.234442931940903; actual: 0.0
predicted: 12.908488169742034; actual: 185.76
predicted: 13.576912095347337; actual: 0.0
predicted: 13.094776146389297; actual: 0.0
predicted: 12.130774347244504; actual: 6.43
predicted: 11.926448588414058; actual: 0.0
predicted: 11.910619043714833; actual: 0.0
predicted: 12.893823910611935; actual: 2.75
predicted: 12.166417554233838; actual: 0.0
predicted: 13.546565443030307; actual: 0.0
predicted: 12.716304780557712; actual: 0.43000000000000005
l_rate: 0.5; n_epoch: 300, n_hidden: [9]
epoch: 0, lrate: 0.500, error: 0.00031639
epoch: 100, lrate: 0.500, error: 0.00000805
epoch: 200, lrate: 0.500, error: 0.00004000
epoch: 300, lrate: 0.500, error: 0.00005809
predicted: 11.633115171024432; actual: 0.0
predicted: 14.859516890816312; actual: 0.0
predicted: 11.982209167570407; actual: 0.0
predicted: 14.28465325990235; actual: 0.0
predicted: 11.776846935800691; actual: 0.0
predicted: 14.357397913877444; actual: 0.0
predicted: 14.549636775628183; actual: 0.0
predicted: 11.89045543206592; actual: 0.0
predicted: 14.379054638504627; actual: 0.0
predicted: 13.745916981121644; actual: 0.0
predicted: 14.694132844763928; actual: 0.0
predicted: 11.951914348982028; actual: 0.0
predicted: 9.722786861135061; actual: 0.0
predicted: 15.35630799368338; actual: 0.0
predicted: 10.299339247024426; actual: 0.47
predicted: 12.002830893933242; actual: 1.19
predicted: 12.123143542876113; actual: 1.75
predicted: 12.43048735477732; actual: 2.57
predicted: 13.945613317495894; actual: 5.33
predicted: 13.131135358463697; actual: 8.31
predicted: 10.82560284402593; actual: 11.53
predicted: 13.660096512303516; actual: 24.23
predicted: 14.74196588803282; actual: 32.07
