options: {'left_index': True, 'order_results': True, 'normalize_cols': {2: 'RI', 3: 'Na', 4: 'Mg', 5: 'Al', 6: 'Si', 7: 'K', 8: 'Ca', 9: 'Ba', 10: 'Fe'}, 'result_col': 11}
           RI        Na        Mg        Al        Si         K        Ca        Ba        Fe  result
0   -0.134328 -0.124812  1.000000 -0.495327 -0.296429 -0.980676 -0.382900 -1.000000 -1.000000       1
50   0.057946 -0.100752  0.657016 -0.862928 -0.307143 -0.971014 -0.139405 -1.000000 -0.372549       1
49  -0.312555 -0.142857  0.492205 -0.414330 -0.189286 -0.809984 -0.353160 -1.000000 -1.000000       1
48  -0.027217 -0.254135  0.679287 -0.688474 -0.221429 -0.958132 -0.146840 -1.000000 -1.000000       1
47   0.362599 -0.019549  0.648107 -0.738318 -0.371429 -0.993559 -0.184015 -1.000000 -0.607843       1
46  -0.338016 -0.260150  0.501114 -0.445483  0.039286 -0.816425 -0.368030 -1.000000 -0.372549       1
45  -0.310799 -0.169925  0.550111 -0.339564 -0.235714 -0.822866 -0.336431 -1.000000 -1.000000       1
51  -0.287972 -0.257143  0.483296 -0.383178 -0.089286 -0.806763 -0.310409 -1.000000 -0.568627       1
44  -0.410887 -0.398496  0.527840 -0.439252  0.121429 -0.800322 -0.381041 -1.000000  0.176471       1
42  -0.417032 -0.254135  0.510022 -0.352025  0.053571 -0.809984 -0.412639 -1.000000 -1.000000       1
41  -0.438104 -0.404511  0.523385 -0.433022  0.210714 -0.809984 -0.403346 -1.000000 -1.000000       1
40  -0.404741 -0.380451  0.559020 -0.482866  0.150000 -0.793881 -0.379182 -1.000000 -1.000000       1
39  -0.035996  0.046617  0.701559 -0.887850 -0.300000 -0.964573 -0.230483 -1.000000 -1.000000       1
38  -0.035996  0.046617  0.701559 -0.887850 -0.300000 -0.964573 -0.230483 -1.000000 -1.000000       1
37  -0.401229 -0.395489  0.550111 -0.339564  0.125000 -0.793881 -0.395911 -1.000000 -1.000000       1
43  -0.038630 -0.097744  0.710468 -0.732087 -0.303571 -0.945250 -0.198885 -1.000000 -1.000000       1
36  -0.302897 -0.049624  0.572383 -0.358255 -0.285714 -0.835749 -0.377323 -0.930159 -1.000000       1
52  -0.391572 -0.187970  0.278396 -0.439252  0.082143 -0.822866 -0.330855 -1.000000 -1.000000       1
55  -0.425812 -0.482707  0.207127 -0.376947  0.389286 -0.819646 -0.325279 -1.000000 -0.058824       1
69   0.040386 -0.224060  0.594655 -0.669782 -0.221429 -0.961353 -0.118959 -1.000000 -0.882353       1
68  -0.089552 -0.281203  0.594655 -0.619938 -0.146429 -0.925926 -0.184015 -1.000000 -0.372549       1
67  -0.089552 -0.302256  0.625835 -0.638629 -0.103571 -0.938808 -0.178439 -1.000000 -0.333333       1
66  -0.089552 -0.302256  0.625835 -0.638629 -0.139286 -0.938808 -0.178439 -1.000000 -0.333333       1
65  -0.136084 -0.109774  0.599109 -0.482866 -0.232143 -0.971014 -0.262082 -1.000000 -1.000000       1
64  -0.071993 -0.172932  0.665924 -0.619938 -0.214286 -0.942029 -0.223048 -1.000000 -0.725490       1
54  -0.417910 -0.254135  0.251670 -0.376947  0.132143 -0.835749 -0.332714 -1.000000 -0.647059       1
63  -0.023705  0.034586  0.697105 -0.694704 -0.450000 -1.000000 -0.208178 -1.000000 -1.000000       1
61  -0.243196 -0.073684  0.594655 -0.358255 -0.317857 -0.961353 -0.397770 -0.561905 -1.000000       1
60  -0.306409 -0.136842  0.612472 -0.489097  0.010714 -0.954911 -0.381041 -1.000000 -1.000000       1
59  -0.438982 -0.200000  0.630290 -0.439252  0.064286 -0.816425 -0.472119 -1.000000 -0.568627       1
..        ...       ...       ...       ...       ...       ...       ...       ...       ...     ...
180 -0.838455  0.103759 -0.224944 -0.221184  0.692857 -1.000000 -0.598513 -1.000000 -1.000000       6
204 -0.559263  0.269173 -1.000000  0.233645  0.246429 -1.000000 -0.390335 -0.574603 -1.000000       7
201 -0.527656 -0.633083 -1.000000 -0.439252  0.917857 -0.130435 -0.349442 -1.000000 -1.000000       7
202 -0.649693  0.239098 -1.000000  0.327103  0.396429 -1.000000 -0.449814 -0.644444 -1.000000       7
203 -0.523266  0.224060 -1.000000  0.059190  0.178571 -1.000000 -0.470260  0.085714 -1.000000       7
205 -0.458297  0.269173 -1.000000 -0.059190  0.135714 -1.000000 -0.408922 -0.015873 -1.000000       7
200 -0.654960  0.329323 -1.000000  0.221184  0.317857 -1.000000 -0.459108 -0.600000 -1.000000       7
207 -0.371378  0.100752 -1.000000 -0.046729  0.089286 -0.545894 -0.806691  0.828571 -1.000000       7
208 -0.539069  0.094737 -1.000000  0.526480  0.085714 -1.000000 -0.252788 -0.657143 -1.000000       7
209 -0.553995  0.025564 -1.000000  0.613707  0.000000 -0.974235 -0.302974 -0.326984 -1.000000       7
210 -0.499561  0.260150 -1.000000  0.059190  0.160714 -1.000000 -0.447955  0.009524 -1.000000       7
211 -0.165935  0.091729 -1.000000  0.077882  0.289286 -1.000000 -0.440520  0.041270 -1.000000       7
206 -0.534680  0.266165 -1.000000 -0.015576  0.178571 -1.000000 -0.397770 -0.123810 -1.000000       7
199 -0.566286  0.287218 -1.000000  0.383178  0.157143 -0.983897 -0.368030 -0.663492 -1.000000       7
212 -0.529412  0.097744 -1.000000  0.028037  0.357143 -1.000000 -0.433086 -0.003175 -1.000000       7
197 -0.462687  0.193985 -1.000000  0.277259  0.239286 -1.000000 -0.345725 -0.580952 -1.000000       7
196 -0.612818 -0.055639 -1.000000  0.401869  0.221429 -0.954911 -0.260223 -0.485714 -0.960784       7
195 -0.622476  0.025564 -1.000000  0.489097  0.278571 -0.974235 -0.323420 -0.612698 -0.803922       7
194 -0.501317  0.151880 -1.000000  0.052960  0.242857 -1.000000 -0.425651 -0.003175 -0.725490       7
193 -0.469710  0.209023 -1.000000  0.065421  0.146429 -1.000000 -0.423792  0.009524 -0.686275       7
192 -0.553995  0.043609 -1.000000  0.557632  0.303571 -0.987118 -0.328996 -0.746032 -0.647059       7
191 -0.572432  0.239098 -1.000000  0.302181  0.239286 -1.000000 -0.381041 -0.593651 -0.647059       7
190 -0.562774 -0.052632 -0.207127 -0.065421  0.175000 -1.000000 -0.397770 -0.517460 -1.000000       7
189  0.097454  0.521805 -0.184855 -0.364486 -0.778571 -0.900161 -0.408922  0.066667 -1.000000       7
188 -0.006146  0.242105 -0.020045  0.102804 -0.839286 -0.755233 -0.195167 -1.000000 -1.000000       7
187  0.053556 -0.184962  0.487751 -0.414330 -0.082143 -0.806763 -0.368030 -1.000000 -1.000000       7
186 -0.365233  0.079699  0.452116  0.202492 -0.485714 -0.529791 -0.933086  0.034921 -1.000000       7
185 -0.985953 -0.109774  0.425390 -0.052960  0.071429 -0.433172 -1.000000 -0.244444 -1.000000       7
198 -0.634767  0.097744 -1.000000  0.476636  0.175000 -0.987118 -0.321561 -0.593651 -1.000000       7
213 -0.476734  0.052632 -1.000000  0.115265  0.267857 -1.000000 -0.407063  0.060317 -1.000000       7

[214 rows x 10 columns]
This is a classification set
class key: {0: 1.0, 1: 2.0, 2: 3.0, 3: 5.0, 4: 6.0, 5: 7.0}
the dataset is: 
[-0.13432835820895783, -0.12481203007518771, 1.0, -0.49532710280373826, -0.29642857142857115, -0.9806763285024155, -0.3828996282527881, -1.0, -1.0, 0]
[-0.4328358208955113, -0.3744360902255638, 0.576837416481069, -0.41433021806853587, 0.22499999999999853, -0.8132045088566828, -0.44981412639405194, -1.0, -1.0, 0]
[-0.4372256365232642, -0.2721804511278194, 0.6080178173719375, -0.5264797507788161, 0.22499999999999853, -0.8164251207729469, -0.4776951672862453, -1.0, -1.0, 0]
[-0.5776997366110644, -0.38045112781954915, 0.6080178173719375, -0.17133956386292826, 0.12857142857142856, -0.7938808373590982, -0.5092936802973977, -1.0, 0.019607843137254832, 0]
[-0.4495171202809489, -0.2360902255639099, 0.6124721603563474, -0.4080996884735203, 0.1678571428571427, -0.822866344605475, -0.5092936802973977, -1.0, -1.0, 0]
[-0.428446005267778, -0.2541353383458643, 0.6436525612472159, -0.3769470404984424, 0.0, -0.8164251207729469, -0.4814126394052044, -1.0, -1.0, 0]
[-0.5583845478490024, -0.15789473684210542, 0.5812917594654787, -0.22118380062305298, 0.13571428571428412, -0.8743961352657005, -0.5631970260223048, -1.0, -1.0, 0]
[-0.4328358208955113, -0.04962406015037568, 0.6035634743875278, -0.33333333333333326, 0.04285714285714448, -0.8454106280193237, -0.5539033457249071, -1.0, -1.0, 0]
[-0.41352063213344925, -0.41052631578947385, 0.576837416481069, -0.3457943925233644, 0.12142857142857277, -0.8164251207729469, -0.3828996282527881, -1.0, -1.0, 0]
[-0.4486391571554139, -0.22706766917293209, 0.6035634743875278, -0.47040498442367606, 0.17142857142857304, -0.8132045088566828, -0.49070631970260226, -1.0, -1.0, 0]
[-0.41264266900791435, -0.4135338345864663, 0.6347438752783963, -0.4579439252336449, 0.17857142857142883, -0.8035426731078905, -0.3921933085501861, -1.0, -1.0, 0]
[-0.43810359964881873, -0.31729323308270674, 0.6035634743875278, -0.33333333333333326, 0.13571428571428412, -0.8164251207729469, -0.44795539033457243, -1.0, -0.5686274509803921, 0]
[-0.050921861281828296, 0.09172932330827055, 0.7149220489977728, -0.6261682242990654, -0.44642857142857184, -0.9516908212560387, -0.30855018587360594, -1.0, -1.0, 0]
[-0.4205443371378461, -0.36240601503759406, 0.5501113585746102, -0.41433021806853587, 0.12857142857142856, -0.8035426731078905, -0.4182156133828996, -0.9428571428571428, -0.13725490196078427, 0]
[-0.44512730465319605, -0.3654135338345865, 0.5590200445434297, -0.47040498442367606, 0.23571428571428465, -0.8196457326892109, -0.4200743494423791, -1.0, -1.0, 0]
[-0.42669007901668843, -0.42255639097744346, 0.5857461024498887, -0.37071651090342683, 0.1678571428571427, -0.8035426731078905, -0.3940520446096656, -1.0, -0.4509803921568627, 0]
[-0.41264266900791435, -0.29323308270676685, 0.55456570155902, -0.383177570093458, 0.08928571428571441, -0.8067632850241546, -0.43122676579925645, -1.0, -1.0, 0]
[-0.42669007901668843, -0.4496240601503758, 0.5679287305122493, -0.28971962616822433, 0.19285714285714528, -0.8164251207729469, -0.42193308550185893, -1.0, -1.0, 0]
[-0.40474100087796294, -0.2541353383458643, 0.5501113585746102, -0.3021806853582555, 0.01071428571428612, -0.8099838969404187, -0.4423791821561339, -1.0, -1.0, 0]
[-0.43020193151888686, -0.32330827067669154, 0.576837416481069, -0.426791277258567, 0.13928571428571468, -0.7906602254428341, -0.42379182156133843, -1.0, -1.0, 0]
[-0.467954345917476, -0.35639097744360926, 0.5501113585746102, -0.35202492211838, 0.15357142857143113, -0.8196457326892109, -0.4423791821561339, -1.0, -1.0, 0]
[-0.4416154521509976, -0.3744360902255638, 0.5902004454342984, -0.33956386292834884, 0.14642857142857046, -0.8003220611916264, -0.4126394052044611, -1.0, -1.0, 0]
[-0.4547848990342368, -0.3834586466165415, 0.6124721603563474, -0.3769470404984424, 0.06428571428571672, -0.8099838969404187, -0.3921933085501861, -1.0, -1.0, 0]
[-0.2528533801580326, 0.21503759398496247, 0.6703786191536747, -1.0, -0.2107142857142872, -0.9903381642512077, -0.3364312267657993, -1.0, -1.0, 0]
[-0.44249341527655206, -0.37142857142857133, 0.5812917594654787, -0.25233644859813087, 0.050000000000000266, -0.8260869565217391, -0.42565055762081794, -1.0, -0.2549019607843137, 0]
[-0.45566286215979124, -0.31127819548872193, 0.576837416481069, -0.12772585669781933, 0.04285714285714448, -0.8260869565217391, -0.4405204460966544, -1.0, -0.7254901960784313, 0]
[-0.3011413520632169, -0.04661654135338322, 0.6614699331848553, -0.44548286604361376, -0.17499999999999838, -0.9806763285024155, -0.3568773234200743, -1.0, -1.0, 0]
[-0.468832309043011, -0.2030075187969922, 0.5590200445434297, -0.4641744548286605, 0.08571428571428408, -0.8389694041867954, -0.4423791821561339, -1.0, -1.0, 0]
[-0.3353819139596076, -0.33834586466165417, 0.6302895322939865, -0.20872274143302183, -0.0357142857142837, -0.8132045088566828, -0.4200743494423791, -1.0, -0.5294117647058824, 1]
[-0.5285338015803256, -0.1488721804511276, 0.5902004454342984, -0.264797507788162, -0.05714285714285594, -0.7938808373590982, -0.529739776951673, -1.0, -1.0, 1]
[-0.06760316066724636, -0.25714285714285734, 0.6391982182628062, -0.4641744548286605, 0.050000000000000266, -0.8260869565217391, -0.42565055762081794, -1.0, -1.0, 1]
[-0.4802458296751412, -0.1729323308270675, 0.5501113585746102, -0.11526479750778817, -0.03214285714285836, -0.8003220611916264, -0.5241635687732342, -1.0, -1.0, 1]
[-0.4978050921861138, -0.24812030075187952, 0.576837416481069, -0.25856697819314645, 0.08214285714285863, -0.8196457326892109, -0.5037174721189592, -1.0, -1.0, 1]
[-0.5188762071993043, -0.33834586466165417, 0.576837416481069, -0.17133956386292826, 0.124999999999998, -0.7938808373590982, -0.5167286245353161, -1.0, -0.17647058823529416, 1]
[-0.35996488147497707, -0.2421052631578947, 0.6748329621380844, -0.35825545171339557, -0.07499999999999785, -0.8132045088566828, -0.4442379182156134, -1.0, -1.0, 1]
[-0.5100965759438181, -0.22706766917293209, 0.6213808463251671, -0.22741433021806856, -0.028571428571428026, -0.7906602254428341, -0.5167286245353161, -1.0, 0.13725490196078427, 1]
[0.4258121158911341, -0.9127819548872182, -1.0, -0.7133956386292835, 0.1678571428571427, -1.0, 0.7713754646840147, -1.0, -1.0, 1]
[-0.37313432835821625, -0.24511278195488717, 0.7371937639198216, -0.3021806853582555, -0.10000000000000053, -0.822866344605475, -0.4646840148698884, -1.0, -0.607843137254902, 1]
[-0.3582089552238681, -0.19398496240601493, 0.7327394209354119, -0.35202492211838, -0.08214285714285863, -0.8357487922705313, -0.47026022304832726, -1.0, -1.0, 1]
[-0.3573309920983331, -0.28721804511278204, 0.7683741648106903, -0.4392523364485982, -0.06071428571428639, -0.8067632850241546, -0.4423791821561339, -1.0, -1.0, 1]
[-0.3178226514486351, -0.1789473684210523, 0.7060133630289531, -0.39563862928348914, -0.02142857142857224, -0.8164251207729469, -0.4832713754646839, -1.0, -0.4509803921568627, 1]
[0.4591747146619898, -0.4255639097744359, -1.0, -0.7632398753894081, -0.2107142857142872, -0.9806763285024155, 0.6672862453531598, -1.0, -1.0, 1]
[0.35996488147497696, -0.849624060150376, -1.0, -0.7009345794392523, 0.21428571428571241, -1.0, 0.7193308550185871, -1.0, -1.0, 1]
[-0.5153643546971058, -0.3353383458646618, 0.6080178173719375, -0.39563862928348914, 0.050000000000000266, -0.8196457326892109, -0.41078066914498146, -1.0, -1.0, 1]
[-0.4793678665496063, -0.10075187969924781, 0.6391982182628062, -0.052959501557632405, -0.19642857142857062, -0.7938808373590982, -0.5446096654275093, -1.0, -1.0, 1]
[-0.15188762071993045, -0.0827067669172934, 0.015590200445434244, -0.28971962616822433, -0.2214285714285733, -0.8421900161030595, -0.1784386617100373, -1.0, -0.33333333333333326, 1]
[-0.5215100965759483, -0.3203007518796992, 0.4164810690423162, -0.41433021806853587, 0.12857142857142856, -0.8132045088566828, -0.37174721189591076, -1.0, -0.05882352941176472, 1]
[-0.20544337137840263, -0.02255639097744344, -0.3986636971046771, -0.1651090342679129, -0.3035714285714268, -0.8743961352657005, -0.04646840148698883, -1.0, -0.2941176470588236, 1]
[-0.382791922739257, -0.10075187969924781, -1.0, -0.8317757009345794, 0.657142857142859, -1.0, 0.03345724907063197, -1.0, -1.0, 1]
[-0.36435469710272994, -0.36240601503759406, 0.6347438752783963, -0.4080996884735203, -0.014285714285716566, -0.8003220611916264, -0.3959107806691451, -1.0, 0.3725490196078429, 1]
[-0.47848990342405173, -0.31729323308270674, 0.5456570155902005, -0.06542056074766356, 0.039285714285714146, -0.78743961352657, -0.48884758364312275, -1.0, -1.0, 1]
[-0.5197541703248393, -0.36240601503759406, 0.5634743875278394, -0.28348909657320875, 0.14285714285714501, -0.7809983896940418, -0.4795539033457249, -0.9619047619047619, -0.019607843137254943, 1]
[-0.35381913959613465, -0.25714285714285734, 0.6169265033407572, -0.514018691588785, 0.07857142857142829, -0.8164251207729469, -0.44609665427509293, -0.9428571428571428, -0.33333333333333326, 1]
[-0.49517120280948934, -0.21804511278195482, 0.576837416481069, -0.17757009345794383, -0.02499999999999758, -0.7809983896940418, -0.5018587360594797, -1.0, -1.0, 1]
[-0.5092186128182635, -0.35639097744360926, 0.5857461024498887, -0.15887850467289732, 0.18928571428571495, -0.7906602254428341, -0.5241635687732342, -1.0, -1.0, 1]
[-0.16330114135206064, -0.15187969924812006, -0.069042316258352, -0.14018691588785048, -0.15357142857142614, -0.8293075684380032, -0.23048327137546465, -0.8285714285714285, -0.33333333333333326, 1]
[-0.5092186128182635, -0.38045112781954915, 0.5679287305122493, -0.22118380062305298, 0.26785714285714324, -0.78743961352657, -0.5408921933085502, -1.0, -1.0, 1]
[-0.39332748024583275, -0.31729323308270674, 0.6926503340757237, -0.5077881619937694, 0.16428571428571215, -0.8196457326892109, -0.45167286245353144, -1.0, -0.5294117647058824, 1]
[-0.4082528533801614, -0.2601503759398498, 0.7371937639198216, -0.37071651090342683, -0.10000000000000053, -0.822866344605475, -0.4405204460966544, -1.0, 0.0980392156862746, 1]
[-0.3889376646180799, -0.21804511278195482, 0.7149220489977728, -0.4018691588785047, 0.06071428571428639, -0.8325281803542673, -0.5000000000000002, -1.0, -1.0, 1]
[-0.3985952589991206, -0.10375939849624027, 0.7505567928730512, -0.22118380062305298, -0.28571428571428503, -0.8260869565217391, -0.4832713754646839, -1.0, -0.4117647058823529, 1]
[-0.38718173836699044, -0.18796992481203012, 0.7728285077951, -0.44548286604361376, -0.04285714285714448, -0.8132045088566828, -0.49442379182156126, -1.0, -1.0, 1]
[0.31606672519754553, -0.10676691729323329, -1.0, -0.33333333333333326, -0.48928571428571643, -0.9388083735909822, 0.48884758364312253, -1.0, -0.607843137254902, 1]
[-0.06760316066724636, -0.09172932330827066, -0.5501113585746102, -0.33333333333333326, -0.1500000000000008, -0.893719806763285, 0.0613382899628252, -1.0, -1.0, 1]
[-0.4767339771729623, -0.3503759398496239, 0.6124721603563474, -0.20249221183800625, 0.124999999999998, -0.8035426731078905, -0.5018587360594797, -1.0, -1.0, 1]
[-0.028094820017548372, 0.11278195488721798, -1.0, -0.557632398753894, 0.02142857142857224, -0.9677938808373591, 0.13197026022304814, -1.0, -0.6862745098039216, 1]
[0.76470588235294, -1.0, -1.0, 0.12772585669781944, -1.0, -0.8132045088566828, 0.4628252788104088, 1.0, 0.0980392156862746, 1]
[-0.7418788410886796, 0.0586466165413535, 0.37639198218262804, 0.11526479750778829, -0.11785714285714233, -0.6457326892109501, -0.6933085501858736, -1.0, -1.0, 1]
[-0.5522388059701405, -0.20902255639097755, 0.5946547884187081, -0.25233644859813087, 0.039285714285714146, -0.855072463768116, -0.4832713754646839, -1.0, -1.0, 1]
[-0.5794556628621539, -0.2902255639097745, 0.5679287305122493, -0.2149532710280374, 0.09285714285714475, -0.7809983896940418, -0.5130111524163568, -1.0, -0.6470588235294118, 1]
[-0.5338015803336135, -0.19398496240601493, 0.5812917594654787, -0.4018691588785047, 0.07142857142857251, -0.7809983896940418, -0.5037174721189592, -1.0, -1.0, 1]
[-0.5803336259877083, -0.2421052631578947, 0.5367483296213809, -0.28971962616822433, 0.20000000000000107, -0.8035426731078905, -0.5483271375464683, -1.0, -1.0, 1]
[-0.5812115891132433, -0.3593984962406017, 0.5679287305122493, 0.1401869158878506, 0.017857142857141906, -0.7777777777777778, -0.5278810408921933, -1.0, -1.0, 1]
[-0.5829675153643523, -0.37142857142857133, 0.5679287305122493, 0.0031152647975076775, 0.08928571428571441, -0.7777777777777778, -0.5278810408921933, -1.0, -1.0, 1]
[-0.5627743634767357, -0.040601503759398416, 0.5679287305122493, -0.4018691588785047, 0.0964285714285702, -0.8808373590982287, -0.533457249070632, -1.0, -0.4509803921568627, 1]
[-0.5504828797190511, -0.31729323308270674, 0.5946547884187081, -0.22118380062305298, 0.07857142857142829, -0.8035426731078905, -0.5148698884758366, -1.0, -1.0, 1]
[-0.534679543459168, -0.18496240601503766, 0.6080178173719375, -0.22118380062305298, -0.07857142857142829, -0.78743961352657, -0.5167286245353161, -1.0, -1.0, 1]
[-0.5829675153643523, -0.31127819548872193, 0.5946547884187081, -0.23987538940809972, 0.18214285714285916, -0.7777777777777778, -0.529739776951673, -1.0, -1.0, 1]
[-0.5776997366110644, -0.31127819548872193, 0.5857461024498887, -0.22118380062305298, 0.17857142857142883, -0.7681159420289855, -0.5408921933085502, -1.0, -1.0, 1]
[-0.5469710272168526, -0.21503759398496236, 0.5902004454342984, -0.20249221183800625, 0.09285714285714475, -0.8035426731078905, -0.5427509293680298, -1.0, -1.0, 1]
[-0.5803336259877083, -0.2902255639097745, 0.5991091314031178, -0.23364485981308414, 0.17499999999999827, -0.7842190016103059, -0.5539033457249071, -1.0, -1.0, 1]
[-0.35645302897279807, -0.12481203007518771, 0.7238307349665924, -0.38940809968847356, -0.23214285714285943, -0.8260869565217391, -0.4628252788104089, -1.0, 0.2549019607843137, 1]
[-0.597014925373146, 0.2421052631578946, 0.6347438752783963, -0.09657320872274144, -0.2642857142857127, -0.9484702093397746, -0.6412639405204461, -1.0, -0.5294117647058824, 1]
[-0.6014047410008794, -0.24511278195488717, 0.55456570155902, -0.264797507788162, 0.2285714285714291, -0.8776167471819646, -0.5167286245353161, -1.0, -1.0, 1]
[1.0, -0.5278195488721802, -1.0, -0.557632398753894, -0.8750000000000019, -0.961352657004831, 1.0, -1.0, -0.05882352941176472, 1]
[-0.534679543459168, -0.19699248120300739, 0.55456570155902, -0.23364485981308414, 0.014285714285716455, -0.7842190016103059, -0.5074349442379182, -1.0, -0.607843137254902, 1]
[-0.5390693590869209, -0.4526315789473683, 0.5501113585746102, -0.015576323987538832, 0.2214285714285733, -0.7971014492753623, -0.5074349442379182, -1.0, -0.6470588235294118, 1]
[0.19402985074627255, -0.7834586466165416, -1.0, -0.009345794392523477, -0.1500000000000008, -0.7391304347826086, 0.45167286245353155, -1.0, 0.3333333333333335, 1]
[0.13696224758560183, -0.06766917293233077, 0.2917594654788418, -0.45171339563862933, -0.5214285714285698, -0.9742351046698873, -0.003717472118959342, -1.0, -1.0, 1]
[0.41352063213344925, -0.07669172932330803, 0.4031180400890868, -0.7694704049844237, -0.7285714285714315, -0.9742351046698873, 0.15427509293680286, -1.0, -1.0, 1]
[-0.381035996488148, -0.4315789473684213, 0.2293986636971046, -0.6635514018691588, 0.42857142857142994, -0.8872785829307569, -0.2583643122676581, -1.0, -0.21568627450980393, 1]
[-0.4600526777875247, -0.5127819548872181, 0.2115812917594655, -0.1651090342679129, 0.09285714285714475, -0.7745571658615137, -0.29368029739776946, -1.0, -1.0, 1]
[-0.5258999122036816, -0.39248120300751876, 0.26948775055679275, -0.28348909657320875, 0.23571428571428465, -0.8164251207729469, -0.3754646840148701, -0.9301587301587302, -0.13725490196078427, 1]
[-0.3889376646180799, -0.32932330827067646, 0.31848552338530056, -0.28971962616822433, 0.11071428571428665, -0.8067632850241546, -0.3754646840148701, -0.9111111111111111, -1.0, 1]
[-0.5583845478490024, -0.3142857142857143, 0.5590200445434297, -0.25856697819314645, 0.10000000000000053, -0.8067632850241546, -0.5000000000000002, -1.0, -1.0, 1]
[-0.49604916593502435, -0.41654135338345866, 0.28285077951002213, -0.11526479750778817, 0.21428571428571241, -0.7648953301127215, -0.42193308550185893, -1.0, -1.0, 1]
[-0.36259877085162096, -0.31127819548872193, 0.6124721603563474, -0.5202492211838006, -0.09642857142857009, -0.7938808373590982, -0.31226765799256495, -1.0, -0.4117647058823529, 1]
[-0.3459174714662029, -0.20902255639097755, 0.5278396436525612, -0.28971962616822433, -0.12499999999999811, -0.8357487922705313, -0.41078066914498146, -1.0, -1.0, 1]
[-0.5487269534679615, -0.4045112781954885, 0.4832962138084631, -0.25233644859813087, 0.2392857142857152, -0.7842190016103059, -0.4776951672862453, -1.0, -1.0, 1]
[-0.5829675153643523, -0.24511278195488717, 0.4877505567928728, -0.264797507788162, 0.17499999999999827, -0.8743961352657005, -0.4814126394052044, -1.0, -1.0, 1]
[-0.5847234416154612, -0.28120300751879723, 0.5189309576837415, -0.19626168224299068, 0.23214285714285943, -0.9774557165861514, -0.44981412639405194, -1.0, -0.2549019607843137, 1]
[-0.5697980684811326, -0.34736842105263144, 0.5322939866369709, -0.2772585669781932, 0.16071428571428692, -0.8582930756843801, -0.47211895910780677, -1.0, -1.0, 1]
[-0.36259877085162096, -0.33834586466165417, 0.665924276169265, -0.4890965732087227, -0.11785714285714233, -0.7938808373590982, -0.3438661710037173, -1.0, -0.13725490196078427, 1]
[-0.4486391571554139, -0.5578947368421054, 0.4476614699331849, -0.4579439252336449, 0.3357142857142852, -0.8003220611916264, -0.3550185873605948, -1.0, -0.05882352941176472, 1]
[-0.11676909569798521, -0.007518796992481258, 0.6748329621380844, -0.8193146417445483, -0.2928571428571407, -0.964573268921095, -0.21561338289962828, -1.0, -1.0, 2]
[-0.4196663740122917, -0.15789473684210542, 0.5189309576837415, -0.23364485981308414, -0.2035714285714263, -0.8132045088566828, -0.3754646840148701, -1.0, -1.0, 2]
[-0.40210711150131906, -0.1669172932330827, 0.4966592427616925, -0.1651090342679129, -0.2392857142857151, -0.8164251207729469, -0.37174721189591076, -1.0, -0.6470588235294118, 2]
[-0.2809482001756004, -0.12481203007518771, 0.576837416481069, -0.7133956386292835, 0.014285714285716455, -0.9484702093397746, -0.3568773234200743, -0.9047619047619048, -0.05882352941176472, 2]
[-0.03775241439858912, 0.04060150375939853, 0.6837416481069041, -0.6137071651090342, -0.44642857142857184, -0.9259259259259259, -0.31040892193308545, -1.0, 0.4509803921568627, 2]
[-0.5258999122036816, -0.19398496240601493, 0.5100222717149221, -0.383177570093458, 0.01071428571428612, -0.8325281803542673, -0.4014869888475836, -1.0, -1.0, 2]
[-0.3705004389815528, -0.21804511278195482, 0.4877505567928728, -0.22118380062305298, -0.1678571428571426, -0.8196457326892109, -0.3382899628252788, -1.0, -1.0, 2]
[-0.5338015803336135, -0.3052631578947371, 0.5144766146993318, -0.39563862928348914, 0.14285714285714501, -0.8325281803542673, -0.4144981412639406, -1.0, -1.0, 2]
[-0.5654082528533797, -0.19097744360902258, 0.5144766146993318, -0.42056074766355145, 0.028571428571428026, -0.8099838969404187, -0.4628252788104089, -1.0, -1.0, 2]
[-0.4170324846356477, -0.12481203007518771, 0.6258351893095768, -0.7757009345794392, 0.13928571428571468, -0.9806763285024155, -0.34944237918215626, -1.0, -1.0, 2]
[-0.11150131694467791, 0.07969924812030094, 0.7371937639198216, -0.6635514018691588, -0.3964285714285716, -1.0, -0.24535315985130113, -1.0, -1.0, 2]
[-0.5171202809481954, -0.27518796992481187, 0.5367483296213809, -0.08411214953271029, -0.04642857142856982, -0.8067632850241546, -0.45167286245353144, -1.0, -0.33333333333333326, 2]
[-0.5364354697102769, -0.5699248120300752, 0.5679287305122493, -0.33956386292834884, 0.10000000000000053, -0.8164251207729469, -0.42379182156133843, -1.0, -1.0, 2]
[-0.512730465320462, -0.24511278195488717, 0.5902004454342984, -0.3208722741433022, 0.03214285714285836, -0.8196457326892109, -0.4405204460966544, -1.0, -0.607843137254902, 2]
[-0.5654082528533797, -0.21804511278195482, 0.5723830734966591, -0.3457943925233644, 0.02142857142857224, -0.8196457326892109, -0.4609665427509294, -1.0, -1.0, 2]
[-0.425812115891134, -0.12180451127819536, 0.6302895322939865, -0.4890965732087227, 0.05714285714285605, -0.964573268921095, -0.41078066914498146, -1.0, -1.0, 2]
[-0.4916593503072909, -0.3593984962406017, 0.5946547884187081, -0.36448598130841114, 0.0, -0.8035426731078905, -0.3754646840148701, -1.0, -1.0, 2]
