options: {'left_index': True, 'order_results': True, 'rename_cols': {2: 'RI', 3: 'Na', 4: 'Mg', 5: 'Al', 6: 'Si', 7: 'K', 8: 'Ca', 9: 'Ba', 10: 'Fe'}, 'result_col': 11}
          RI     Na    Mg    Al     Si     K     Ca    Ba    Fe  result
Pandas(Index=0, RI=1.5185999999999999, Na=13.359999999999999, Mg=3.4300000000000002, Al=1.4299999999999999, Si=72.260000000000005, K=0.51000000000000001, Ca=8.5999999999999996, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=44, RI=1.5170700000000001, Na=13.48, Mg=3.48, Al=1.71, Si=72.519999999999996, K=0.62, Ca=7.9900000000000002, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=31, RI=1.5159400000000001, Na=13.09, Mg=3.52, Al=1.55, Si=72.870000000000005, K=0.68000000000000005, Ca=8.0500000000000007, Ba=0.0, Fe=0.089999999999999997, result=2)
Pandas(Index=70, RI=1.5164500000000001, Na=13.44, Mg=3.6099999999999999, Al=1.54, Si=72.390000000000001, K=0.66000000000000003, Ca=8.0299999999999994, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=115, RI=1.5168700000000002, Na=13.23, Mg=3.54, Al=1.48, Si=72.840000000000003, K=0.56000000000000005, Ca=8.0999999999999996, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=110, RI=1.51779, Na=13.210000000000001, Mg=3.3900000000000001, Al=1.3300000000000001, Si=72.760000000000005, K=0.58999999999999997, Ca=8.5899999999999999, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=12, RI=1.51627, Na=13.0, Mg=3.5800000000000001, Al=1.54, Si=72.829999999999998, K=0.60999999999999999, Ca=8.0399999999999991, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=109, RI=1.51766, Na=13.210000000000001, Mg=3.6899999999999999, Al=1.29, Si=72.609999999999999, K=0.56999999999999995, Ca=8.2200000000000006, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=103, RI=1.5161799999999999, Na=13.01, Mg=3.5, Al=1.48, Si=72.890000000000001, K=0.59999999999999998, Ca=8.1199999999999992, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=60, RI=1.5182899999999999, Na=13.24, Mg=3.8999999999999999, Al=1.4099999999999999, Si=72.329999999999998, K=0.55000000000000004, Ca=8.3100000000000005, Ba=0.0, Fe=0.10000000000000001, result=2)
Pandas(Index=81, RI=1.5178399999999999, Na=13.08, Mg=3.4900000000000002, Al=1.28, Si=72.859999999999999, K=0.59999999999999998, Ca=8.4900000000000002, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=142, RI=1.5166299999999999, Na=12.93, Mg=3.54, Al=1.6200000000000001, Si=72.959999999999994, K=0.64000000000000001, Ca=8.0299999999999994, Ba=0.0, Fe=0.20999999999999999, result=2)
Pandas(Index=50, RI=1.5165500000000001, Na=13.41, Mg=3.3900000000000001, Al=1.28, Si=72.640000000000001, K=0.52000000000000002, Ca=8.6500000000000004, Ba=0.0, Fe=0.0, result=3)
Pandas(Index=147, RI=1.5161, Na=13.42, Mg=3.3999999999999999, Al=1.22, Si=72.689999999999998, K=0.58999999999999997, Ca=8.3200000000000003, Ba=0.0, Fe=0.0, result=3)
Pandas(Index=33, RI=1.51789, Na=13.19, Mg=3.8999999999999999, Al=1.3, Si=72.329999999999998, K=0.55000000000000004, Ca=8.4399999999999995, Ba=0.0, Fe=0.28000000000000003, result=2)
Pandas(Index=3, RI=1.5156700000000001, Na=13.289999999999999, Mg=3.4500000000000002, Al=1.21, Si=72.739999999999995, K=0.56000000000000005, Ca=8.5700000000000003, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=14, RI=1.51711, Na=12.890000000000001, Mg=3.6200000000000001, Al=1.5700000000000001, Si=72.959999999999994, K=0.60999999999999999, Ca=8.1099999999999994, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=128, RI=1.51755, Na=13.0, Mg=3.6000000000000001, Al=1.3600000000000001, Si=72.989999999999995, K=0.56999999999999995, Ca=8.4000000000000004, Ba=0.0, Fe=0.11, result=1)
Pandas(Index=75, RI=1.51667, Na=12.94, Mg=3.6099999999999999, Al=1.26, Si=72.75, K=0.56000000000000005, Ca=8.5999999999999996, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=126, RI=1.5159, Na=12.82, Mg=3.52, Al=1.8999999999999999, Si=72.859999999999999, K=0.68999999999999995, Ca=7.9699999999999998, Ba=0.0, Fe=0.0, result=2)
the 25 nearest are: [1, 2, 2, 3, 3, 2, 2, 2, 2, 2, 1, 2, 1, 2, 2, 1, 2, 3, 3, 2, 1, 2, 1, 2, 2]
guess: 2
actual: 3

point is: Pandas(Index=17, RI=1.52369, Na=13.44, Mg=0.0, Al=1.5800000000000001, Si=72.219999999999999, K=0.32000000000000001, Ca=12.24, Ba=0.0, Fe=0.0, result=5)
nearest rows: {6: 2.9877785412577018, 17: 2.2776988782760541, 25: 3.5464938548374803, 26: 2.4982627256555703, 32: 2.2416993553998301, 35: 3.6466519198300231, 38: 3.6810416864795221, 53: 1.8690949681597249, 55: 1.4464446622321936, 65: 2.9088525462972519, 67: 2.3252314129135621, 69: 2.785072774650605, 84: 3.2841365903536959, 86: 1.2594896039666239, 89: 1.6610256620534205, 91: 3.6441626650850814, 92: 2.8039167999247034, 95: 3.4691786013550803, 98: 3.4153636790391735, 119: 3.3405550877661043, 123: 3.2669564968637093, 124: 3.5884475266610774, 139: 3.7468136694530219, 140: 3.2020008857119331, 150: 1.7281841686868895}
The nearest 25 neighbors are: 
Pandas(Index=86, RI=1.5199400000000001, Na=13.27, Mg=0.0, Al=1.76, Si=73.030000000000001, K=0.46999999999999997, Ca=11.32, Ba=0.0, Fe=0.0, result=5)
Pandas(Index=55, RI=1.5222200000000001, Na=14.43, Mg=0.0, Al=1.0, Si=72.670000000000002, K=0.10000000000000001, Ca=11.52, Ba=0.0, Fe=0.080000000000000002, result=2)
Pandas(Index=89, RI=1.52119, Na=12.970000000000001, Mg=0.33000000000000002, Al=1.51, Si=73.390000000000001, K=0.13, Ca=11.27, Ba=0.0, Fe=0.28000000000000003, result=5)
Pandas(Index=150, RI=1.5191600000000001, Na=14.15, Mg=0.0, Al=2.0899999999999999, Si=72.739999999999995, K=0.0, Ca=10.880000000000001, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=53, RI=1.51969, Na=12.640000000000001, Mg=0.0, Al=1.6499999999999999, Si=73.75, K=0.38, Ca=11.529999999999999, Ba=0.0, Fe=0.0, result=5)
Pandas(Index=32, RI=1.51969, Na=14.56, Mg=0.0, Al=0.56000000000000005, Si=73.480000000000004, K=0.0, Ca=11.220000000000001, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=17, RI=1.5202, Na=13.98, Mg=1.3500000000000001, Al=1.6299999999999999, Si=71.760000000000005, K=0.39000000000000001, Ca=10.56, Ba=0.0, Fe=0.17999999999999999, result=2)
Pandas(Index=67, RI=1.52475, Na=11.449999999999999, Mg=0.0, Al=1.8799999999999999, Si=72.189999999999998, K=0.81000000000000005, Ca=13.24, Ba=0.0, Fe=0.34000000000000002, result=2)
Pandas(Index=26, RI=1.5277700000000001, Na=12.640000000000001, Mg=0.0, Al=0.67000000000000004, Si=72.019999999999996, K=0.059999999999999998, Ca=14.4, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=69, RI=1.5181799999999999, Na=13.720000000000001, Mg=0.0, Al=0.56000000000000005, Si=74.450000000000003, K=0.0, Ca=10.99, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=92, RI=1.5166600000000001, Na=12.859999999999999, Mg=0.0, Al=1.8300000000000001, Si=73.879999999999995, K=0.96999999999999997, Ca=10.17, Ba=0.0, Fe=0.0, result=5)
Pandas(Index=65, RI=1.51888, Na=14.99, Mg=0.78000000000000003, Al=1.74, Si=72.5, K=0.0, Ca=9.9499999999999993, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=6, RI=1.51915, Na=12.73, Mg=1.8500000000000001, Al=1.8600000000000001, Si=72.689999999999998, K=0.59999999999999998, Ca=10.09, Ba=0.0, Fe=0.0, result=5)
Pandas(Index=140, RI=1.5205799999999998, Na=12.85, Mg=1.6100000000000001, Al=2.1699999999999999, Si=72.180000000000007, K=0.76000000000000001, Ca=9.6999999999999993, Ba=0.23999999999999999, Fe=0.51000000000000001, result=5)
Pandas(Index=123, RI=1.5215100000000001, Na=11.029999999999999, Mg=1.71, Al=1.5600000000000001, Si=73.439999999999998, K=0.57999999999999996, Ca=11.619999999999999, Ba=0.0, Fe=0.0, result=5)
Pandas(Index=84, RI=1.5164, Na=14.369999999999999, Mg=0.0, Al=2.7400000000000002, Si=72.849999999999994, K=0.0, Ca=9.4499999999999993, Ba=0.54000000000000004, Fe=0.0, result=7)
Pandas(Index=119, RI=1.52081, Na=13.779999999999999, Mg=2.2799999999999998, Al=1.4299999999999999, Si=71.989999999999995, K=0.48999999999999999, Ca=9.8499999999999996, Ba=0.0, Fe=0.17000000000000001, result=2)
Pandas(Index=98, RI=1.52068, Na=13.550000000000001, Mg=2.0899999999999999, Al=1.6699999999999999, Si=72.180000000000007, K=0.53000000000000003, Ca=9.5700000000000003, Ba=0.27000000000000002, Fe=0.17000000000000001, result=2)
Pandas(Index=95, RI=1.5241, Na=13.83, Mg=2.8999999999999999, Al=1.1699999999999999, Si=71.150000000000006, K=0.080000000000000002, Ca=10.789999999999999, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=25, RI=1.5193700000000001, Na=13.789999999999999, Mg=2.4100000000000001, Al=1.1899999999999999, Si=72.760000000000005, K=0.0, Ca=9.7699999999999996, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=124, RI=1.51623, Na=14.140000000000001, Mg=0.0, Al=2.8799999999999999, Si=72.609999999999999, K=0.080000000000000002, Ca=9.1799999999999997, Ba=1.0600000000000001, Fe=0.0, result=7)
Pandas(Index=91, RI=1.51905, Na=14.0, Mg=2.3900000000000001, Al=1.5600000000000001, Si=72.370000000000005, K=0.0, Ca=9.5700000000000003, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=35, RI=1.5153099999999999, Na=14.380000000000001, Mg=0.0, Al=2.6600000000000001, Si=73.099999999999994, K=0.040000000000000001, Ca=9.0800000000000001, Ba=0.64000000000000001, Fe=0.0, result=7)
Pandas(Index=38, RI=1.51545, Na=14.140000000000001, Mg=0.0, Al=2.6800000000000002, Si=73.390000000000001, K=0.080000000000000002, Ca=9.0700000000000003, Ba=0.60999999999999999, Fe=0.050000000000000003, result=7)
Pandas(Index=139, RI=1.52725, Na=13.800000000000001, Mg=3.1499999999999999, Al=0.66000000000000003, Si=70.569999999999993, K=0.080000000000000002, Ca=11.640000000000001, Ba=0.0, Fe=0.0, result=2)
the 25 nearest are: [5, 2, 5, 6, 5, 6, 2, 2, 2, 2, 5, 6, 5, 5, 5, 7, 2, 2, 2, 6, 7, 6, 7, 7, 2]
guess: 2
actual: 5

point is: Pandas(Index=18, RI=1.5129900000000001, Na=14.4, Mg=1.74, Al=1.54, Si=74.549999999999997, K=0.0, Ca=7.5899999999999999, Ba=0.0, Fe=0.0, result=6)
nearest rows: {5: 2.7835245002693991, 16: 2.7466904467012641, 20: 2.8391058610062423, 39: 2.7559244592150924, 48: 2.8055321937201128, 56: 2.8443649626762002, 57: 2.6699831670630436, 71: 2.7629729845946707, 72: 2.8211027458247613, 76: 2.8373625454636535, 94: 2.5379139642627746, 97: 2.5706241739313023, 99: 2.7205740100390536, 105: 2.8193631316487027, 108: 2.5616417524899942, 113: 2.7071409993570703, 116: 2.8115669689516549, 118: 2.6026925196995485, 122: 2.6154025657439401, 130: 2.7668968752738121, 135: 2.579691876193746, 138: 2.3763426988757317, 144: 2.7763850710051008, 148: 2.7481657901225698, 151: 2.8443646913854077}
The nearest 25 neighbors are: 
Pandas(Index=138, RI=1.5151399999999999, Na=14.85, Mg=0.0, Al=2.4199999999999999, Si=73.719999999999999, K=0.0, Ca=8.3900000000000006, Ba=0.56000000000000005, Fe=0.0, result=7)
Pandas(Index=94, RI=1.51569, Na=13.24, Mg=3.4900000000000002, Al=1.47, Si=73.25, K=0.38, Ca=8.0299999999999994, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=108, RI=1.5159, Na=13.24, Mg=3.3399999999999999, Al=1.47, Si=73.099999999999994, K=0.39000000000000001, Ca=8.2200000000000006, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=97, RI=1.51593, Na=13.25, Mg=3.4500000000000002, Al=1.4299999999999999, Si=73.170000000000002, K=0.60999999999999999, Ca=7.8600000000000003, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=135, RI=1.5161799999999999, Na=13.529999999999999, Mg=3.5499999999999998, Al=1.54, Si=72.989999999999995, K=0.39000000000000001, Ca=7.7800000000000002, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=118, RI=1.5158799999999999, Na=13.119999999999999, Mg=3.4100000000000001, Al=1.5800000000000001, Si=73.260000000000005, K=0.070000000000000007, Ca=8.3900000000000006, Ba=0.0, Fe=0.19, result=2)
Pandas(Index=122, RI=1.5185200000000001, Na=14.09, Mg=2.1899999999999999, Al=1.6599999999999999, Si=72.670000000000002, K=0.0, Ca=9.3200000000000003, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=57, RI=1.51617, Na=14.949999999999999, Mg=0.0, Al=2.27, Si=73.299999999999997, K=0.0, Ca=8.7100000000000009, Ba=0.67000000000000004, Fe=0.0, result=7)
Pandas(Index=113, RI=1.51651, Na=14.380000000000001, Mg=0.0, Al=1.9399999999999999, Si=73.609999999999999, K=0.0, Ca=8.4800000000000004, Ba=1.5700000000000001, Fe=0.0, result=7)
Pandas(Index=99, RI=1.5177799999999999, Na=13.210000000000001, Mg=2.8100000000000001, Al=1.29, Si=72.980000000000004, K=0.51000000000000001, Ca=9.0199999999999996, Ba=0.0, Fe=0.089999999999999997, result=1)
Pandas(Index=16, RI=1.51589, Na=12.880000000000001, Mg=3.4300000000000002, Al=1.3999999999999999, Si=73.280000000000001, K=0.68999999999999995, Ca=8.0500000000000007, Ba=0.0, Fe=0.23999999999999999, result=1)
Pandas(Index=148, RI=1.5168900000000001, Na=12.67, Mg=2.8799999999999999, Al=1.71, Si=73.209999999999994, K=0.72999999999999998, Ca=8.5399999999999991, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=39, RI=1.51742, Na=13.27, Mg=3.6200000000000001, Al=1.24, Si=73.079999999999998, K=0.55000000000000004, Ca=8.0700000000000003, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=71, RI=1.5174299999999998, Na=13.300000000000001, Mg=3.6000000000000001, Al=1.1399999999999999, Si=73.090000000000003, K=0.57999999999999996, Ca=8.1699999999999999, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=130, RI=1.5172700000000001, Na=14.699999999999999, Mg=0.0, Al=2.3399999999999999, Si=73.280000000000001, K=0.0, Ca=8.9499999999999993, Ba=0.66000000000000003, Fe=0.0, result=7)
Pandas(Index=144, RI=1.51674, Na=12.789999999999999, Mg=3.52, Al=1.54, Si=73.359999999999999, K=0.66000000000000003, Ca=7.9000000000000004, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=5, RI=1.51593, Na=13.09, Mg=3.5899999999999999, Al=1.52, Si=73.099999999999994, K=0.67000000000000004, Ca=7.8300000000000001, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=48, RI=1.5162899999999999, Na=12.710000000000001, Mg=3.3300000000000001, Al=1.49, Si=73.280000000000001, K=0.67000000000000004, Ca=8.2400000000000002, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=116, RI=1.51596, Na=13.02, Mg=3.5600000000000001, Al=1.54, Si=73.109999999999999, K=0.71999999999999997, Ca=7.9000000000000004, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=105, RI=1.5159, Na=13.02, Mg=3.5800000000000001, Al=1.51, Si=73.120000000000005, K=0.68999999999999995, Ca=7.96, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=72, RI=1.5175399999999999, Na=13.48, Mg=3.7400000000000002, Al=1.1699999999999999, Si=72.989999999999995, K=0.58999999999999997, Ca=8.0299999999999994, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=76, RI=1.5181100000000001, Na=12.960000000000001, Mg=2.96, Al=1.4299999999999999, Si=72.920000000000002, K=0.59999999999999998, Ca=8.7899999999999991, Ba=0.14000000000000001, Fe=0.0, result=2)
Pandas(Index=20, RI=1.51769, Na=12.449999999999999, Mg=2.71, Al=1.29, Si=73.700000000000003, K=0.56000000000000005, Ca=9.0600000000000005, Ba=0.0, Fe=0.23999999999999999, result=1)
Pandas(Index=151, RI=1.51623, Na=14.199999999999999, Mg=0.0, Al=2.79, Si=73.459999999999994, K=0.040000000000000001, Ca=9.0399999999999991, Ba=0.40000000000000002, Fe=0.089999999999999997, result=7)
Pandas(Index=56, RI=1.5164600000000001, Na=13.41, Mg=3.5499999999999998, Al=1.25, Si=72.810000000000002, K=0.68000000000000005, Ca=8.0999999999999996, Ba=0.0, Fe=0.0, result=2)
the 25 nearest are: [7, 2, 2, 2, 1, 2, 6, 7, 7, 1, 1, 2, 1, 1, 7, 2, 2, 2, 2, 2, 1, 2, 1, 7, 2]
guess: 2
actual: 6

point is: Pandas(Index=19, RI=1.51508, Na=15.15, Mg=0.0, Al=2.25, Si=73.5, K=0.0, Ca=8.3399999999999999, Ba=0.63, Fe=0.0, result=7)
nearest rows: {17: 3.4804060415991676, 25: 3.4308480590227246, 29: 1.0059830400657859, 32: 3.4490464264924015, 34: 1.1924365885027202, 35: 1.2125592987149143, 38: 1.3263861190844843, 40: 1.1772863128822983, 41: 1.4334936766166777, 57: 0.46786877230693896, 58: 3.4233916563694553, 59: 0.73641090438694812, 65: 2.2097770113746766, 84: 1.5846771729282934, 91: 3.2706904104332453, 92: 3.2018123768266, 98: 3.3104729813124867, 100: 1.1903799612308685, 113: 1.2666104550729083, 122: 2.8834028219449324, 124: 1.7623851232066163, 130: 0.79498729304310256, 138: 0.41797129518664311, 150: 2.9071836279120751, 151: 1.3222334599078944}
The nearest 25 neighbors are: 
Pandas(Index=138, RI=1.5151399999999999, Na=14.85, Mg=0.0, Al=2.4199999999999999, Si=73.719999999999999, K=0.0, Ca=8.3900000000000006, Ba=0.56000000000000005, Fe=0.0, result=7)
Pandas(Index=57, RI=1.51617, Na=14.949999999999999, Mg=0.0, Al=2.27, Si=73.299999999999997, K=0.0, Ca=8.7100000000000009, Ba=0.67000000000000004, Fe=0.0, result=7)
Pandas(Index=59, RI=1.5160899999999999, Na=15.01, Mg=0.0, Al=2.5099999999999998, Si=73.049999999999997, K=0.050000000000000003, Ca=8.8300000000000001, Ba=0.53000000000000003, Fe=0.0, result=7)
Pandas(Index=130, RI=1.5172700000000001, Na=14.699999999999999, Mg=0.0, Al=2.3399999999999999, Si=73.280000000000001, K=0.0, Ca=8.9499999999999993, Ba=0.66000000000000003, Fe=0.0, result=7)
Pandas(Index=29, RI=1.5164500000000001, Na=14.94, Mg=0.0, Al=1.8700000000000001, Si=73.109999999999999, K=0.0, Ca=8.6699999999999999, Ba=1.3799999999999999, Fe=0.0, result=7)
Pandas(Index=40, RI=1.5168299999999999, Na=14.56, Mg=0.0, Al=1.98, Si=73.290000000000006, K=0.0, Ca=8.5199999999999996, Ba=1.5700000000000001, Fe=0.070000000000000007, result=7)
Pandas(Index=100, RI=1.51719, Na=14.75, Mg=0.0, Al=2.0, Si=73.019999999999996, K=0.0, Ca=8.5299999999999994, Ba=1.5900000000000001, Fe=0.080000000000000002, result=7)
Pandas(Index=34, RI=1.51732, Na=14.949999999999999, Mg=0.0, Al=1.8, Si=72.989999999999995, K=0.0, Ca=8.6099999999999994, Ba=1.55, Fe=0.0, result=7)
Pandas(Index=35, RI=1.5153099999999999, Na=14.380000000000001, Mg=0.0, Al=2.6600000000000001, Si=73.099999999999994, K=0.040000000000000001, Ca=9.0800000000000001, Ba=0.64000000000000001, Fe=0.0, result=7)
Pandas(Index=113, RI=1.51651, Na=14.380000000000001, Mg=0.0, Al=1.9399999999999999, Si=73.609999999999999, K=0.0, Ca=8.4800000000000004, Ba=1.5700000000000001, Fe=0.0, result=7)
Pandas(Index=151, RI=1.51623, Na=14.199999999999999, Mg=0.0, Al=2.79, Si=73.459999999999994, K=0.040000000000000001, Ca=9.0399999999999991, Ba=0.40000000000000002, Fe=0.089999999999999997, result=7)
Pandas(Index=38, RI=1.51545, Na=14.140000000000001, Mg=0.0, Al=2.6800000000000002, Si=73.390000000000001, K=0.080000000000000002, Ca=9.0700000000000003, Ba=0.60999999999999999, Fe=0.050000000000000003, result=7)
Pandas(Index=41, RI=1.51711, Na=14.23, Mg=0.0, Al=2.0800000000000001, Si=73.359999999999999, K=0.0, Ca=8.6199999999999992, Ba=1.6699999999999999, Fe=0.0, result=7)
Pandas(Index=84, RI=1.5164, Na=14.369999999999999, Mg=0.0, Al=2.7400000000000002, Si=72.849999999999994, K=0.0, Ca=9.4499999999999993, Ba=0.54000000000000004, Fe=0.0, result=7)
Pandas(Index=124, RI=1.51623, Na=14.140000000000001, Mg=0.0, Al=2.8799999999999999, Si=72.609999999999999, K=0.080000000000000002, Ca=9.1799999999999997, Ba=1.0600000000000001, Fe=0.0, result=7)
Pandas(Index=65, RI=1.51888, Na=14.99, Mg=0.78000000000000003, Al=1.74, Si=72.5, K=0.0, Ca=9.9499999999999993, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=122, RI=1.5185200000000001, Na=14.09, Mg=2.1899999999999999, Al=1.6599999999999999, Si=72.670000000000002, K=0.0, Ca=9.3200000000000003, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=150, RI=1.5191600000000001, Na=14.15, Mg=0.0, Al=2.0899999999999999, Si=72.739999999999995, K=0.0, Ca=10.880000000000001, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=92, RI=1.5166600000000001, Na=12.859999999999999, Mg=0.0, Al=1.8300000000000001, Si=73.879999999999995, K=0.96999999999999997, Ca=10.17, Ba=0.0, Fe=0.0, result=5)
Pandas(Index=91, RI=1.51905, Na=14.0, Mg=2.3900000000000001, Al=1.5600000000000001, Si=72.370000000000005, K=0.0, Ca=9.5700000000000003, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=98, RI=1.52068, Na=13.550000000000001, Mg=2.0899999999999999, Al=1.6699999999999999, Si=72.180000000000007, K=0.53000000000000003, Ca=9.5700000000000003, Ba=0.27000000000000002, Fe=0.17000000000000001, result=2)
Pandas(Index=58, RI=1.51831, Na=14.390000000000001, Mg=0.0, Al=1.8200000000000001, Si=72.859999999999999, K=1.4099999999999999, Ca=6.4699999999999998, Ba=2.8799999999999999, Fe=0.0, result=7)
Pandas(Index=25, RI=1.5193700000000001, Na=13.789999999999999, Mg=2.4100000000000001, Al=1.1899999999999999, Si=72.760000000000005, K=0.0, Ca=9.7699999999999996, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=32, RI=1.51969, Na=14.56, Mg=0.0, Al=0.56000000000000005, Si=73.480000000000004, K=0.0, Ca=11.220000000000001, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=17, RI=1.5202, Na=13.98, Mg=1.3500000000000001, Al=1.6299999999999999, Si=71.760000000000005, K=0.39000000000000001, Ca=10.56, Ba=0.0, Fe=0.17999999999999999, result=2)
the 25 nearest are: [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 5, 6, 2, 7, 6, 6, 2]
guess: 7
actual: 7

point is: Pandas(Index=20, RI=1.51685, Na=14.92, Mg=0.0, Al=1.99, Si=73.060000000000002, K=0.0, Ca=8.4000000000000004, Ba=1.5900000000000001, Fe=0.0, result=7)
nearest rows: {17: 3.4502045189379706, 18: 3.4107838160751225, 29: 0.36646986233522605, 34: 0.29597334491470778, 35: 1.4521027414064056, 38: 1.6160451602600707, 40: 0.44977772332564586, 41: 0.79309524497376538, 57: 1.0389419918359244, 58: 2.7797305861539896, 59: 1.2607936300600506, 65: 2.4331058589588741, 84: 1.76468133171403, 91: 3.3341422945039398, 92: 3.3975726682589129, 98: 3.2469854740820736, 100: 0.23216398428696949, 113: 0.77678833384648349, 122: 3.0200170179818526, 124: 1.5807278021215418, 130: 1.1775823437874731, 138: 1.2986157723129639, 140: 3.4690076265266399, 150: 3.0632997463682865, 151: 1.7758942492164314}
The nearest 25 neighbors are: 
Pandas(Index=100, RI=1.51719, Na=14.75, Mg=0.0, Al=2.0, Si=73.019999999999996, K=0.0, Ca=8.5299999999999994, Ba=1.5900000000000001, Fe=0.080000000000000002, result=7)
Pandas(Index=34, RI=1.51732, Na=14.949999999999999, Mg=0.0, Al=1.8, Si=72.989999999999995, K=0.0, Ca=8.6099999999999994, Ba=1.55, Fe=0.0, result=7)
Pandas(Index=29, RI=1.5164500000000001, Na=14.94, Mg=0.0, Al=1.8700000000000001, Si=73.109999999999999, K=0.0, Ca=8.6699999999999999, Ba=1.3799999999999999, Fe=0.0, result=7)
Pandas(Index=40, RI=1.5168299999999999, Na=14.56, Mg=0.0, Al=1.98, Si=73.290000000000006, K=0.0, Ca=8.5199999999999996, Ba=1.5700000000000001, Fe=0.070000000000000007, result=7)
Pandas(Index=113, RI=1.51651, Na=14.380000000000001, Mg=0.0, Al=1.9399999999999999, Si=73.609999999999999, K=0.0, Ca=8.4800000000000004, Ba=1.5700000000000001, Fe=0.0, result=7)
Pandas(Index=41, RI=1.51711, Na=14.23, Mg=0.0, Al=2.0800000000000001, Si=73.359999999999999, K=0.0, Ca=8.6199999999999992, Ba=1.6699999999999999, Fe=0.0, result=7)
Pandas(Index=57, RI=1.51617, Na=14.949999999999999, Mg=0.0, Al=2.27, Si=73.299999999999997, K=0.0, Ca=8.7100000000000009, Ba=0.67000000000000004, Fe=0.0, result=7)
Pandas(Index=130, RI=1.5172700000000001, Na=14.699999999999999, Mg=0.0, Al=2.3399999999999999, Si=73.280000000000001, K=0.0, Ca=8.9499999999999993, Ba=0.66000000000000003, Fe=0.0, result=7)
Pandas(Index=59, RI=1.5160899999999999, Na=15.01, Mg=0.0, Al=2.5099999999999998, Si=73.049999999999997, K=0.050000000000000003, Ca=8.8300000000000001, Ba=0.53000000000000003, Fe=0.0, result=7)
Pandas(Index=138, RI=1.5151399999999999, Na=14.85, Mg=0.0, Al=2.4199999999999999, Si=73.719999999999999, K=0.0, Ca=8.3900000000000006, Ba=0.56000000000000005, Fe=0.0, result=7)
Pandas(Index=35, RI=1.5153099999999999, Na=14.380000000000001, Mg=0.0, Al=2.6600000000000001, Si=73.099999999999994, K=0.040000000000000001, Ca=9.0800000000000001, Ba=0.64000000000000001, Fe=0.0, result=7)
Pandas(Index=124, RI=1.51623, Na=14.140000000000001, Mg=0.0, Al=2.8799999999999999, Si=72.609999999999999, K=0.080000000000000002, Ca=9.1799999999999997, Ba=1.0600000000000001, Fe=0.0, result=7)
Pandas(Index=38, RI=1.51545, Na=14.140000000000001, Mg=0.0, Al=2.6800000000000002, Si=73.390000000000001, K=0.080000000000000002, Ca=9.0700000000000003, Ba=0.60999999999999999, Fe=0.050000000000000003, result=7)
Pandas(Index=84, RI=1.5164, Na=14.369999999999999, Mg=0.0, Al=2.7400000000000002, Si=72.849999999999994, K=0.0, Ca=9.4499999999999993, Ba=0.54000000000000004, Fe=0.0, result=7)
Pandas(Index=151, RI=1.51623, Na=14.199999999999999, Mg=0.0, Al=2.79, Si=73.459999999999994, K=0.040000000000000001, Ca=9.0399999999999991, Ba=0.40000000000000002, Fe=0.089999999999999997, result=7)
Pandas(Index=65, RI=1.51888, Na=14.99, Mg=0.78000000000000003, Al=1.74, Si=72.5, K=0.0, Ca=9.9499999999999993, Ba=0.0, Fe=0.0, result=6)
