options: {'value_encode': {1: {'n': -1, '?': 0, 'y': 1}, 2: {'n': -1, '?': 0, 'y': 1}, 3: {'n': -1, '?': 0, 'y': 1}, 4: {'n': -1, '?': 0, 'y': 1}, 5: {'n': -1, '?': 0, 'y': 1}, 6: {'n': -1, '?': 0, 'y': 1}, 7: {'n': -1, '?': 0, 'y': 1}, 8: {'n': -1, '?': 0, 'y': 1}, 9: {'n': -1, '?': 0, 'y': 1}, 10: {'n': -1, '?': 0, 'y': 1}, 11: {'n': -1, '?': 0, 'y': 1}, 12: {'n': -1, '?': 0, 'y': 1}, 13: {'n': -1, '?': 0, 'y': 1}, 14: {'n': -1, '?': 0, 'y': 1}, 15: {'n': -1, '?': 0, 'y': 1}, 16: {'n': -1, '?': 0, 'y': 1}}, 'normalize_cols': {2: 'handicapped-infants', 3: 'water-project-cost-sharing', 4: 'adoption-of-the-budget-resolution', 5: 'physician-fee-freeze', 6: 'el-salvador-aid', 7: 'religious-groups-in-schools', 8: 'anti-satellite-test-ban', 9: 'aid-to-nicaraguan-contras', 10: 'mx-missile', 11: 'immigration', 12: 'synfuels-corporation-cutback', 13: 'education-spending', 14: 'superfund-right-to-sue', 15: 'crime', 16: 'duty-free-exports', 17: 'export-administration-act-south-africa'}, 'result_col': 1, 'order_results': True}
     handicapped-infants  water-project-cost-sharing  adoption-of-the-budget-resolution  physician-fee-freeze  el-salvador-aid  religious-groups-in-schools  anti-satellite-test-ban  aid-to-nicaraguan-contras  mx-missile  immigration  synfuels-corporation-cutback  education-spending  superfund-right-to-sue  crime  duty-free-exports  export-administration-act-south-africa      result
prediction: democrat
instance confidence[22] = [0.0014473329837478965, 0.998552667016252]
prediction: democrat
instance confidence[23] = [0.029533900492857597, 0.9704660995071424]
prediction: democrat
instance confidence[24] = [0.23304855618927897, 0.766951443810721]
prediction: democrat
instance confidence[25] = [0.03514436751254131, 0.9648556324874588]
prediction: democrat
instance confidence[26] = [0.8587894398897598, 0.1412105601102401]
prediction: republican
instance confidence[27] = [0.7111063362004356, 0.2888936637995642]
prediction: republican
instance confidence[28] = [0.871446364018405, 0.128553635981595]
prediction: republican
instance confidence[29] = [0.9827905792080606, 0.0172094207919394]
prediction: republican
instance confidence[30] = [0.9333706938981722, 0.06662930610182788]
prediction: republican
instance confidence[31] = [0.8968905753070129, 0.10310942469298691]
prediction: republican
instance confidence[32] = [0.9551786595640874, 0.04482134043591245]
prediction: republican
instance confidence[33] = [0.9482391825274076, 0.051760817472592494]
prediction: republican
instance confidence[34] = [0.9076933275903101, 0.09230667240968987]
prediction: republican
instance confidence[35] = [0.9312423786240867, 0.0687576213759133]
prediction: republican
instance confidence[36] = [0.9703535985858242, 0.02964640141417593]
prediction: republican
instance confidence[37] = [0.9808859073677776, 0.019114092632222465]
prediction: republican
instance confidence[38] = [0.9703535985858242, 0.02964640141417593]
prediction: republican
instance confidence[39] = [0.9854796200541238, 0.01452037994587612]
prediction: republican
instance confidence[40] = [0.9256200757194348, 0.07437992428056509]
prediction: republican
instance confidence[41] = [0.9728886348388294, 0.02711136516117062]
prediction: republican
instance confidence[42] = [0.9629302565534911, 0.03706974344650887]
prediction: republican
instance confidence[43] = [0.9742711224661407, 0.025728877533859284]
prediction: republican
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
classification loss: 0
republican final test pred: 
[0.05142764 0.04871919 0.05183069 0.04278148 0.02863076 0.62412922
 0.02847095 0.03910743 0.04122912 0.09104747 0.08967923 0.06717231
 0.02212631 0.05470881 0.01301268 0.04131129 0.15939983 0.02931496
 0.02353737 0.00846258 0.39945936 0.03487573 0.00811123 0.03758456
 0.44282348 0.04722261 0.83514866 0.57135992 0.86071162 0.97073231
 0.90845801 0.9034358  0.93698648 0.92344932 0.76757879 0.92517468
 0.96234011 0.96748971 0.96234011 0.94185635 0.86367041 0.96179663
 0.94911781 0.95019112]
democrat final test pred: 
[0.94857236 0.95128081 0.94816931 0.95721852 0.97136924 0.37587078
 0.97152905 0.96089257 0.95877088 0.90895253 0.91032077 0.93282769
 0.97787369 0.94529119 0.98698732 0.95868871 0.84060017 0.97068504
 0.97646263 0.99153742 0.60054064 0.96512427 0.99188877 0.96241544
 0.55717652 0.95277739 0.16485134 0.42864008 0.13928838 0.02926769
 0.09154199 0.0965642  0.06301352 0.07655068 0.23242121 0.07482532
 0.03765989 0.03251029 0.03765989 0.05814365 0.13632959 0.03820337
 0.05088219 0.04980888]


Test Set:
Possible result classes: ['republican', 'democrat']
instance confidence[0] = [0.051427638553924127, 0.9485723614460759]
prediction: democrat
instance confidence[1] = [0.04871918787920367, 0.9512808121207964]
prediction: democrat
instance confidence[2] = [0.05183069051487108, 0.9481693094851288]
prediction: democrat
instance confidence[3] = [0.042781482573983814, 0.9572185174260163]
prediction: democrat
instance confidence[4] = [0.02863076001680379, 0.9713692399831961]
prediction: democrat
instance confidence[5] = [0.624129222203408, 0.3758707777965919]
prediction: republican
instance confidence[6] = [0.02847094965315784, 0.9715290503468422]
prediction: democrat
instance confidence[7] = [0.03910743137196046, 0.9608925686280395]
prediction: democrat
instance confidence[8] = [0.0412291207694649, 0.9587708792305352]
prediction: democrat
instance confidence[9] = [0.09104747394754298, 0.908952526052457]
prediction: democrat
instance confidence[10] = [0.08967923421752394, 0.9103207657824761]
prediction: democrat
instance confidence[11] = [0.06717231106698852, 0.9328276889330114]
prediction: democrat
instance confidence[12] = [0.02212631293627532, 0.9778736870637247]
prediction: democrat
instance confidence[13] = [0.05470881133991594, 0.945291188660084]
prediction: democrat
instance confidence[14] = [0.013012680543878236, 0.9869873194561217]
prediction: democrat
instance confidence[15] = [0.04131129260141792, 0.958688707398582]
prediction: democrat
instance confidence[16] = [0.1593998324716426, 0.8406001675283572]
prediction: democrat
instance confidence[17] = [0.029314962312884652, 0.9706850376871153]
prediction: democrat
instance confidence[18] = [0.023537374856035322, 0.9764626251439646]
prediction: democrat
instance confidence[19] = [0.008462583142455026, 0.9915374168575449]
prediction: democrat
instance confidence[20] = [0.39945935668220245, 0.6005406433177974]
prediction: democrat
instance confidence[21] = [0.034875726862264714, 0.9651242731377352]
prediction: democrat
instance confidence[22] = [0.008111232678191742, 0.9918887673218082]
prediction: democrat
instance confidence[23] = [0.037584564425256865, 0.9624154355747431]
prediction: democrat
instance confidence[24] = [0.44282348129067484, 0.5571765187093252]
prediction: democrat
instance confidence[25] = [0.04722260995530874, 0.9527773900446912]
prediction: democrat
instance confidence[26] = [0.8351486585110224, 0.1648513414889776]
prediction: republican
instance confidence[27] = [0.5713599214758152, 0.42864007852418484]
prediction: republican
instance confidence[28] = [0.8607116215484613, 0.13928837845153885]
prediction: republican
instance confidence[29] = [0.9707323066094048, 0.029267693390595272]
prediction: republican
instance confidence[30] = [0.9084580143023729, 0.09154198569762699]
prediction: republican
instance confidence[31] = [0.903435801443841, 0.09656419855615914]
prediction: republican
instance confidence[32] = [0.9369864754534674, 0.0630135245465327]
prediction: republican
instance confidence[33] = [0.923449318358041, 0.07655068164195894]
prediction: republican
instance confidence[34] = [0.7675787938737261, 0.23242120612627384]
prediction: republican
instance confidence[35] = [0.9251746841384009, 0.07482531586159913]
prediction: republican
instance confidence[36] = [0.9623401130077203, 0.03765988699227979]
prediction: republican
instance confidence[37] = [0.9674897092137774, 0.03251029078622266]
prediction: republican
instance confidence[38] = [0.9623401130077203, 0.03765988699227979]
prediction: republican
instance confidence[39] = [0.9418563518191742, 0.05814364818082582]
prediction: republican
instance confidence[40] = [0.8636704123451765, 0.13632958765482336]
prediction: republican
instance confidence[41] = [0.9617966312329866, 0.038203368767013385]
prediction: republican
instance confidence[42] = [0.9491178141213992, 0.05088218587860066]
prediction: republican
instance confidence[43] = [0.9501911180149937, 0.049808881985006354]
prediction: republican
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: republican; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
classification loss: 1
republican final test pred: 
[0.22752382 0.18367603 0.21270155 0.15984337 0.16409205 0.72130772
 0.1496154  0.15422824 0.25645798 0.31874485 0.22262617 0.33960805
 0.12651343 0.15832852 0.14582127 0.17062123 0.3052018  0.14408221
 0.15181775 0.10518492 0.60817263 0.16730474 0.16015223 0.12977108
 0.64086833 0.15003973 0.73293816 0.53915201 0.77531249 0.87291664
 0.78983379 0.82661695 0.83955785 0.80629292 0.50449167 0.81754288
 0.87192117 0.84747674 0.87192117 0.68287369 0.66613707 0.86345906
 0.85200005 0.8307038 ]
democrat final test pred: 
[0.77247618 0.81632397 0.78729845 0.84015663 0.83590795 0.27869228
 0.8503846  0.84577176 0.74354202 0.68125515 0.77737383 0.66039195
 0.87348657 0.84167148 0.85417873 0.82937877 0.6947982  0.85591779
 0.84818225 0.89481508 0.39182737 0.83269526 0.83984777 0.87022892
 0.35913167 0.84996027 0.26706184 0.46084799 0.22468751 0.12708336
 0.21016621 0.17338305 0.16044215 0.19370708 0.49550833 0.18245712
 0.12807883 0.15252326 0.12807883 0.31712631 0.33386293 0.13654094
 0.14799995 0.1692962 ]


Test Set:
Possible result classes: ['republican', 'democrat']
instance confidence[0] = [0.22752382148115144, 0.7724761785188485]
prediction: democrat
instance confidence[1] = [0.1836760311772831, 0.8163239688227169]
prediction: democrat
instance confidence[2] = [0.21270154806132358, 0.7872984519386763]
prediction: democrat
instance confidence[3] = [0.1598433684942518, 0.8401566315057482]
prediction: democrat
instance confidence[4] = [0.1640920544477112, 0.8359079455522889]
prediction: democrat
instance confidence[5] = [0.7213077210069566, 0.27869227899304344]
prediction: republican
instance confidence[6] = [0.14961539892468206, 0.850384601075318]
prediction: democrat
instance confidence[7] = [0.15422823843771638, 0.8457717615622836]
prediction: democrat
instance confidence[8] = [0.2564579771383315, 0.7435420228616685]
prediction: democrat
instance confidence[9] = [0.3187448453879647, 0.6812551546120352]
prediction: democrat
instance confidence[10] = [0.22262616571392738, 0.7773738342860725]
prediction: democrat
instance confidence[11] = [0.3396080515246756, 0.6603919484753243]
prediction: democrat
instance confidence[12] = [0.12651342601028212, 0.8734865739897179]
prediction: democrat
instance confidence[13] = [0.15832852205985684, 0.8416714779401432]
prediction: democrat
instance confidence[14] = [0.1458212744226545, 0.8541787255773455]
prediction: democrat
instance confidence[15] = [0.17062123451846686, 0.8293787654815331]
prediction: democrat
instance confidence[16] = [0.3052018039035334, 0.6947981960964666]
prediction: democrat
instance confidence[17] = [0.14408220909560962, 0.8559177909043904]
prediction: democrat
instance confidence[18] = [0.15181774552965024, 0.8481822544703498]
prediction: democrat
instance confidence[19] = [0.10518492138394475, 0.8948150786160554]
prediction: democrat
instance confidence[20] = [0.6081726337390467, 0.3918273662609534]
prediction: republican
instance confidence[21] = [0.16730473543082336, 0.8326952645691766]
prediction: democrat
instance confidence[22] = [0.16015222896934098, 0.839847771030659]
prediction: democrat
instance confidence[23] = [0.1297710751753226, 0.8702289248246774]
prediction: democrat
instance confidence[24] = [0.6408683329244239, 0.35913166707557614]
prediction: republican
instance confidence[25] = [0.15003972905939136, 0.8499602709406087]
prediction: democrat
instance confidence[26] = [0.7329381599553414, 0.2670618400446586]
prediction: republican
instance confidence[27] = [0.5391520109078394, 0.4608479890921606]
prediction: republican
instance confidence[28] = [0.7753124891935853, 0.22468751080641466]
prediction: republican
instance confidence[29] = [0.872916635335831, 0.1270833646641691]
prediction: republican
instance confidence[30] = [0.7898337878684952, 0.2101662121315048]
prediction: republican
instance confidence[31] = [0.8266169545056524, 0.1733830454943476]
prediction: republican
instance confidence[32] = [0.8395578495061928, 0.16044215049380728]
prediction: republican
instance confidence[33] = [0.8062929208154305, 0.19370707918456959]
prediction: republican
instance confidence[34] = [0.5044916723823631, 0.4955083276176368]
prediction: republican
instance confidence[35] = [0.8175428784598813, 0.1824571215401187]
prediction: republican
instance confidence[36] = [0.8719211710151021, 0.12807882898489795]
prediction: republican
instance confidence[37] = [0.8474767439808584, 0.1525232560191417]
prediction: republican
instance confidence[38] = [0.8719211710151021, 0.12807882898489795]
prediction: republican
instance confidence[39] = [0.6828736899349528, 0.31712631006504716]
prediction: republican
instance confidence[40] = [0.6661370718037573, 0.33386292819624286]
prediction: republican
instance confidence[41] = [0.8634590628848523, 0.13654093711514761]
prediction: republican
instance confidence[42] = [0.8520000513584929, 0.14799994864150712]
prediction: republican
instance confidence[43] = [0.8307038011172169, 0.1692961988827832]
prediction: republican
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: republican; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: republican; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: republican; actual: democrat
pred: democrat; actual: democrat
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
classification loss: 3
republican final test pred: 
[1.28737034e-02 3.14155251e-04 3.26533387e-02 6.99226557e-04
 5.77469820e-04 1.91706453e-02 7.57961915e-04 1.70182551e-03
 7.04055099e-05 1.37909317e-02 1.01207135e-02 1.45865673e-03
 6.77339838e-04 4.00964424e-02 9.59452365e-05 1.25485504e-03
 5.42797606e-02 3.51071816e-03 5.33775528e-04 2.98400060e-05
 4.38680517e-03 1.24194072e-03 1.39551051e-05 9.33347297e-03
 9.62693134e-03 6.02574541e-03 9.32480357e-01 9.90315197e-01
 9.33652756e-01 9.98025143e-01 9.80712490e-01 8.88963217e-01
 9.93280237e-01 9.89230422e-01 9.96968548e-01 8.93240805e-01
 9.85687382e-01 9.95389791e-01 9.85687382e-01 9.99859212e-01
 9.88675387e-01 9.91143270e-01 9.89690850e-01 9.99087441e-01]
democrat final test pred: 
[9.87126297e-01 9.99685845e-01 9.67346661e-01 9.99300773e-01
 9.99422530e-01 9.80829355e-01 9.99242038e-01 9.98298174e-01
 9.99929594e-01 9.86209068e-01 9.89879287e-01 9.98541343e-01
 9.99322660e-01 9.59903558e-01 9.99904055e-01 9.98745145e-01
 9.45720239e-01 9.96489282e-01 9.99466224e-01 9.99970160e-01
 9.95613195e-01 9.98758059e-01 9.99986045e-01 9.90666527e-01
 9.90373069e-01 9.93974255e-01 6.75196426e-02 9.68480293e-03
 6.63472444e-02 1.97485728e-03 1.92875104e-02 1.11036783e-01
 6.71976288e-03 1.07695775e-02 3.03145168e-03 1.06759195e-01
 1.43126182e-02 4.61020914e-03 1.43126182e-02 1.40788497e-04
 1.13246128e-02 8.85673013e-03 1.03091500e-02 9.12559104e-04]


Test Set:
Possible result classes: ['republican', 'democrat']
instance confidence[0] = [0.012873703401214768, 0.9871262965987853]
prediction: democrat
instance confidence[1] = [0.0003141552505810827, 0.999685844749419]
prediction: democrat
instance confidence[2] = [0.03265333874883968, 0.9673466612511602]
prediction: democrat
instance confidence[3] = [0.0006992265571620212, 0.9993007734428379]
prediction: democrat
instance confidence[4] = [0.0005774698198380134, 0.999422530180162]
prediction: democrat
instance confidence[5] = [0.019170645333421134, 0.980829354666579]
prediction: democrat
instance confidence[6] = [0.0007579619150478772, 0.999242038084952]
prediction: democrat
instance confidence[7] = [0.001701825511954156, 0.9982981744880459]
prediction: democrat
instance confidence[8] = [7.040550986451363e-05, 0.9999295944901354]
prediction: democrat
instance confidence[9] = [0.013790931660206118, 0.9862090683397939]
prediction: democrat
instance confidence[10] = [0.010120713476782851, 0.9898792865232172]
prediction: democrat
instance confidence[11] = [0.001458656729672729, 0.9985413432703274]
prediction: democrat
instance confidence[12] = [0.000677339838319056, 0.9993226601616809]
prediction: democrat
instance confidence[13] = [0.0400964424393271, 0.959903557560673]
prediction: democrat
instance confidence[14] = [9.594523648760447e-05, 0.9999040547635123]
prediction: democrat
instance confidence[15] = [0.0012548550409437595, 0.9987451449590563]
prediction: democrat
instance confidence[16] = [0.05427976061035682, 0.9457202393896431]
prediction: democrat
instance confidence[17] = [0.0035107181594904576, 0.9964892818405097]
prediction: democrat
instance confidence[18] = [0.0005337755275654084, 0.9994662244724346]
prediction: democrat
instance confidence[19] = [2.9840005967112488e-05, 0.9999701599940328]
prediction: democrat
instance confidence[20] = [0.004386805169617982, 0.995613194830382]
prediction: democrat
instance confidence[21] = [0.0012419407188123852, 0.9987580592811875]
prediction: democrat
instance confidence[22] = [1.3955105108689684e-05, 0.9999860448948913]
prediction: democrat
instance confidence[23] = [0.009333472970406653, 0.9906665270295933]
prediction: democrat
instance confidence[24] = [0.00962693133903728, 0.9903730686609628]
prediction: democrat
instance confidence[25] = [0.0060257454138781166, 0.9939742545861219]
prediction: democrat
instance confidence[26] = [0.9324803573682571, 0.06751964263174301]
prediction: republican
instance confidence[27] = [0.9903151970748736, 0.009684802925126407]
prediction: republican
instance confidence[28] = [0.9336527555876621, 0.06634724441233796]
prediction: republican
instance confidence[29] = [0.9980251427225142, 0.0019748572774858967]
prediction: republican
instance confidence[30] = [0.980712489622657, 0.019287510377342974]
prediction: republican
instance confidence[31] = [0.8889632170795542, 0.1110367829204459]
prediction: republican
instance confidence[32] = [0.9932802371174272, 0.006719762882572887]
prediction: republican
instance confidence[33] = [0.9892304224832489, 0.01076957751675106]
prediction: republican
instance confidence[34] = [0.9969685483168531, 0.0030314516831467823]
prediction: republican
instance confidence[35] = [0.893240805250365, 0.10675919474963515]
prediction: republican
instance confidence[36] = [0.9856873817651424, 0.014312618234857674]
prediction: republican
instance confidence[37] = [0.9953897908617739, 0.00461020913822595]
prediction: republican
instance confidence[38] = [0.9856873817651424, 0.014312618234857674]
prediction: republican
instance confidence[39] = [0.9998592115031966, 0.0001407884968034681]
prediction: republican
instance confidence[40] = [0.9886753872372338, 0.011324612762766105]
prediction: republican
instance confidence[41] = [0.9911432698743328, 0.008856730125667175]
prediction: republican
instance confidence[42] = [0.9896908500291085, 0.010309149970891452]
prediction: republican
instance confidence[43] = [0.9990874408955559, 0.0009125591044440754]
prediction: republican
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
classification loss: 0
republican final test pred: 
[1.65760754e-02 3.05706996e-03 2.41083475e-02 3.90543851e-03
 2.20693112e-03 8.91770241e-02 2.99057388e-03 5.57070347e-03
 6.87334083e-04 1.94915146e-02 2.94918677e-02 4.26916508e-03
 2.71009988e-03 4.34862789e-02 5.26708414e-04 4.39950550e-03
 8.37446638e-02 6.99007093e-03 2.15195880e-03 2.38007778e-04
 2.95361870e-02 4.04806211e-03 8.56393285e-05 1.62253874e-02
 4.38647138e-02 1.42839636e-02 8.96866223e-01 9.43544157e-01
 9.08580997e-01 9.94496265e-01 9.66128535e-01 8.87091427e-01
 9.82616759e-01 9.76975292e-01 9.86575007e-01 9.24151713e-01
 9.80492347e-01 9.91044702e-01 9.80492347e-01 9.98924345e-01
 9.74744891e-01 9.85324121e-01 9.81523528e-01 9.95420522e-01]
democrat final test pred: 
[0.98342392 0.99694293 0.97589165 0.99609456 0.99779307 0.91082298
 0.99700943 0.9944293  0.99931267 0.98050849 0.97050813 0.99573083
 0.9972899  0.95651372 0.99947329 0.99560049 0.91625534 0.99300993
 0.99784804 0.99976199 0.97046381 0.99595194 0.99991436 0.98377461
 0.95613529 0.98571604 0.10313378 0.05645584 0.091419   0.00550374
 0.03387147 0.11290857 0.01738324 0.02302471 0.01342499 0.07584829
 0.01950765 0.0089553  0.01950765 0.00107565 0.02525511 0.01467588
 0.01847647 0.00457948]


Test Set:
Possible result classes: ['republican', 'democrat']
instance confidence[0] = [0.01657607542531302, 0.983423924574687]
prediction: democrat
instance confidence[1] = [0.003057069963039404, 0.9969429300369607]
prediction: democrat
instance confidence[2] = [0.02410834754458494, 0.975891652455415]
prediction: democrat
instance confidence[3] = [0.0039054385072984726, 0.9960945614927015]
prediction: democrat
instance confidence[4] = [0.002206931123230671, 0.9977930688767693]
prediction: democrat
instance confidence[5] = [0.08917702414816098, 0.9108229758518391]
prediction: democrat
instance confidence[6] = [0.0029905738774574186, 0.9970094261225426]
prediction: democrat
instance confidence[7] = [0.005570703466976771, 0.9944292965330233]
prediction: democrat
instance confidence[8] = [0.0006873340829438293, 0.9993126659170561]
prediction: democrat
instance confidence[9] = [0.01949151463155127, 0.9805084853684487]
prediction: democrat
instance confidence[10] = [0.029491867652491, 0.970508132347509]
prediction: democrat
instance confidence[11] = [0.00426916508195622, 0.9957308349180438]
prediction: democrat
instance confidence[12] = [0.0027100998830712508, 0.9972899001169288]
prediction: democrat
instance confidence[13] = [0.04348627888883913, 0.9565137211111608]
prediction: democrat
instance confidence[14] = [0.0005267084143744035, 0.9994732915856256]
prediction: democrat
instance confidence[15] = [0.004399505504066147, 0.9956004944959338]
prediction: democrat
instance confidence[16] = [0.08374466378100512, 0.9162553362189948]
prediction: democrat
instance confidence[17] = [0.006990070929035248, 0.9930099290709649]
prediction: democrat
instance confidence[18] = [0.002151958796431217, 0.9978480412035688]
prediction: democrat
instance confidence[19] = [0.00023800777750613704, 0.9997619922224938]
prediction: democrat
instance confidence[20] = [0.029536187020797362, 0.9704638129792027]
prediction: democrat
instance confidence[21] = [0.004048062114156168, 0.9959519378858438]
prediction: democrat
instance confidence[22] = [8.563932847765813e-05, 0.9999143606715223]
prediction: democrat
instance confidence[23] = [0.016225387428086088, 0.9837746125719139]
prediction: democrat
instance confidence[24] = [0.043864713842083486, 0.9561352861579167]
prediction: democrat
instance confidence[25] = [0.014283963562900093, 0.9857160364371]
prediction: democrat
instance confidence[26] = [0.8968662227871761, 0.10313377721282381]
prediction: republican
instance confidence[27] = [0.9435441569092977, 0.05645584309070215]
prediction: republican
instance confidence[28] = [0.9085809965972969, 0.09141900340270309]
prediction: republican
instance confidence[29] = [0.9944962648382769, 0.005503735161723003]
prediction: republican
instance confidence[30] = [0.9661285349483779, 0.03387146505162215]
prediction: republican
instance confidence[31] = [0.8870914265252896, 0.11290857347471049]
prediction: republican
instance confidence[32] = [0.9826167594658225, 0.017383240534177478]
prediction: republican
instance confidence[33] = [0.9769752918696734, 0.023024708130326567]
prediction: republican
instance confidence[34] = [0.9865750069606527, 0.013424993039347424]
prediction: republican
instance confidence[35] = [0.9241517129360266, 0.07584828706397338]
prediction: republican
instance confidence[36] = [0.9804923471197502, 0.01950765288024966]
prediction: republican
instance confidence[37] = [0.991044701949079, 0.008955298050920954]
prediction: republican
instance confidence[38] = [0.9804923471197502, 0.01950765288024966]
prediction: republican
instance confidence[39] = [0.9989243453761957, 0.00107565462380443]
prediction: republican
instance confidence[40] = [0.9747448908039877, 0.025255109196012215]
prediction: republican
instance confidence[41] = [0.9853241212713706, 0.01467587872862948]
prediction: republican
instance confidence[42] = [0.9815235278605898, 0.01847647213941005]
prediction: republican
instance confidence[43] = [0.9954205224466411, 0.0045794775533587575]
prediction: republican
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
classification loss: 0
republican final test pred: 
