options: {'rename_cols': {1: 'vendor', 2: 'model', 3: 'MYCT', 4: 'MMIN', 5: 'MMAX', 6: 'CACH', 7: 'CHMIN', 8: 'CHMAX', 9: 'PRP'}, 'result_col': 10, 'drop_columns': ['model', 'PRP']}
        vendor  MYCT   MMIN   MMAX  CACH  CHMIN  CHMAX  result
better split found on 1 at 75 with mse=25.630769230769232
better split found on 1 at 180 with mse=24.21153846153846
better split found on 1 at 185 with mse=20.646153846153844
better split found on 2 at 1000 with mse=20.646153846153844
data [['perkin-elmer' 250 1000 16000 1 1 8 64]
 ['honeywell' 300 1000 16000 8 2 112 73]
 ['bti' 200 512 16000 0 4 32 64]] 
has less than 7 samples, prune subtree
better split found on 0 at cambex with mse=13.600000000000001
better split found on 0 at ibm with mse=11.600000000000001
better split found on 1 at 75 with mse=8.666666666666668
data [['ipl' 50 2000 16000 24 1 6 82]
 ['magnuson' 50 2000 16000 12 3 16 80]
 ['magnuson' 50 2000 16000 24 6 16 88]
 ['ncr' 56 4000 16000 0 1 8 78]
 ['nas' 75 4000 16000 16 1 6 86]
 ['ibm' 57 4000 16000 1 6 12 82]] 
has less than 7 samples, prune subtree
better split found on 0 at amdahl with mse=685.5476190476192
better split found on 0 at cdc with mse=684.0619047619049
better split found on 0 at ibm with mse=669.5512820512821
better split found on 0 at nas with mse=575.1533333333334
better split found on 0 at ncr with mse=520.8205128205128
better split found on 4 at 64 with mse=436.6282051282052
better split found on 5 at 6 with mse=436.45714285714286
better split found on 5 at 8 with mse=385.4424242424242
better split found on 0 at amdahl with mse=370.8090909090909
better split found on 0 at gould with mse=346.26262626262627
better split found on 0 at ncr with mse=342.4454545454546
better split found on 0 at siemens with mse=322.50909090909084
better split found on 1 at 48 with mse=290.92532467532465
better split found on 4 at 64 with mse=262.4
better split found on 0 at amdahl with mse=271.0
better split found on 0 at ncr with mse=231.88888888888886
better split found on 1 at 48 with mse=121.15833333333335
data [['ncr' 38 8000 16000 64 4 8 142]
 ['amdahl' 29 8000 16000 32 8 16 132]
 ['ibm' 17 4000 16000 32 6 12 116]
 ['nas' 48 4000 24000 32 8 24 151]] 
has less than 7 samples, prune subtree
data [['nas' 60 2000 16000 64 5 8 107]
 ['gould' 75 2000 16000 64 1 38 113]
 ['siemens' 52 4000 16000 32 4 12 99]
 ['nas' 50 4000 16000 64 5 10 119]
 ['nas' 72 4000 16000 64 8 16 120]
 ['nas' 60 4000 16000 32 1 6 95]] 
has less than 7 samples, prune subtree
data [['cdc' 56 5240 20970 30 12 24 138]
 ['siemens' 59 8000 16000 64 12 24 149]
 ['ncr' 38 4000 16000 128 16 32 190]
 ['ibm' 57 4000 24000 64 12 16 171]] 
has less than 7 samples, prune subtree
better split found on 0 at amdahl with mse=11573.55303030303
better split found on 0 at honeywell with mse=10364.080952380955
better split found on 0 at nas with mse=9288.636363636364
better split found on 2 at 2000 with mse=8350.644444444444
better split found on 2 at 8000 with mse=5226.75303030303
better split found on 4 at 112 with mse=5212.63888888889
better split found on 0 at amdahl with mse=3930.8541666666665
better split found on 0 at honeywell with mse=3421.80303030303
better split found on 1 at 23 with mse=3106.560606060606
better split found on 2 at 2000 with mse=2364.240740740741
better split found on 2 at 8000 with mse=2178.008333333333
better split found on 4 at 48 with mse=1608.513888888889
data [['amdahl' 29 8000 32000 32 8 32 253]
 ['sperry' 50 2000 32000 48 26 52 227]
 ['ibm' 26 8000 32000 0 8 24 220]
 ['amdahl' 29 8000 32000 32 8 32 253]
 ['sperry' 50 2000 32000 24 6 26 182]
 ['honeywell' 140 2000 32000 32 1 20 175]] 
has less than 7 samples, prune subtree
data [['nas' 40 8000 32000 64 8 24 266]
 ['amdahl' 23 16000 32000 64 16 32 381]
 ['ibm' 26 16000 32000 64 16 24 361]
 ['sperry' 50 4000 32000 112 52 104 360]
 ['amdahl' 26 8000 32000 64 8 32 290]
 ['nas' 38 8000 32000 64 8 24 267]] 
has less than 7 samples, prune subtree
data [['nas' 30 16000 32000 256 16 24 603]
 ['siemens' 26 8000 32000 128 24 32 382]
 ['nas' 38 16000 32000 128 16 32 426]] 
has less than 7 samples, prune subtree
data [['amdahl' 23 16000 64000 64 16 32 749]
 ['amdahl' 23 32000 64000 128 32 64 1238]
 ['sperry' 30 8000 64000 96 12 176 919]
 ['sperry' 30 8000 64000 128 12 176 978]] 
has less than 7 samples, prune subtree
pred: 113.00 actual: 199.00
pred: 20.00 actual: 23.00
pred: 39.43 actual: 35.00
pred: 113.00 actual: 102.00
pred: 45.43 actual: 41.00
pred: 34.14 actual: 34.00
pred: 34.14 actual: 34.00
pred: 54.00 actual: 47.00
pred: 20.00 actual: 23.00
pred: 218.33 actual: 181.00
pred: 20.00 actual: 21.00
pred: 30.00 actual: 28.00
pred: 82.67 actual: 101.00
pred: 108.83 actual: 128.00
pred: 57.50 actual: 53.00
pred: 135.25 actual: 126.00
pred: 42.20 actual: 35.00
pred: 20.00 actual: 21.00
pred: 57.50 actual: 53.00
pred: 135.25 actual: 183.00
pred: 24.20 actual: 24.00
try cutoff value: 10
better split found on 0 at amdahl with mse=23131.271635031637
better split found on 1 at 23 with mse=22404.082785388127
better split found on 1 at 30 with mse=16838.305699542972
better split found on 2 at 4000 with mse=15468.039143595424
better split found on 2 at 5000 with mse=14969.469794871795
better split found on 2 at 5240 with mse=14484.032087853224
better split found on 3 at 16000 with mse=13698.431387310606
better split found on 3 at 20970 with mse=13237.595023994096
better split found on 3 at 24000 with mse=12395.878580420516
better split found on 3 at 32000 with mse=9113.288264840183
better split found on 0 at amdahl with mse=7335.883649081898
better split found on 1 at 26 with mse=7111.092512970924
better split found on 1 at 29 with mse=6683.563398759627
better split found on 1 at 30 with mse=5612.569638004389
better split found on 1 at 38 with mse=4908.763972545968
better split found on 1 at 40 with mse=4610.643389867362
better split found on 1 at 48 with mse=4593.316112198304
better split found on 2 at 4000 with mse=3983.230078268964
better split found on 2 at 5000 with mse=3871.7429399367747
better split found on 2 at 5240 with mse=3784.1082854055576
better split found on 3 at 16000 with mse=2639.134364297945
better split found on 3 at 20970 with mse=2537.3498241603106
better split found on 3 at 24000 with mse=2432.82036320541
better split found on 0 at amdahl with mse=1327.9403992953614
better split found on 0 at gould with mse=1271.436298005799
better split found on 1 at 29 with mse=1265.5674421422511
better split found on 1 at 38 with mse=1105.8871855837824
better split found on 1 at 48 with mse=1034.512453472967
better split found on 1 at 59 with mse=986.7212400036353
better split found on 1 at 60 with mse=928.7046574821686
better split found on 1 at 70 with mse=925.4304764822522
better split found on 1 at 72 with mse=893.8257638759596
better split found on 1 at 75 with mse=768.9859044913901
better split found on 2 at 3000 with mse=768.5427740169955
better split found on 2 at 3100 with mse=705.6752344777569
better split found on 3 at 8000 with mse=581.7807471152644
better split found on 3 at 12000 with mse=534.6368342546284
better split found on 0 at apollo with mse=358.95224228305153
better split found on 0 at basf with mse=350.14696175499927
better split found on 0 at cdc with mse=334.8721405228758
better split found on 1 at 25 with mse=318.08519607843147
better split found on 1 at 38 with mse=280.1883253301321
better split found on 1 at 110 with mse=276.2410378292732
better split found on 1 at 116 with mse=273.6498734977862
better split found on 2 at 768 with mse=272.70875529699055
better split found on 2 at 1000 with mse=239.37908496732027
better split found on 2 at 2300 with mse=239.37538126361648
better split found on 3 at 4000 with mse=226.4252210688196
better split found on 3 at 4500 with mse=221.63481146304673
better split found on 4 at 8 with mse=187.76316616390147
better split found on 4 at 16 with mse=170.30756620830152
better split found on 4 at 24 with mse=158.77815904139436
better split found on 0 at apollo with mse=128.11161048689138
better split found on 0 at bti with mse=125.55430711610488
better split found on 0 at magnuson with mse=124.79335887611752
better split found on 1 at 25 with mse=116.72784019975033
better split found on 1 at 72 with mse=114.44198024198026
better split found on 1 at 75 with mse=109.91171679197996
better split found on 1 at 110 with mse=107.83468547912994
better split found on 1 at 115 with mse=106.03814814814814
better split found on 1 at 124 with mse=105.31100176173987
better split found on 1 at 133 with mse=100.42574314574313
better split found on 1 at 143 with mse=99.68735136330955
better split found on 1 at 150 with mse=99.58280423280425
better split found on 2 at 768 with mse=94.17804591922238
better split found on 3 at 2000 with mse=79.64587071543595
better split found on 3 at 3000 with mse=75.65742302977871
better split found on 3 at 3500 with mse=74.11536195286196
better split found on 3 at 4000 with mse=50.36088888888888
better split found on 3 at 4500 with mse=47.86385118149825
better split found on 3 at 5000 with mse=41.20061728395062
better split found on 0 at apollo with mse=23.467505241090137
better split found on 0 at bti with mse=21.769392033542978
better split found on 1 at 140 with mse=20.84064327485381
better split found on 1 at 143 with mse=20.323971029853382
better split found on 1 at 150 with mse=19.13734567901234
better split found on 2 at 256 with mse=16.947765700483092
better split found on 2 at 768 with mse=13.4375
better split found on 3 at 2000 with mse=7.105339105339107
better split found on 3 at 3000 with mse=6.3470469066541995
better split found on 0 at bti with mse=3.731225296442689
better split found on 1 at 320 with mse=3.337819185645272
better split found on 1 at 330 with mse=3.2
better split found on 2 at 96 with mse=2.6335403726708084
better split found on 3 at 512 with mse=2.6335403726708084
better split found on 3 at 1000 with mse=1.8612318840579714
data [['four-phase' 125 512 1000 0 8 20 19]
 ['harris' 300 192 768 6 6 24 18]
 ['siemens' 240 512 1000 8 1 3 19]
 ['ibm' 900 512 1000 0 1 2 17]
 ['bti' 350 64 64 0 1 4 15]
 ['ibm' 480 96 512 0 1 1 15]
 ['ibm' 1500 768 1000 0 0 0 18]
 ['hp' 90 256 1000 0 3 10 18]] 
has less than 10 samples, prune subtree
better split found on 0 at burroughs with mse=1.357142857142857
better split found on 0 at cdc with mse=1.357142857142857
better split found on 0 at harris with mse=1.357142857142857
better split found on 1 at 50 with mse=1.357142857142857
better split found on 1 at 300 with mse=1.295238095238095
better split found on 1 at 320 with mse=1.0199999999999998
better split found on 4 at 2 with mse=0.8599999999999998
data [['hp' 105 256 2000 0 3 10 20]
 ['dg' 700 256 2000 0 1 1 19]
 ['ibm' 1500 768 2000 0 0 0 20]
 ['harris' 300 768 3000 0 6 24 23]
 ['ibm' 1100 768 2000 0 1 1 20]
 ['ncr' 84 1000 2000 0 1 6 21]
 ['ibm' 600 768 2000 0 1 1 20]
 ['hp' 175 256 2000 0 3 24 20]
 ['honeywell' 330 1000 2000 0 1 2 20]
 ['prime' 160 512 2000 2 3 8 20]] 
has less than 10 samples, prune subtree
data [['c.r.d' 320 512 2000 4 1 3 21]
 ['cdc' 50 500 2000 8 1 4 23]
 ['siemens' 240 512 2000 8 1 5 22]
 ['burroughs' 167 524 2000 8 4 15 23]
 ['c.r.d' 320 256 3000 4 1 3 22]] 
has less than 10 samples, prune subtree
better split found on 0 at apollo with mse=6.993548387096775
better split found on 0 at hp with mse=6.732258064516128
better split found on 0 at microdata with mse=6.732258064516127
better split found on 0 at sperry with mse=6.404894327030034
better split found on 1 at 140 with mse=5.285777126099706
better split found on 1 at 143 with mse=5.1782682512733444
better split found on 1 at 150 with mse=4.155086848635236
better split found on 0 at burroughs with mse=3.4358974358974357
better split found on 0 at cdc with mse=3.4358974358974357
better split found on 0 at honeywell with mse=3.3846153846153846
better split found on 0 at hp with mse=2.923076923076923
better split found on 0 at microdata with mse=2.923076923076923
better split found on 0 at ncr with mse=2.0705128205128203
better split found on 6 at 8 with mse=2.023076923076923
data [['nas' 115 2000 4000 2 1 5 29]
 ['cambex' 50 1000 4000 8 3 5 30]
 ['honeywell' 140 2000 4000 0 4 8 29]
 ['ipl' 50 2000 4000 0 3 6 30]
 ['cdc' 50 1000 4000 8 1 5 29]
 ['dg' 110 1000 4000 16 1 2 30]
 ['ncr' 56 1000 4000 0 1 6 26]
 ['siemens' 105 2000 4000 8 3 8 31]] 
has less than 10 samples, prune subtree
data [['burroughs' 143 512 5000 0 7 32 29]
 ['honeywell' 140 2000 4000 8 1 20 32]
 ['hp' 105 2000 4000 8 3 19 33]
 ['honeywell' 140 2000 4000 8 1 20 32]
 ['microdata' 150 512 4000 0 8 128 33]] 
has less than 10 samples, prune subtree
better split found on 0 at apollo with mse=4.215686274509805
better split found on 0 at ibm with mse=3.933333333333333
better split found on 0 at sperry with mse=3.802083333333333
better split found on 2 at 512 with mse=3.1944444444444438
better split found on 4 at 4 with mse=2.1333333333333337
better split found on 0 at apollo with mse=2.1952380952380945
better split found on 0 at c.r.d with mse=2.080952380952381
better split found on 0 at dec with mse=2.080952380952381
better split found on 0 at ibm with mse=1.9030303030303026
better split found on 1 at 180 with mse=1.8888888888888893
better split found on 1 at 200 with mse=1.8121212121212118
better split found on 1 at 250 with mse=1.57037037037037
better split found on 3 at 4000 with mse=1.555555555555556
better split found on 0 at apollo with mse=1.727272727272727
better split found on 0 at ibm with mse=0.5
better split found on 2 at 1000 with mse=0.46666666666666673
data [['honeywell' 330 1000 4000 0 3 6 25]
 ['perkin-elmer' 250 512 4000 0 1 7 24]
 ['sperry' 180 512 4000 0 1 3 24]
 ['ibm' 225 1000 4000 2 3 6 26]
 ['wang' 480 1000 4000 0 0 0 25]
 ['sperry' 180 512 4000 0 1 3 24]
 ['prime' 160 512 4000 2 1 5 25]
 ['ibm' 900 1000 4000 4 1 2 26]
 ['nixdorf' 200 1000 4000 0 1 4 25]
 ['apollo' 400 512 3500 4 1 6 24]] 
has less than 10 samples, prune subtree
data [['c.r.d' 320 512 5000 4 1 5 28]
 ['dec' 810 1000 5000 0 1 1 28]
 ['harris' 300 768 4500 0 1 24 27]] 
has less than 10 samples, prune subtree
data [['ibm' 225 2000 4000 8 3 6 31]
 ['prime' 160 1000 4000 8 1 14 29]
 ['honeywell' 300 1000 4000 8 3 64 30]] 
has less than 10 samples, prune subtree
better split found on 0 at burroughs with mse=67.32154882154882
better split found on 0 at c.r.d with mse=60.830158730158736
better split found on 0 at formation with mse=59.395622895622886
better split found on 1 at 25 with mse=54.72222222222222
better split found on 1 at 75 with mse=52.22839506172839
better split found on 2 at 512 with mse=51.78125
better split found on 3 at 8000 with mse=30.133333333333333
better split found on 0 at burroughs with mse=27.891358024691357
better split found on 0 at c.r.d with mse=22.20689655172414
better split found on 0 at hp with mse=21.967816091954024
better split found on 1 at 75 with mse=19.895652173913042
better split found on 1 at 100 with mse=19.286762360446573
better split found on 1 at 110 with mse=18.033182503770742
better split found on 2 at 256 with mse=17.146153846153844
better split found on 2 at 512 with mse=14.156107660455486
data [['ibm' 115 512 6000 16 1 6 35]
 ['formation' 800 256 8000 0 1 4 34]
 ['dec' 320 512 8000 4 1 5 36]
 ['c.r.d' 320 256 6000 0 1 6 28]
 ['formation' 800 256 8000 0 1 4 34]
 ['formation' 800 256 8000 0 1 4 34]
 ['dec' 200 512 8000 8 1 8 38]] 
has less than 10 samples, prune subtree
better split found on 0 at burroughs with mse=15.618115942028988
better split found on 0 at dg with mse=14.53416149068323
better split found on 0 at hp with mse=10.405138339920946
better split found on 0 at burroughs with mse=10.695374800637962
better split found on 0 at dg with mse=9.71590909090909
better split found on 0 at sperry with mse=9.484848484848484
better split found on 1 at 72 with mse=8.96685606060606
better split found on 1 at 115 with mse=7.895104895104897
better split found on 0 at burroughs with mse=8.634615384615385
better split found on 0 at magnuson with mse=8.53076923076923
better split found on 0 at nas with mse=8.346153846153847
better split found on 0 at siemens with mse=8.07051282051282
better split found on 2 at 2000 with mse=7.9020979020979
better split found on 4 at 4 with mse=7.051923076923077
data [['ncr' 56 4000 8000 0 1 8 47]
 ['burroughs' 110 3100 6200 0 6 64 45]
 ['magnuson' 100 1000 8000 0 2 6 37]
 ['nas' 92 2000 8000 4 1 6 41]
 ['ncr' 56 2000 8000 0 1 8 41]] 
has less than 10 samples, prune subtree
data [['siemens' 105 2000 6000 16 6 16 41]
 ['ipl' 50 2000 8000 8 3 6 44]
 ['magnuson' 100 1000 8000 24 2 6 46]
 ['nas' 72 2000 8000 16 6 8 48]
 ['ipl' 50 2000 8000 8 1 6 44]
 ['nas' 115 2000 8000 16 1 3 46]
 ['cdc' 50 2000 8000 8 1 5 44]
 ['magnuson' 100 1000 8000 24 3 6 46]] 
has less than 10 samples, prune subtree
data [['dec' 133 1000 8000 9 3 12 41]
 ['dg' 220 1000 8000 16 1 2 42]
 ['sratus' 125 2000 8000 0 2 14 41]
 ['ibm' 400 4000 8000 0 1 1 45]
 ['dg' 200 1000 8000 0 1 2 36]
 ['ibm' 180 2000 8000 8 1 6 42]
 ['burroughs' 143 3100 6200 0 5 20 39]
 ['sperry' 124 1000 8000 0 1 8 37]
 ['burroughs' 143 2300 6200 0 6 64 40]] 
has less than 10 samples, prune subtree
data [['ibm' 25 2000 12000 16 3 5 65]
 ['harris' 300 768 12000 6 6 24 52]
 ['siemens' 70 4000 12000 8 6 8 67]
 ['dec' 133 1000 12000 9 3 12 54]
 ['harris' 300 384 12000 6 1 24 50]
 ['dg' 110 1000 12000 16 1 2 56]] 
has less than 10 samples, prune subtree
better split found on 0 at basf with mse=379.6363636363637
better split found on 0 at burroughs with mse=175.9090909090909
better split found on 2 at 4000 with mse=175.9090909090909
better split found on 3 at 5000 with mse=113.07500000000002
better split found on 4 at 65 with mse=113.07500000000002
data [['honeywell' 140 2000 8000 32 1 54 57]
 ['basf' 60 2000 8000 65 1 8 70]
 ['sperry' 116 2000 8000 32 5 28 56]
 ['ncr' 38 4000 8000 32 16 32 80]
 ['cdc' 50 2620 10480 30 12 24 74]
 ['sperry' 98 1000 8000 32 2 8 50]
 ['ncr' 38 4000 8000 32 16 32 80]
 ['cdc' 50 2620 10480 30 12 24 74]
 ['siemens' 59 4000 12000 32 6 12 81]
 ['nixdorf' 200 2000 8000 64 1 5 67]] 
has less than 10 samples, prune subtree
data [['cdc' 25 1310 2620 131 12 24 102]
 ['burroughs' 110 5000 5000 142 8 64 124]] 
has less than 10 samples, prune subtree
better split found on 0 at amdahl with mse=1124.4174876847292
better split found on 0 at bti with mse=1079.698275862069
better split found on 0 at cambex with mse=1064.6896551724137
better split found on 0 at ncr with mse=1046.2312113174182
better split found on 1 at 38 with mse=941.0528735632183
better split found on 1 at 48 with mse=854.312843578211
better split found on 2 at 2000 with mse=806.9912135278514
better split found on 4 at 12 with mse=762.5017241379311
better split found on 4 at 16 with mse=557.8891142663963
better split found on 4 at 24 with mse=418.751395730706
better split found on 0 at bti with mse=114.8021978021978
better split found on 0 at ibm with mse=110.48928571428571
better split found on 1 at 26 with mse=45.340659340659336
better split found on 2 at 4000 with mse=45.340659340659336
better split found on 5 at 6 with mse=45.340659340659336
better split found on 0 at bti with mse=35.40384615384615
better split found on 0 at perkin-elmer with mse=35.40384615384615
better split found on 1 at 75 with mse=25.630769230769232
better split found on 1 at 180 with mse=24.21153846153846
better split found on 1 at 185 with mse=20.646153846153844
better split found on 2 at 1000 with mse=20.646153846153844
data [['perkin-elmer' 250 1000 16000 1 1 8 64]
 ['honeywell' 300 1000 16000 8 2 112 73]
 ['bti' 200 512 16000 0 4 32 64]] 
has less than 10 samples, prune subtree
data [['ipl' 50 2000 16000 24 1 6 82]
 ['magnuson' 50 2000 16000 12 3 16 80]
 ['cambex' 50 2000 16000 8 3 6 74]
 ['magnuson' 50 2000 16000 24 6 16 88]
 ['ncr' 56 4000 16000 0 1 8 78]
 ['cambex' 50 2000 16000 8 3 6 74]
 ['nas' 75 4000 16000 16 1 6 86]
 ['ibm' 57 4000 16000 1 6 12 82]
 ['ibm' 185 2000 16000 16 1 6 76]
 ['ibm' 180 2000 16000 16 1 6 76]] 
has less than 10 samples, prune subtree
better split found on 0 at amdahl with mse=685.5476190476192
better split found on 0 at cdc with mse=684.0619047619049
better split found on 0 at ibm with mse=669.5512820512821
better split found on 0 at nas with mse=575.1533333333334
better split found on 0 at ncr with mse=520.8205128205128
better split found on 4 at 64 with mse=436.6282051282052
better split found on 5 at 6 with mse=436.45714285714286
better split found on 5 at 8 with mse=385.4424242424242
better split found on 0 at amdahl with mse=370.8090909090909
better split found on 0 at gould with mse=346.26262626262627
better split found on 0 at ncr with mse=342.4454545454546
better split found on 0 at siemens with mse=322.50909090909084
better split found on 1 at 48 with mse=290.92532467532465
better split found on 4 at 64 with mse=262.4
data [['nas' 60 2000 16000 64 5 8 107]
 ['ncr' 38 8000 16000 64 4 8 142]
 ['gould' 75 2000 16000 64 1 38 113]
 ['siemens' 52 4000 16000 32 4 12 99]
 ['nas' 50 4000 16000 64 5 10 119]
 ['amdahl' 29 8000 16000 32 8 16 132]
 ['ibm' 17 4000 16000 32 6 12 116]
 ['nas' 48 4000 24000 32 8 24 151]
 ['nas' 72 4000 16000 64 8 16 120]
 ['nas' 60 4000 16000 32 1 6 95]] 
has less than 10 samples, prune subtree
data [['cdc' 56 5240 20970 30 12 24 138]
 ['siemens' 59 8000 16000 64 12 24 149]
 ['ncr' 38 4000 16000 128 16 32 190]
 ['ibm' 57 4000 24000 64 12 16 171]] 
has less than 10 samples, prune subtree
better split found on 0 at amdahl with mse=11573.55303030303
better split found on 0 at honeywell with mse=10364.080952380955
better split found on 0 at nas with mse=9288.636363636364
better split found on 2 at 2000 with mse=8350.644444444444
better split found on 2 at 8000 with mse=5226.75303030303
better split found on 4 at 112 with mse=5212.63888888889
better split found on 0 at amdahl with mse=3930.8541666666665
better split found on 0 at honeywell with mse=3421.80303030303
better split found on 1 at 23 with mse=3106.560606060606
better split found on 2 at 2000 with mse=2364.240740740741
better split found on 2 at 8000 with mse=2178.008333333333
better split found on 4 at 48 with mse=1608.513888888889
data [['amdahl' 29 8000 32000 32 8 32 253]
 ['sperry' 50 2000 32000 48 26 52 227]
 ['ibm' 26 8000 32000 0 8 24 220]
 ['amdahl' 29 8000 32000 32 8 32 253]
 ['sperry' 50 2000 32000 24 6 26 182]
 ['honeywell' 140 2000 32000 32 1 20 175]] 
has less than 10 samples, prune subtree
data [['nas' 40 8000 32000 64 8 24 266]
 ['amdahl' 23 16000 32000 64 16 32 381]
 ['ibm' 26 16000 32000 64 16 24 361]
 ['sperry' 50 4000 32000 112 52 104 360]
 ['amdahl' 26 8000 32000 64 8 32 290]
 ['nas' 38 8000 32000 64 8 24 267]] 
has less than 10 samples, prune subtree
data [['nas' 30 16000 32000 256 16 24 603]
 ['siemens' 26 8000 32000 128 24 32 382]
 ['nas' 38 16000 32000 128 16 32 426]] 
has less than 10 samples, prune subtree
data [['amdahl' 23 16000 64000 64 16 32 749]
 ['amdahl' 23 32000 64000 128 32 64 1238]
 ['sperry' 30 8000 64000 96 12 176 919]
 ['sperry' 30 8000 64000 128 12 176 978]] 
has less than 10 samples, prune subtree
pred: 113.00 actual: 199.00
pred: 20.30 actual: 23.00
pred: 40.33 actual: 35.00
pred: 113.00 actual: 102.00
pred: 44.88 actual: 41.00
pred: 34.14 actual: 34.00
pred: 34.14 actual: 34.00
pred: 54.00 actual: 47.00
pred: 20.30 actual: 23.00
pred: 218.33 actual: 181.00
pred: 20.30 actual: 21.00
pred: 30.00 actual: 28.00
pred: 79.60 actual: 101.00
pred: 119.40 actual: 128.00
pred: 68.90 actual: 53.00
pred: 119.40 actual: 126.00
pred: 42.20 actual: 35.00
pred: 20.30 actual: 21.00
pred: 68.90 actual: 53.00
pred: 119.40 actual: 183.00
pred: 24.80 actual: 24.00
better split found on 0 at amdahl with mse=23131.271635031637
better split found on 1 at 23 with mse=22404.082785388127
better split found on 1 at 30 with mse=16838.305699542972
better split found on 2 at 4000 with mse=15468.039143595424
better split found on 2 at 5000 with mse=14969.469794871795
better split found on 2 at 5240 with mse=14484.032087853224
better split found on 3 at 16000 with mse=13698.431387310606
better split found on 3 at 20970 with mse=13237.595023994096
better split found on 3 at 24000 with mse=12395.878580420516
better split found on 3 at 32000 with mse=9113.288264840183
better split found on 0 at amdahl with mse=7335.883649081898
better split found on 1 at 26 with mse=7111.092512970924
better split found on 1 at 29 with mse=6683.563398759627
better split found on 1 at 30 with mse=5612.569638004389
better split found on 1 at 38 with mse=4908.763972545968
better split found on 1 at 40 with mse=4610.643389867362
better split found on 1 at 48 with mse=4593.316112198304
better split found on 2 at 4000 with mse=3983.230078268964
better split found on 2 at 5000 with mse=3871.7429399367747
better split found on 2 at 5240 with mse=3784.1082854055576
better split found on 3 at 16000 with mse=2639.134364297945
better split found on 3 at 20970 with mse=2537.3498241603106
better split found on 3 at 24000 with mse=2432.82036320541
better split found on 0 at amdahl with mse=1327.9403992953614
better split found on 0 at gould with mse=1271.436298005799
better split found on 1 at 29 with mse=1265.5674421422511
better split found on 1 at 38 with mse=1105.8871855837824
better split found on 1 at 48 with mse=1034.512453472967
better split found on 1 at 59 with mse=986.7212400036353
better split found on 1 at 60 with mse=928.7046574821686
better split found on 1 at 70 with mse=925.4304764822522
better split found on 1 at 72 with mse=893.8257638759596
better split found on 1 at 75 with mse=768.9859044913901
better split found on 2 at 3000 with mse=768.5427740169955
better split found on 2 at 3100 with mse=705.6752344777569
better split found on 3 at 8000 with mse=581.7807471152644
better split found on 3 at 12000 with mse=534.6368342546284
better split found on 0 at apollo with mse=358.95224228305153
better split found on 0 at basf with mse=350.14696175499927
better split found on 0 at cdc with mse=334.8721405228758
better split found on 1 at 25 with mse=318.08519607843147
better split found on 1 at 38 with mse=280.1883253301321
better split found on 1 at 110 with mse=276.2410378292732
better split found on 1 at 116 with mse=273.6498734977862
better split found on 2 at 768 with mse=272.70875529699055
better split found on 2 at 1000 with mse=239.37908496732027
better split found on 2 at 2300 with mse=239.37538126361648
better split found on 3 at 4000 with mse=226.4252210688196
better split found on 3 at 4500 with mse=221.63481146304673
better split found on 4 at 8 with mse=187.76316616390147
better split found on 4 at 16 with mse=170.30756620830152
better split found on 4 at 24 with mse=158.77815904139436
better split found on 0 at apollo with mse=128.11161048689138
better split found on 0 at bti with mse=125.55430711610488
better split found on 0 at magnuson with mse=124.79335887611752
better split found on 1 at 25 with mse=116.72784019975033
better split found on 1 at 72 with mse=114.44198024198026
better split found on 1 at 75 with mse=109.91171679197996
better split found on 1 at 110 with mse=107.83468547912994
better split found on 1 at 115 with mse=106.03814814814814
better split found on 1 at 124 with mse=105.31100176173987
better split found on 1 at 133 with mse=100.42574314574313
better split found on 1 at 143 with mse=99.68735136330955
better split found on 1 at 150 with mse=99.58280423280425
better split found on 2 at 768 with mse=94.17804591922238
better split found on 3 at 2000 with mse=79.64587071543595
better split found on 3 at 3000 with mse=75.65742302977871
better split found on 3 at 3500 with mse=74.11536195286196
better split found on 3 at 4000 with mse=50.36088888888888
better split found on 3 at 4500 with mse=47.86385118149825
better split found on 3 at 5000 with mse=41.20061728395062
better split found on 0 at apollo with mse=23.467505241090137
better split found on 0 at bti with mse=21.769392033542978
better split found on 1 at 140 with mse=20.84064327485381
better split found on 1 at 143 with mse=20.323971029853382
better split found on 1 at 150 with mse=19.13734567901234
better split found on 2 at 256 with mse=16.947765700483092
better split found on 2 at 768 with mse=13.4375
better split found on 3 at 2000 with mse=7.105339105339107
better split found on 3 at 3000 with mse=6.3470469066541995
better split found on 0 at bti with mse=3.731225296442689
better split found on 1 at 320 with mse=3.337819185645272
better split found on 1 at 330 with mse=3.2
better split found on 2 at 96 with mse=2.6335403726708084
better split found on 3 at 512 with mse=2.6335403726708084
better split found on 3 at 1000 with mse=1.8612318840579714
better split found on 0 at bti with mse=1.4285714285714284
better split found on 1 at 240 with mse=1.2333333333333332
better split found on 1 at 300 with mse=0.96875
better split found on 2 at 96 with mse=0.35416666666666663
better split found on 3 at 512 with mse=0.35416666666666663
better split found on 0 at four-phase with mse=0.33333333333333337
better split found on 0 at ibm with mse=0.25
better split found on 1 at 240 with mse=0.22222222222222224
better split found on 0 at four-phase with mse=0.16666666666666666
better split found on 0 at hp with mse=0.0
better split found on 1 at 90 with mse=0.0
better split found on 2 at 256 with mse=0.0
better split found on 0 at harris with mse=0.16666666666666666
better split found on 0 at ibm with mse=0.16666666666666666
better split found on 1 at 300 with mse=0.16666666666666666
better split found on 1 at 900 with mse=0.16666666666666666
